x y z rvir redshift log_sSFR color
0.16292 -0.00753 0.64943 0.00106 0.02232 -12.79 red
-0.07774 0.02999 0.61924 0.00080 0.02085 4.80 blue
0.17153 -0.00610 0.65428 0.00116 0.02254 -12.60 red
-0.09834 0.04120 0.68614 0.00155 0.02313 -11.55 red
-0.09281 0.03839 0.59866 0.00139 0.02026 3.85 blue
-0.10149 0.03903 0.64870 0.00174 0.02193 -10.80 blue
-0.11527 0.02726 0.65053 0.00090 0.02204 -9.16 blue
-0.10108 0.02646 0.63655 0.00106 0.02151 4.18 blue
-0.08685 0.01850 0.56236 0.00130 0.01902 -11.60 red
-0.08427 0.03753 0.57388 0.00095 0.01941 -11.10 blue
0.14463 -0.00632 0.73559 0.00109 0.02494 -9.22 blue
0.21550 -0.01096 0.53722 0.00095 0.01934 -11.16 blue
0.12839 -0.00654 0.63128 0.00101 0.02148 -9.95 blue
0.14426 -0.00696 0.72369 0.00117 0.02455 -9.65 blue
-0.06464 -0.07365 0.65083 0.00095 0.02194 -9.66 blue
-0.13869 -0.06938 0.65624 0.00093 0.02247 -9.31 blue
0.15883 -0.00074 0.71652 0.00152 0.02442 -10.39 blue
0.17058 0.00018 0.76381 0.00142 0.02601 -10.60 blue
-0.22572 -0.09759 0.79096 0.00154 0.02750 -9.67 blue
0.16506 -0.00132 0.73311 0.00111 0.02499 -10.16 blue
0.28174 -0.01853 0.69604 0.00167 0.02498 -9.42 blue
0.16816 0.00239 0.73728 0.00584 0.02515 -10.54 blue
0.10450 -0.05120 0.60257 0.00104 0.02048 -11.78 red
-0.24890 -0.08352 0.75933 0.00107 0.02669 -9.64 blue
0.21932 0.03311 0.56821 0.00099 0.02036 -9.50 blue
0.21435 -0.04944 0.56721 0.00445 0.02031 -10.63 blue
-0.26703 0.02969 0.77187 0.00294 0.02714 -10.86 blue
-0.16315 -0.07951 0.67594 0.00119 0.02331 -10.22 blue
0.04834 -0.04443 0.68678 0.00102 0.02298 -11.74 red
0.27053 -0.01070 0.71508 0.00125 0.02542 -10.16 blue
0.04762 -0.05085 0.67293 0.00162 0.02254 -10.34 blue
-0.18107 -0.06003 0.64457 0.00116 0.02240 -10.18 blue
0.03648 -0.05361 0.74886 0.00118 0.02500 -10.27 blue
0.03810 -0.05210 0.71352 0.00463 0.02385 -11.10 blue
0.03932 -0.05156 0.65054 0.00177 0.02180 -10.63 blue
0.03934 -0.05286 0.72116 0.00367 0.02410 -11.90 red
0.09485 -0.00677 0.66884 0.00111 0.02251 -10.56 blue
0.24980 0.00653 0.68558 0.00126 0.02428 -9.42 blue
0.01662 -0.05997 0.73751 0.00087 0.02462 -10.62 blue
0.12545 -0.07982 0.79682 0.00088 0.02692 -11.41 blue
-0.27131 -0.07356 0.73377 0.00197 0.02611 -10.22 blue
0.12218 -0.04617 0.67043 0.00155 0.02276 -9.86 blue
-0.27142 -0.08085 0.74748 0.00139 0.02656 -10.96 blue
0.10690 -0.04928 0.61614 0.00135 0.02093 -10.29 blue
0.03973 -0.05425 0.64924 0.00100 0.02176 -9.58 blue
-0.21951 -0.06319 0.66174 0.00094 0.02331 -9.22 blue
0.10700 -0.04868 0.61297 0.00107 0.02082 -9.54 blue
0.04381 -0.05312 0.69967 0.00105 0.02341 4.26 blue
0.09519 -0.05631 0.64907 0.00173 0.02195 -10.68 blue
0.03911 -0.02952 0.64713 0.00084 0.02164 -9.45 blue
0.09785 -0.03758 0.64071 0.00145 0.02165 -12.64 red
0.04596 -0.05466 0.73954 0.00103 0.02472 4.38 blue
0.04237 -0.05569 0.71097 0.00115 0.02378 -12.90 red
0.03916 -0.06125 0.65255 0.00102 0.02189 -9.11 blue
0.10264 0.00989 0.66671 0.00229 0.02248 -12.30 red
0.04314 -0.05565 0.66683 0.00099 0.02235 -12.09 red
0.10157 0.01076 0.66267 0.00089 0.02234 -11.66 red
-0.29128 -0.07559 0.75874 0.00123 0.02711 -11.84 red
0.11910 -0.06455 0.77354 0.00097 0.02610 -8.94 blue
0.09707 -0.05327 0.67174 0.00263 0.02268 -11.33 blue
0.02006 -0.07271 0.77872 0.00100 0.02600 -9.74 blue
0.08393 -0.05346 0.61634 0.00147 0.02083 4.15 blue
0.09213 -0.04355 0.73759 0.00095 0.02477 -9.78 blue
0.08731 -0.04803 0.69923 0.00090 0.02352 -9.27 blue
0.08286 -0.04979 0.67131 0.00103 0.02260 -11.28 blue
0.09104 -0.05097 0.79213 0.00086 0.02654 -8.95 blue
-0.08890 -0.03522 0.66995 0.00099 0.02255 -9.41 blue
-0.29465 -0.08005 0.74569 0.00120 0.02677 -11.33 blue
0.07778 -0.03507 0.76503 0.00143 0.02559 -12.29 red
0.23355 -0.01255 0.68560 0.00088 0.02411 -10.11 blue
0.07287 -0.04149 0.66935 0.00184 0.02248 -9.99 blue
0.07577 -0.05284 0.57880 0.00090 0.01957 -10.81 blue
0.09188 -0.04780 0.80673 0.00098 0.02701 -10.08 blue
0.11439 -0.06911 0.81876 0.00144 0.02754 -10.41 blue
-0.31235 -0.06726 0.70948 0.00124 0.02586 -9.91 blue
-0.32411 -0.07561 0.73241 0.00123 0.02672 -9.95 blue
-0.28993 -0.06159 0.73314 0.00112 0.02628 -9.93 blue
0.07584 -0.01845 0.71588 0.00088 0.02397 -8.71 blue
-0.16678 -0.01207 0.66899 0.00386 0.02297 -10.63 blue
0.08577 -0.04700 0.66592 0.00126 0.02243 -10.19 blue
0.17732 -0.00643 0.63474 0.00132 0.02197 -12.84 red
-0.32596 -0.07410 0.73351 0.00108 0.02678 -9.43 blue
-0.07852 -0.06011 0.65399 0.00099 0.02205 -9.19 blue
-0.27795 -0.04265 0.76155 0.00229 0.02696 -10.99 blue
-0.16526 -0.04213 0.65375 0.00093 0.02251 -9.88 blue
0.08782 -0.03589 0.77418 0.00102 0.02592 4.41 blue
0.21981 -0.01526 0.65378 0.00128 0.02298 -12.31 red
0.09580 -0.02961 0.68986 0.00103 0.02322 -9.24 blue
0.10563 -0.04333 0.76793 0.00134 0.02581 -9.60 blue
0.07262 -0.04072 0.65879 0.00193 0.02213 -9.64 blue
0.09571 -0.03750 0.80631 0.00095 0.02700 -9.64 blue
-0.20997 -0.06641 0.66465 0.00129 0.02332 -11.69 red
0.06285 -0.00897 0.64563 0.00112 0.02163 -10.21 blue
0.02781 0.00972 0.66435 0.00103 0.02216 -11.83 red
-0.27148 -0.07133 0.73940 0.00325 0.02628 -10.99 blue
0.00774 -0.01327 0.64329 0.00231 0.02146 -10.49 blue
0.01372 -0.00893 0.72525 0.00097 0.02414 -9.83 blue
-0.15810 -0.04174 0.66199 0.00099 0.02272 -9.76 blue
0.00238 0.01543 0.67931 0.00101 0.02264 -9.84 blue
0.26142 0.03845 0.71113 0.00080 0.02523 -9.13 blue
-0.14247 0.06450 0.65649 0.00147 0.02249 -10.06 blue
-0.12562 -0.04871 0.66946 0.00104 0.02275 -12.34 red
0.21139 -0.08404 0.70295 0.00086 0.02458 -9.26 blue
-0.28431 -0.04875 0.77176 0.00083 0.02736 -9.18 blue
-0.26974 -0.05048 0.73551 0.00123 0.02609 -9.89 blue
0.03141 -0.03505 0.70705 0.00118 0.02359 -9.46 blue
0.16247 -0.07101 0.58235 0.00092 0.02032 -9.92 blue
0.07400 -0.02703 0.79879 0.00099 0.02666 -9.95 blue
-0.02452 0.01708 0.73018 0.00111 0.02432 -11.68 red
0.01436 -0.03923 0.71761 0.00110 0.02393 -9.89 blue
-0.26206 -0.07233 0.72449 0.00129 0.02572 -9.86 blue
-0.05527 0.01520 0.65413 0.00097 0.02189 -10.16 blue
0.02804 -0.03412 0.72925 0.00112 0.02431 -9.34 blue
-0.16011 -0.04553 0.66538 0.00088 0.02285 -8.77 blue
0.17035 -0.00716 0.65671 0.00129 0.02261 -11.61 red
-0.16119 -0.04013 0.66365 0.00173 0.02279 -10.14 blue
-0.08043 0.00482 0.67769 0.00097 0.02274 -9.90 blue
0.19687 0.00962 0.58042 0.00096 0.02046 -11.53 red
-0.16886 -0.05788 0.63356 0.00092 0.02194 -11.97 red
0.05230 -0.02992 0.67991 0.00107 0.02274 -9.41 blue
0.05337 -0.02906 0.62213 0.00104 0.02085 -9.36 blue
0.03213 -0.02753 0.66685 0.00107 0.02227 -9.44 blue
0.01753 -0.03953 0.75854 0.00168 0.02527 -11.00 blue
0.02836 -0.03189 0.72717 0.00149 0.02424 -10.35 blue
0.14086 -0.03034 0.59187 0.00086 0.02033 -9.59 blue
-0.05171 -0.01265 0.68510 0.00103 0.02289 -9.67 blue
0.18482 -0.01831 0.76017 0.00098 0.02601 -10.17 blue
-0.25363 -0.07360 0.75355 0.00091 0.02653 -9.42 blue
0.17220 -0.00587 0.61428 0.00103 0.02128 -11.74 red
0.15100 -0.03217 0.62491 0.00088 0.02147 -9.79 blue
0.16306 -0.00174 0.75272 0.00133 0.02561 -12.79 red
-0.31660 -0.04108 0.74515 0.00085 0.02692 -8.88 blue
0.16847 0.01165 0.74215 0.00092 0.02531 -9.43 blue
0.12432 0.00184 0.56428 0.00102 0.01930 -9.64 blue
0.14197 -0.01052 0.68036 0.00113 0.02315 -9.38 blue
0.02798 -0.03390 0.73039 0.00123 0.02435 -9.20 blue
0.18048 -0.00746 0.81645 0.00149 0.02776 -9.82 blue
0.18430 0.00504 0.81435 0.00122 0.02772 -9.54 blue
0.00894 -0.03336 0.66593 0.00192 0.02222 -10.18 blue
0.01734 -0.04055 0.75457 0.00136 0.02514 -12.80 red
-0.08773 0.05023 0.63335 0.00128 0.02139 -11.17 blue
0.15784 -0.01803 0.63283 0.00124 0.02175 -10.05 blue
0.16850 -0.00054 0.66636 0.00085 0.02290 -11.03 blue
0.17852 -0.00681 0.66534 0.00097 0.02295 -12.01 red
0.12664 -0.03506 0.60840 0.00203 0.02077 -10.25 blue
-0.14728 -0.01593 0.67784 0.00122 0.02311 -10.06 blue
0.12600 -0.00074 0.61532 0.00084 0.02095 -8.86 blue
-0.29578 -0.01475 0.73638 0.00095 0.02637 -9.24 blue
0.11339 -0.06324 0.58045 0.00093 0.01986 -9.88 blue
-0.26523 -0.03804 0.77488 0.00114 0.02723 -9.72 blue
0.15396 -0.02522 0.62231 0.00086 0.02140 -9.55 blue
0.12856 -0.05345 0.77221 0.00152 0.02608 -11.35 blue
0.15045 -0.01761 0.69114 0.00097 0.02356 -10.54 blue
-0.16835 -0.02322 0.53638 0.00152 0.01880 -10.33 blue
-0.27548 -0.01675 0.78285 0.00371 0.02756 -12.32 red
0.04225 -0.08680 0.65119 0.00168 0.02195 -9.94 blue
0.04800 -0.07916 0.65552 0.00095 0.02207 -9.79 blue
-0.28678 -0.01592 0.77915 0.00119 0.02757 -10.03 blue
0.04330 -0.00977 0.67195 0.00098 0.02244 -9.40 blue
0.05001 0.00826 0.62383 0.00082 0.02088 -9.64 blue
0.12816 -0.04630 0.66665 0.00121 0.02267 -9.70 blue
-0.14938 -0.03591 0.67886 0.00105 0.02318 -10.42 blue
-0.14504 -0.01453 0.67584 0.00120 0.02303 -10.41 blue
0.02378 -0.08708 0.71253 0.00089 0.02391 -9.38 blue
0.02103 -0.08759 0.74812 0.00112 0.02506 -9.12 blue
0.05284 -0.00795 0.79486 0.00107 0.02647 -9.00 blue
-0.16363 -0.03993 0.61620 0.00146 0.02131 -10.03 blue
0.02891 0.00422 0.67246 0.00094 0.02243 4.33 blue
0.12183 0.01419 0.69549 0.00299 0.02351 -10.28 blue
-0.23427 -0.01700 0.74386 0.00097 0.02593 -9.63 blue
-0.00384 0.00978 0.68288 0.00136 0.02275 -12.82 red
0.00781 -0.01172 0.71747 0.00172 0.02389 -13.04 red
0.00264 0.00356 0.68652 0.00122 0.02287 -9.71 blue
-0.00087 0.01352 0.67303 0.00138 0.02243 -10.56 blue
0.01104 0.00237 0.66141 0.00131 0.02205 -9.62 blue
0.10169 -0.04696 0.64346 0.00747 0.02178 -11.29 blue
0.09010 -0.05077 0.62159 0.00383 0.02102 -11.15 blue
-0.00278 0.01171 0.67576 0.00413 0.02252 -10.78 blue
0.11113 -0.03441 0.61694 0.00146 0.02094 -12.45 red
-0.01940 0.01244 0.69432 0.00126 0.02314 -12.09 red
0.12616 -0.01360 0.71011 0.00086 0.02401 -9.16 blue
0.13008 -0.00088 0.66847 0.00105 0.02269 -9.39 blue
0.03119 0.00513 0.65514 0.00136 0.02187 -10.20 blue
0.11000 -0.02811 0.68216 0.00127 0.02303 -9.60 blue
0.04337 -0.01339 0.78532 0.00089 0.02614 -9.19 blue
-0.03160 0.00944 0.66493 0.00133 0.02219 -13.12 red
0.02440 0.00412 0.58146 0.00132 0.01944 -11.40 blue
0.03084 0.00409 0.72383 0.00205 0.02411 -11.01 blue
0.10948 -0.05792 0.66560 0.00170 0.02256 -10.07 blue
0.11745 -0.06171 0.77283 0.00140 0.02606 -9.70 blue
0.07206 -0.05725 0.59563 0.00103 0.02012 -12.77 red
0.00231 0.01773 0.78054 0.00096 0.02595 -9.77 blue
0.08959 -0.05587 0.63731 0.00110 0.02154 -11.42 blue
0.08670 -0.04371 0.56414 0.00597 0.01912 -11.48 blue
0.08908 -0.04560 0.58947 0.00193 0.01996 -10.23 blue
0.09693 -0.06139 0.71971 0.00127 0.02425 -12.53 red
0.08746 -0.04544 0.60282 0.00104 0.02039 -9.67 blue
0.08179 -0.00668 0.63350 0.00142 0.02130 -9.75 blue
0.11129 -0.05344 0.66653 0.00101 0.02259 -10.61 blue
-0.12624 0.01398 0.71897 0.00113 0.02430 -9.61 blue
-0.03673 -0.00017 0.69189 0.00090 0.02308 -10.93 blue
0.07146 0.01372 0.65941 0.00103 0.02211 -9.50 blue
-0.30301 -0.01477 0.77857 0.00338 0.02774 -12.66 red
0.14925 -0.09326 0.75864 0.00113 0.02589 -9.59 blue
0.12019 -0.03370 0.64850 0.00095 0.02201 -9.18 blue
0.07585 -0.02343 0.71150 0.00110 0.02383 -9.20 blue
0.08872 -0.05590 0.62811 0.00154 0.02124 -10.82 blue
0.08817 -0.05122 0.60669 0.00130 0.02053 -11.10 blue
0.10501 -0.05376 0.77529 0.00097 0.02606 -9.71 blue
-0.15182 0.00836 0.72892 0.00142 0.02477 -10.09 blue
0.05687 0.00996 0.59497 0.00109 0.01996 -9.68 blue
-0.13436 0.01446 0.71314 0.00170 0.02416 -9.82 blue
0.07523 -0.01302 0.64082 0.00160 0.02152 -10.75 blue
-0.12761 0.00545 0.66347 0.00086 0.02251 -9.46 blue
0.07922 -0.05017 0.58163 0.00110 0.01967 3.81 blue
0.06935 -0.04840 0.66268 0.00134 0.02227 -10.37 blue
0.09516 -0.04670 0.82524 0.00101 0.02762 -9.91 blue
0.10978 -0.03535 0.82898 0.00093 0.02778 -9.36 blue
0.05956 -0.04419 0.63990 0.00120 0.02148 -9.60 blue
-0.24100 0.01069 0.64662 0.00099 0.02299 -9.85 blue
0.09059 -0.02494 0.67620 0.00139 0.02274 -11.04 blue
-0.28330 -0.07627 0.74092 0.00115 0.02648 -11.23 blue
0.09451 -0.04524 0.68689 0.00238 0.02314 -10.92 blue
-0.28601 -0.00697 0.77872 0.00309 0.02754 -10.60 blue
0.08196 -0.03909 0.55987 0.00152 0.01895 -10.86 blue
-0.27660 -0.00201 0.75993 0.00279 0.02686 -10.80 blue
0.09350 -0.05082 0.64110 0.00094 0.02167 -9.94 blue
0.06214 -0.03782 0.65460 0.00108 0.02196 -9.17 blue
-0.22168 -0.07287 0.65156 0.00094 0.02305 -10.07 blue
0.09603 -0.04837 0.81674 0.00114 0.02735 -9.72 blue
-0.27146 0.00360 0.78914 0.00155 0.02770 -12.78 red
0.21476 -0.02195 0.54033 0.00198 0.01943 -10.67 blue
0.04403 -0.06083 0.78198 0.00097 0.02611 -10.70 blue
0.08425 -0.04770 0.75947 0.00103 0.02546 -11.92 red
0.06721 -0.02768 0.61379 0.00081 0.02062 -9.82 blue
0.21139 0.03568 0.58700 0.00107 0.02085 -9.77 blue
0.03956 -0.05312 0.74154 0.00115 0.02477 4.02 blue
0.01993 -0.05630 0.66018 0.00138 0.02210 -11.40 blue
0.10381 -0.03297 0.69848 0.00096 0.02354 -9.20 blue
0.06763 -0.07029 0.65230 0.00198 0.02199 -11.46 blue
0.21564 0.05648 0.59310 0.00242 0.02113 -10.60 blue
0.25093 0.05087 0.73337 0.00148 0.02582 -9.95 blue
0.20235 -0.06051 0.54615 0.00070 0.01956 -9.48 blue
0.20828 -0.04970 0.56391 0.00105 0.02014 -9.87 blue
0.07795 -0.01595 0.70931 0.00119 0.02376 -9.88 blue
0.05505 -0.01666 0.65088 0.00115 0.02178 -13.29 red
-0.05067 -0.05456 0.65645 0.00090 0.02202 -9.59 blue
0.07582 -0.05021 0.71603 0.00117 0.02402 -12.44 red
0.07456 -0.05164 0.64304 0.00170 0.02165 -12.61 red
0.20559 0.00807 0.62976 0.00121 0.02208 -9.95 blue
0.18931 0.00386 0.59839 0.00152 0.02094 -10.27 blue
0.19219 0.00720 0.60856 0.00114 0.02129 -9.47 blue
0.06883 -0.04810 0.67190 0.00250 0.02256 -9.91 blue
0.05434 -0.08192 0.68430 0.00085 0.02303 -9.33 blue
-0.16216 -0.04151 0.66138 0.00114 0.02273 4.11 blue
-0.18121 -0.06316 0.64018 0.00134 0.02227 -11.67 red
0.02974 -0.08961 0.75107 0.00096 0.02517 -9.96 blue
0.19128 0.00156 0.61454 0.00077 0.02146 -9.19 blue
-0.21478 -0.06759 0.67573 0.00099 0.02371 -11.79 red
0.22665 -0.07045 0.76839 0.00105 0.02671 -9.40 blue
-0.27828 -0.05177 0.75469 0.00113 0.02677 -11.87 red
-0.30232 -0.02116 0.77404 0.00328 0.02759 -13.25 red
0.05833 -0.04448 0.73878 0.00122 0.02470 -12.79 red
0.02355 -0.02683 0.67525 0.00122 0.02253 -9.50 blue
0.05228 -0.07813 0.63978 0.00149 0.02156 -9.66 blue
-0.23885 -0.05123 0.63144 0.00080 0.02256 -9.23 blue
-0.09589 -0.07565 0.65926 0.00095 0.02234 -9.44 blue
0.03376 -0.09022 0.67193 0.00094 0.02262 -9.59 blue
0.00788 -0.03931 0.63504 0.00086 0.02122 -9.01 blue
0.18448 -0.01152 0.74940 0.00125 0.02566 -9.97 blue
0.01214 -0.03738 0.74420 0.00096 0.02479 -10.31 blue
0.00031 -0.01918 0.73742 0.00098 0.02454 -9.70 blue
0.15429 -0.04878 0.60408 0.00102 0.02086 -9.82 blue
0.15544 -0.00634 0.72027 0.00116 0.02452 -9.60 blue
0.21277 -0.00870 0.53640 0.00293 0.01928 -10.36 blue
-0.08610 -0.07854 0.66268 0.00096 0.02242 -10.14 blue
-0.19480 -0.07420 0.61495 0.00254 0.02165 -11.86 red
0.17107 -0.00308 0.77278 0.00134 0.02630 -10.20 blue
0.17864 0.00191 0.79399 0.00133 0.02703 -12.34 red
-0.15275 -0.03371 0.66528 0.00160 0.02277 -12.47 red
0.12020 -0.06023 0.59865 0.00103 0.02048 -9.64 blue
-0.13638 -0.01773 0.64303 0.00092 0.02192 -9.73 blue
0.04644 -0.06060 0.76097 0.00102 0.02543 4.59 blue
0.02567 -0.07606 0.76143 0.00108 0.02546 4.05 blue
-0.18383 -0.02468 0.68707 0.00122 0.02369 -9.71 blue
0.04085 -0.06151 0.67904 0.00099 0.02276 -9.18 blue
-0.16336 -0.03000 0.56933 0.00188 0.01980 -10.73 blue
0.12900 -0.07578 0.60351 0.00125 0.02075 -10.05 blue
0.04587 -0.05413 0.74238 0.00108 0.02481 4.03 blue
-0.30677 -0.03343 0.75164 0.00076 0.02699 -9.04 blue
-0.25955 -0.03714 0.64416 0.00083 0.02316 -9.63 blue
0.01439 -0.04580 0.67294 0.00114 0.02248 -9.65 blue
-0.16577 -0.08467 0.67952 0.00114 0.02346 -9.59 blue
-0.16579 -0.08467 0.67951 0.00108 0.02346 -9.47 blue
0.03350 -0.01043 0.66849 0.00095 0.02231 -9.58 blue
-0.20208 -0.06793 0.58099 0.00094 0.02065 -9.47 blue
0.03955 0.00075 0.63625 0.00115 0.02126 -9.59 blue
0.02739 0.00663 0.65581 0.00143 0.02188 -12.59 red
0.04537 -0.04769 0.67967 0.00098 0.02275 -9.91 blue
0.03973 -0.04443 0.62002 0.00172 0.02078 -10.72 blue
0.04365 -0.05616 0.74278 0.00106 0.02482 4.12 blue
0.03784 -0.04612 0.72186 0.00109 0.02411 -12.22 red
0.04102 -0.05045 0.66502 0.00091 0.02227 -9.61 blue
0.03249 -0.05132 0.71386 0.00112 0.02385 -10.49 blue
-0.00195 -0.00759 0.74252 0.00101 0.02470 -9.64 blue
0.01716 -0.04689 0.71565 0.00166 0.02388 -10.61 blue
0.26303 -0.05262 0.78194 0.00113 0.02745 -11.34 blue
-0.01022 -0.07049 0.64591 0.00113 0.02167 -9.95 blue
0.19627 -0.00113 0.60624 0.00086 0.02125 -8.88 blue
0.12488 0.00121 0.68172 0.00421 0.02308 -10.58 blue
-0.06554 0.00924 0.69622 0.00112 0.02329 -9.73 blue
0.08213 -0.05217 0.55602 0.00115 0.01886 -9.80 blue
-0.08365 -0.00687 0.56293 0.00100 0.01901 -10.29 blue
0.10820 -0.04910 0.62415 0.00109 0.02119 -10.18 blue
0.09091 -0.03981 0.66593 0.00093 0.02244 -9.70 blue
0.21062 -0.01559 0.66157 0.00164 0.02313 -10.30 blue
-0.14230 0.00415 0.69589 0.00210 0.02365 -10.24 blue
-0.30178 -0.01612 0.75246 0.00070 0.02693 -9.54 blue
0.18023 -0.00670 0.66470 0.00145 0.02294 -11.87 red
-0.03454 0.03367 0.70042 0.00179 0.02338 -10.20 blue
-0.16637 0.01175 0.68462 0.00115 0.02346 -9.81 blue
0.18308 -0.00280 0.63253 0.00110 0.02195 -9.50 blue
-0.12086 -0.05115 0.65673 0.00088 0.02232 -9.44 blue
0.06701 -0.05250 0.59929 0.00095 0.02020 -9.44 blue
0.08653 -0.05572 0.63484 0.00108 0.02145 4.03 blue
0.20792 -0.07416 0.68327 0.00101 0.02390 -9.68 blue
0.08018 -0.04752 0.56336 0.00119 0.01908 -11.13 blue
0.20112 -0.03770 0.74037 0.00099 0.02554 -10.68 blue
0.08286 -0.04274 0.57376 0.00151 0.01941 -10.86 blue
0.07374 -0.04697 0.56718 0.00134 0.01917 -12.05 red
-0.16102 -0.06458 0.66392 0.00095 0.02286 -9.47 blue
0.07475 -0.04789 0.68495 0.00167 0.02301 -12.34 red
-0.14559 -0.04096 0.63305 0.00111 0.02170 -9.84 blue
0.03807 -0.04155 0.68470 0.00122 0.02289 3.93 blue
0.17347 0.00367 0.65376 0.00098 0.02254 -11.35 blue
0.17807 0.01708 0.73404 0.00193 0.02513 -10.28 blue
-0.27193 -0.07475 0.75385 0.00141 0.02674 -10.16 blue
0.04735 -0.04243 0.66711 0.00099 0.02233 -11.15 blue
0.07503 -0.07499 0.62955 0.00184 0.02129 -10.30 blue
0.04368 -0.01030 0.66635 0.00101 0.02226 4.18 blue
0.04189 -0.02328 0.66769 0.00100 0.02231 -9.90 blue
0.01032 -0.03635 0.71781 0.00109 0.02393 -9.66 blue
0.05509 -0.03262 0.65773 0.00100 0.02203 -10.26 blue
0.01736 -0.04012 0.74985 0.00107 0.02498 4.24 blue
0.01907 -0.04422 0.69699 0.00102 0.02327 -9.57 blue
0.09231 -0.03897 0.78866 0.00105 0.02641 -11.97 red
0.03881 -0.02110 0.64563 0.00103 0.02158 -9.79 blue
0.02803 -0.03189 0.72322 0.00105 0.02411 -9.32 blue
0.02283 -0.01007 0.65875 0.00190 0.02198 -10.23 blue
0.03114 -0.03301 0.71148 0.00131 0.02373 -10.51 blue
0.02001 -0.01417 0.74207 0.00098 0.02470 -9.30 blue
0.03729 -0.04515 0.74708 0.00104 0.02493 -9.48 blue
0.05466 -0.08661 0.71615 0.00092 0.02408 -9.19 blue
0.06956 0.00354 0.59234 0.00133 0.01991 -9.38 blue
0.02669 -0.08327 0.68271 0.00140 0.02293 -9.40 blue
0.17455 -0.00814 0.78098 0.00097 0.02659 -9.69 blue
0.08634 -0.08163 0.77531 0.00133 0.02607 -9.34 blue
0.18385 0.00269 0.80309 0.00241 0.02735 -9.97 blue
0.17029 0.00040 0.73140 0.00111 0.02498 -10.31 blue
-0.04168 -0.02299 0.68173 0.00093 0.02277 -10.68 blue
-0.24029 0.00889 0.64660 0.00097 0.02298 -9.78 blue
0.27552 -0.01683 0.69915 0.00088 0.02500 -10.55 blue
-0.05383 -0.02437 0.69483 0.00139 0.02322 -12.72 red
-0.08265 -0.02981 0.65610 0.00093 0.02207 -10.18 blue
0.00056 -0.10166 0.76671 0.00088 0.02571 -9.07 blue
-0.06443 -0.02682 0.70282 0.00103 0.02352 -9.60 blue
0.02272 -0.07987 0.65942 0.00107 0.02215 4.13 blue
-0.13339 -0.01641 0.64291 0.00096 0.02190 -9.59 blue
0.27089 -0.01441 0.71610 0.00454 0.02546 -10.90 blue
0.12099 -0.07736 0.62705 0.00113 0.02145 -11.69 red
-0.17374 -0.03053 0.64945 0.00122 0.02243 -10.24 blue
-0.24250 0.00638 0.65510 0.00109 0.02326 -9.51 blue
0.13883 -0.01156 0.70607 0.00101 0.02396 -9.58 blue
-0.28738 -0.03949 0.77881 0.00170 0.02759 -12.60 red
-0.27056 -0.04199 0.75725 0.00085 0.02675 -9.71 blue
0.11877 -0.04916 0.71102 0.00474 0.02405 -11.17 blue
-0.27486 -0.03167 0.77545 0.00086 0.02734 -9.66 blue
0.03707 -0.00956 0.67304 0.00090 0.02246 -9.20 blue
-0.25547 -0.07700 0.73410 0.00101 0.02596 -9.74 blue
0.05440 -0.00434 0.66114 0.00147 0.02211 -10.67 blue
0.12773 -0.04672 0.70460 0.00100 0.02389 -10.85 blue
0.03646 -0.00476 0.70102 0.00156 0.02338 -10.07 blue
0.03376 -0.00067 0.65016 0.00091 0.02171 -9.16 blue
0.14397 -0.02773 0.80617 0.00078 0.02721 -9.87 blue
0.02501 0.00238 0.65643 0.00247 0.02190 -10.85 blue
0.12221 -0.01716 0.70167 0.00172 0.02372 -10.07 blue
0.04823 -0.05198 0.77659 0.00101 0.02592 -11.24 blue
0.03442 0.00755 0.76702 0.00150 0.02553 -12.58 red
0.03656 -0.05457 0.72647 0.00149 0.02427 -10.07 blue
0.02542 -0.07572 0.76247 0.00129 0.02549 -13.15 red
0.02007 -0.05755 0.66787 0.00136 0.02235 -10.03 blue
0.02971 0.00602 0.64514 0.00140 0.02154 -10.87 blue
-0.31222 -0.07035 0.71007 0.00133 0.02589 -12.65 red
-0.00013 -0.00762 0.73653 0.00235 0.02451 -10.50 blue
0.03133 -0.07385 0.72550 0.00104 0.02429 -10.07 blue
0.10155 -0.06632 0.73282 0.00156 0.02471 -12.50 red
0.03845 -0.05080 0.73297 0.00109 0.02448 -9.65 blue
0.01063 -0.07264 0.73897 0.00092 0.02470 -9.97 blue
0.11066 -0.04335 0.65677 0.00104 0.02224 -9.75 blue
0.09122 -0.05320 0.61498 0.00087 0.02082 -10.14 blue
0.10991 -0.04573 0.70939 0.00140 0.02394 -9.81 blue
0.02625 -0.09043 0.66429 0.00287 0.02236 -10.28 blue
0.08644 -0.07430 0.61799 0.00181 0.02096 -10.84 blue
-0.17411 -0.02982 0.66044 0.00196 0.02278 -10.14 blue
-0.03057 0.00651 0.66793 0.00110 0.02228 -12.61 red
0.08981 -0.05637 0.66837 0.00139 0.02255 -12.26 red
0.08014 -0.05565 0.59434 0.00106 0.02011 3.91 blue
0.09405 -0.05548 0.64771 0.00095 0.02190 -10.72 blue
0.09452 -0.04408 0.67837 0.00101 0.02286 -10.22 blue
0.02083 -0.09996 0.75173 0.00083 0.02523 -10.97 blue
0.10816 -0.05435 0.78401 0.00137 0.02636 -10.48 blue
0.09013 -0.05011 0.62387 0.00305 0.02109 -11.16 blue
