x y z rvir redshift log_sSFR color
-0.09058 0.03600 0.56399 0.00150 0.01912 -10.79 blue
-0.00286 0.05072 0.79661 0.00245 0.02652 -10.95 blue
0.00076 0.05133 0.74180 0.00095 0.02474 -10.05 blue
-0.14720 0.04775 0.68500 0.00100 0.02339 -12.04 red
-0.05276 0.03252 0.76379 0.00093 0.02548 -11.08 blue
0.12553 -0.03687 0.60849 0.00089 0.02077 -9.72 blue
-0.04035 0.02043 0.72515 0.00252 0.02418 -12.63 red
0.13465 -0.03217 0.63973 0.00104 0.02182 -9.86 blue
-0.00460 0.05450 0.83424 0.00108 0.02775 4.10 blue
-0.01296 0.04108 0.78639 0.00157 0.02617 -10.29 blue
0.13213 -0.00510 0.63172 0.00103 0.02152 -9.66 blue
-0.06146 0.02196 0.78032 0.00099 0.02602 -9.85 blue
0.00057 0.06435 0.79978 0.00124 0.02665 -9.91 blue
-0.05626 0.02969 0.70353 0.00244 0.02352 4.18 blue
-0.04977 0.02963 0.73145 0.00093 0.02442 -11.57 red
-0.25166 0.04912 0.79352 0.00102 0.02768 -10.45 blue
-0.04106 0.03792 0.69212 0.00170 0.02313 -10.75 blue
-0.05823 0.04768 0.75217 0.00135 0.02514 -9.63 blue
-0.05526 0.06029 0.69878 0.00098 0.02343 -10.32 blue
-0.05321 0.05922 0.71335 0.00083 0.02389 -9.22 blue
0.10793 -0.04651 0.61834 0.00084 0.02100 -9.46 blue
0.21166 -0.00900 0.54614 0.00109 0.01956 -10.13 blue
-0.03667 0.05922 0.80166 0.00096 0.02673 -11.12 blue
-0.07038 0.04749 0.71435 0.00095 0.02395 -10.31 blue
-0.08201 0.03153 0.63922 0.00105 0.02152 -12.73 red
-0.07781 0.03769 0.61306 0.00110 0.02066 3.89 blue
0.11518 -0.05308 0.65250 0.00263 0.02216 -12.55 red
-0.08262 0.02262 0.56764 0.00139 0.01918 -11.05 blue
-0.09140 0.03159 0.61211 0.00151 0.02068 -10.60 blue
-0.08420 0.02487 0.58584 0.00104 0.01978 -10.89 blue
-0.12291 0.05247 0.79654 0.00111 0.02683 -9.79 blue
-0.05379 0.03666 0.66719 0.00097 0.02234 -9.69 blue
-0.09056 0.03458 0.58332 0.00191 0.01974 -11.17 blue
-0.07010 0.03924 0.73822 0.00100 0.02470 -9.52 blue
-0.08896 0.03707 0.56307 0.00116 0.01908 -13.11 red
-0.06332 0.06295 0.71764 0.00097 0.02407 -10.21 blue
0.11124 -0.06974 0.63182 0.00125 0.02152 -9.61 blue
-0.10689 0.03560 0.64027 0.00098 0.02168 4.28 blue
-0.11427 0.03297 0.75958 0.00101 0.02556 -10.87 blue
-0.09863 0.04489 0.66676 0.00108 0.02251 3.95 blue
-0.08908 0.03670 0.60391 0.00143 0.02041 -11.04 blue
-0.13035 0.05435 0.82283 0.00110 0.02771 4.17 blue
0.12805 -0.02435 0.63518 0.00090 0.02162 -10.47 blue
-0.12862 0.05133 0.80696 0.00260 0.02719 -11.16 blue
-0.10840 0.04405 0.69963 0.00104 0.02362 -9.82 blue
-0.27623 0.02568 0.76783 0.00137 0.02711 -10.08 blue
0.27059 -0.01654 0.68174 0.00110 0.02441 -9.97 blue
-0.09765 0.03597 0.60874 0.00153 0.02061 -13.18 red
-0.08021 0.02195 0.68633 0.00178 0.02303 -10.67 blue
0.22024 -0.05078 0.54730 0.00109 0.01977 -12.12 red
-0.13607 0.05469 0.80931 0.00139 0.02731 -9.99 blue
-0.12844 0.04886 0.77838 0.00106 0.02627 4.35 blue
-0.12542 0.02937 0.72979 0.00121 0.02465 4.38 blue
-0.10252 0.03733 0.59207 0.00142 0.02010 -10.91 blue
-0.13020 0.04568 0.78219 0.00120 0.02639 -11.38 blue
-0.11940 0.04652 0.66940 0.00132 0.02271 -11.23 blue
-0.12094 0.03873 0.68294 0.00099 0.02314 -10.60 blue
-0.10284 0.04267 0.79698 0.00240 0.02673 4.26 blue
0.03268 0.04950 0.81234 0.00156 0.02705 -12.22 red
0.09818 -0.06541 0.71758 0.00121 0.02420 -12.17 red
0.02097 0.06765 0.83398 0.00091 0.02778 -9.44 blue
0.12864 -0.07974 0.80176 0.00093 0.02710 -11.33 blue
0.10226 -0.04775 0.65087 0.00132 0.02202 -11.38 blue
0.26952 0.01167 0.71486 0.00171 0.02541 -10.43 blue
0.08822 -0.04168 0.58363 0.00102 0.01976 -9.80 blue
-0.11470 0.02913 0.72551 0.00096 0.02446 -9.80 blue
-0.10873 0.02577 0.71636 0.00178 0.02413 -10.39 blue
0.10951 -0.06364 0.77437 0.00205 0.02608 -12.40 red
0.02163 0.01831 0.63131 0.00110 0.02108 4.35 blue
-0.10869 0.03191 0.72285 0.00101 0.02435 4.42 blue
-0.10905 0.03874 0.72652 0.00655 0.02448 -11.01 blue
-0.00069 0.05776 0.78706 0.00101 0.02622 -11.72 red
-0.00135 0.05706 0.77505 0.00116 0.02583 -9.66 blue
-0.10550 0.04728 0.76026 0.00126 0.02557 -12.44 red
-0.23508 0.02560 0.75422 0.00097 0.02627 -9.94 blue
0.01084 0.05512 0.74289 0.00103 0.02478 -9.62 blue
-0.09766 0.03726 0.61488 0.00116 0.02081 -13.12 red
0.08203 -0.07246 0.60765 0.00097 0.02060 -9.78 blue
-0.10208 0.03772 0.67318 0.00106 0.02272 -11.24 blue
-0.11565 0.03339 0.78335 0.00118 0.02633 -11.03 blue
-0.10201 0.02736 0.68778 0.00125 0.02318 -11.24 blue
0.01774 0.05507 0.67726 0.00115 0.02265 -9.72 blue
0.08864 -0.05886 0.63584 0.00134 0.02150 4.02 blue
0.10223 -0.05380 0.72401 0.00105 0.02440 -10.78 blue
-0.09161 0.04197 0.66744 0.00144 0.02249 -11.31 blue
-0.12010 0.05053 0.76403 0.00120 0.02576 -12.67 red
0.08709 -0.04694 0.63082 0.00095 0.02130 4.52 blue
-0.10577 0.03962 0.67398 0.00180 0.02277 -11.74 red
-0.09367 0.03508 0.57079 0.00107 0.01936 -13.65 red
-0.11309 0.04377 0.65115 0.00105 0.02208 -10.96 blue
0.07711 -0.04240 0.69524 0.00087 0.02334 -9.59 blue
0.10578 -0.03998 0.82589 0.00106 0.02767 -10.74 blue
0.26697 -0.01296 0.73045 0.00211 0.02585 -10.57 blue
0.22942 0.01316 0.59311 0.00087 0.02122 -10.46 blue
0.08046 -0.02088 0.79544 0.00104 0.02657 -9.95 blue
-0.02475 0.02780 0.71343 0.00367 0.02378 -12.55 red
-0.01726 0.02634 0.73787 0.00086 0.02457 -10.51 blue
-0.04489 0.06822 0.79566 0.00095 0.02657 -9.69 blue
0.20440 -0.05301 0.73101 0.00130 0.02530 -11.75 red
0.07185 -0.04694 0.66701 0.00686 0.02241 -12.73 red
0.07095 -0.04970 0.69067 0.00121 0.02318 -9.44 blue
0.06934 -0.05325 0.76216 0.00120 0.02551 -11.88 red
-0.26403 0.03945 0.79201 0.00102 0.02774 -9.37 blue
-0.04127 0.01719 0.62830 0.00127 0.02101 -10.36 blue
0.26314 -0.01714 0.68942 0.00127 0.02456 -9.09 blue
-0.02740 0.03524 0.69940 0.00152 0.02334 -9.67 blue
-0.03467 0.03503 0.72025 0.00095 0.02403 -10.30 blue
-0.06696 0.02647 0.80063 0.00102 0.02670 -10.06 blue
0.16232 -0.01005 0.66397 0.00111 0.02277 -9.99 blue
0.16353 -0.00294 0.65855 0.00131 0.02261 -12.90 red
-0.06422 0.03753 0.78715 0.00092 0.02627 -9.48 blue
0.16093 -0.00622 0.60090 0.00072 0.02076 -10.37 blue
-0.06296 0.04056 0.79546 0.00124 0.02654 -9.79 blue
-0.09471 0.03532 0.78139 0.00133 0.02618 -11.17 blue
0.19452 -0.02941 0.59974 0.00101 0.02106 -11.31 blue
-0.08004 0.04593 0.61076 0.00087 0.02061 -9.83 blue
0.22975 -0.01780 0.77003 0.00099 0.02670 -11.74 red
-0.08431 0.06095 0.74368 0.00108 0.02498 -9.95 blue
0.14735 -0.03014 0.61447 0.00180 0.02110 -10.08 blue
0.16304 0.00493 0.57997 0.00164 0.02011 -11.37 blue
-0.09165 0.01836 0.59978 0.00110 0.02026 -10.37 blue
-0.08272 0.03913 0.68669 0.00457 0.02307 3.75 blue
-0.08727 0.03478 0.57727 0.00169 0.01953 -11.11 blue
-0.11938 0.05079 0.78009 0.00232 0.02628 -10.72 blue
-0.12464 0.05266 0.81295 0.00116 0.02736 -9.80 blue
-0.12936 0.05161 0.80599 0.00096 0.02716 -12.52 red
-0.11604 0.04011 0.76065 0.00121 0.02562 -11.02 blue
-0.12262 0.04428 0.82435 0.00132 0.02770 -10.91 blue
0.15172 -0.00203 0.70403 0.00106 0.02397 -9.71 blue
0.14807 -0.00202 0.67562 0.00162 0.02304 -12.51 red
-0.08790 0.03222 0.65727 0.00140 0.02213 -11.32 blue
-0.11592 0.04447 0.74451 0.00221 0.02510 -10.31 blue
-0.09654 0.03578 0.56801 0.00143 0.01928 -11.11 blue
-0.13048 0.01897 0.71633 0.00137 0.02424 -11.08 blue
0.12643 -0.05946 0.60505 0.00105 0.02072 -9.71 blue
0.17169 -0.00569 0.64265 0.00095 0.02217 -11.31 blue
-0.10245 0.04013 0.58272 0.00174 0.01980 -11.23 blue
-0.14502 0.04150 0.61472 0.00089 0.02111 -11.36 blue
0.14568 -0.01021 0.70677 0.00109 0.02402 -9.65 blue
0.13376 -0.05972 0.59753 0.00206 0.02053 -11.44 blue
0.12706 0.00422 0.69222 0.00112 0.02344 -10.33 blue
0.17336 -0.06008 0.76573 0.00153 0.02617 -10.78 blue
0.13045 -0.05741 0.76161 0.00194 0.02576 -10.28 blue
0.10341 -0.04927 0.60924 0.00115 0.02068 -9.96 blue
0.12951 -0.02255 0.65787 0.00115 0.02236 -9.88 blue
0.11945 -0.05039 0.71192 0.00138 0.02408 -11.22 blue
0.23582 0.03972 0.59569 0.00088 0.02141 -11.46 blue
0.10832 -0.02342 0.67613 0.00135 0.02283 -10.03 blue
0.22341 0.04157 0.61078 0.00109 0.02173 -10.02 blue
0.21523 0.03784 0.57274 0.00100 0.02046 -9.65 blue
-0.28483 0.02354 0.77466 0.00202 0.02741 -10.34 blue
0.10978 -0.02352 0.69690 0.00083 0.02350 -9.68 blue
0.10217 0.01002 0.66503 0.00099 0.02242 -12.80 red
0.13285 -0.05301 0.75223 0.00098 0.02546 -10.20 blue
0.10728 -0.05771 0.71967 0.00123 0.02429 -9.97 blue
0.08276 -0.05694 0.59921 0.00143 0.02028 -12.57 red
0.10102 -0.04951 0.66150 0.00123 0.02236 -11.04 blue
0.10196 -0.05351 0.71218 0.00119 0.02401 -13.08 red
0.09462 -0.04904 0.67824 0.00298 0.02287 -10.42 blue
0.09443 -0.03950 0.69183 0.00120 0.02329 -10.30 blue
0.10257 -0.05519 0.69369 0.00119 0.02342 -9.40 blue
0.09449 -0.05215 0.66373 0.00235 0.02241 -11.42 blue
0.11050 -0.03185 0.67471 0.00085 0.02280 -9.42 blue
0.11552 -0.03059 0.67964 0.00114 0.02299 -11.74 red
0.10308 -0.07716 0.61978 0.00096 0.02112 -10.27 blue
0.08517 -0.04587 0.57006 0.00100 0.01931 -10.06 blue
0.10048 -0.04740 0.76235 0.00108 0.02561 -10.33 blue
0.08886 -0.04964 0.61494 0.00754 0.02080 -11.39 blue
0.09077 -0.05017 0.62735 0.00103 0.02121 -11.55 red
0.09672 -0.05222 0.69703 0.00105 0.02350 -10.06 blue
0.07711 -0.05759 0.59451 0.00118 0.02010 -12.02 red
0.07822 -0.04519 0.66550 0.00085 0.02238 -10.42 blue
0.09136 -0.05115 0.62560 0.00118 0.02116 -12.95 red
0.09217 -0.05269 0.80396 0.00104 0.02693 -9.75 blue
0.08153 -0.03119 0.71402 0.00139 0.02394 -12.47 red
0.08327 -0.04026 0.67352 0.00129 0.02265 -10.14 blue
0.09820 -0.01820 0.68607 0.00150 0.02309 -9.57 blue
0.09650 -0.02050 0.67755 0.00099 0.02281 -9.89 blue
0.07487 -0.01816 0.69838 0.00101 0.02340 -9.34 blue
0.07041 -0.01801 0.67203 0.00106 0.02252 -9.42 blue
0.06683 -0.04159 0.75272 0.00098 0.02517 -9.00 blue
0.07863 -0.03884 0.67318 0.00105 0.02262 -9.47 blue
0.09337 -0.04576 0.78890 0.00130 0.02644 -11.98 red
0.07062 -0.04377 0.76162 0.00161 0.02547 -10.34 blue
0.05982 -0.00495 0.66096 0.00077 0.02212 -8.86 blue
0.06892 -0.01072 0.65567 0.00123 0.02198 -12.44 red
0.17784 0.02620 0.62005 0.00096 0.02153 -9.80 blue
0.05996 0.00537 0.61952 0.00076 0.02077 -9.30 blue
0.20807 0.03387 0.57973 0.00167 0.02058 -10.52 blue
0.20919 0.03621 0.61658 0.00088 0.02174 -9.34 blue
0.17533 0.03954 0.61185 0.00093 0.02127 -9.09 blue
0.22793 0.03231 0.59058 0.00107 0.02114 -12.17 red
0.16258 0.06581 0.68862 0.00082 0.02366 -9.03 blue
0.05142 0.02690 0.64458 0.00087 0.02158 -9.34 blue
0.12619 0.04697 0.68143 0.00167 0.02313 -10.36 blue
0.11132 0.03398 0.61693 0.00091 0.02094 -11.77 red
0.02954 -0.08694 0.66648 0.00135 0.02242 -10.02 blue
0.01232 -0.07535 0.59425 0.00160 0.02000 -10.31 blue
0.10896 0.05098 0.69653 0.00129 0.02354 -11.08 blue
0.05605 0.02128 0.68952 0.00136 0.02305 -12.99 red
-0.00603 -0.10505 0.77062 0.00210 0.02585 -9.88 blue
-0.01390 0.03365 0.73534 0.00213 0.02450 -10.68 blue
-0.01392 0.03431 0.75142 0.00115 0.02502 -9.50 blue
-0.15798 0.05008 0.66084 0.00160 0.02270 -9.94 blue
-0.05084 0.03639 0.73324 0.00171 0.02449 -10.38 blue
-0.06473 0.03314 0.73628 0.00104 0.02462 -11.55 red
-0.14757 0.06231 0.73468 0.00085 0.02501 -9.49 blue
-0.12426 0.06100 0.69351 0.00204 0.02355 -11.41 blue
0.20733 0.04320 0.60540 0.00116 0.02139 -11.69 red
0.00812 0.05478 0.78640 0.00203 0.02620 -10.21 blue
-0.24705 -0.07913 0.76399 0.00105 0.02680 -9.75 blue
-0.05834 0.05510 0.74489 0.00114 0.02492 -10.38 blue
-0.13075 0.06711 0.67799 0.00114 0.02311 -10.23 blue
-0.08069 0.02387 0.77343 0.00106 0.02586 -10.83 blue
-0.00236 0.05461 0.76499 0.00193 0.02550 -10.25 blue
-0.01248 0.05157 0.82480 0.00109 0.02744 -9.30 blue
0.22245 -0.01252 0.55803 0.00085 0.02006 -9.99 blue
-0.06095 0.03546 0.73170 0.00107 0.02446 3.98 blue
0.22268 0.01336 0.56880 0.00097 0.02039 -10.91 blue
0.06010 -0.04797 0.73300 0.00093 0.02452 -11.11 blue
-0.08397 0.03763 0.70018 0.00103 0.02351 -12.78 red
-0.07808 0.03196 0.63567 0.00211 0.02139 -12.62 red
0.04970 -0.05629 0.70880 0.00123 0.02373 -9.95 blue
-0.10030 0.06197 0.64203 0.00100 0.02176 4.22 blue
-0.08508 0.04993 0.72686 0.00087 0.02441 -9.47 blue
0.21526 -0.01207 0.53691 0.00276 0.01933 -11.12 blue
0.02378 -0.08364 0.76081 0.00082 0.02546 -9.36 blue
-0.14799 0.05701 0.75903 0.00127 0.02578 -10.87 blue
-0.09922 0.04804 0.55878 0.00092 0.01903 -10.24 blue
-0.14143 0.06848 0.77943 0.00242 0.02642 -11.12 blue
0.21087 0.02143 0.58528 0.00140 0.02077 -12.92 red
-0.12546 0.03949 0.77907 0.00148 0.02625 -10.12 blue
-0.13890 0.06216 0.63408 0.00121 0.02174 -10.36 blue
-0.09553 0.04713 0.69328 0.00226 0.02336 -11.20 blue
-0.09559 0.03859 0.65879 0.00102 0.02222 -10.80 blue
-0.10350 0.04262 0.64780 0.00109 0.02192 -9.90 blue
-0.05655 -0.07355 0.66145 0.00090 0.02226 -9.07 blue
-0.23733 0.07368 0.76499 0.00125 0.02672 -11.56 red
-0.09366 0.02806 0.63714 0.00396 0.02150 -10.80 blue
-0.14279 0.05911 0.78069 0.00228 0.02644 -11.08 blue
-0.09543 0.03664 0.67101 0.00112 0.02262 -10.82 blue
-0.09584 0.04120 0.56579 0.00118 0.01922 -11.25 blue
-0.10226 0.04673 0.63752 0.00111 0.02159 4.15 blue
-0.11486 0.06120 0.76133 0.00118 0.02568 -11.23 blue
-0.12234 0.05095 0.78504 0.00447 0.02645 -11.17 blue
-0.04708 0.02112 0.65485 0.00097 0.02190 4.72 blue
-0.08592 0.03308 0.56103 0.00101 0.01899 -11.29 blue
-0.11137 0.04746 0.68019 0.00152 0.02301 -10.98 blue
-0.09471 0.03786 0.56372 0.00136 0.01914 -10.98 blue
-0.05173 0.03027 0.79078 0.00146 0.02635 -10.53 blue
-0.10861 0.03954 0.65975 0.00156 0.02232 -11.40 blue
-0.11651 0.03630 0.71814 0.00100 0.02424 4.19 blue
-0.03926 0.02468 0.69063 0.00103 0.02306 -9.74 blue
0.20084 0.06923 0.61509 0.00095 0.02170 -9.71 blue
-0.11525 0.04324 0.63998 0.00121 0.02173 -10.89 blue
-0.02653 0.03509 0.76712 0.00122 0.02555 -11.80 red
0.21393 0.07544 0.59031 0.00094 0.02109 -11.16 blue
-0.04732 0.01814 0.68231 0.00133 0.02279 -11.11 blue
-0.15730 0.04495 0.68483 0.00085 0.02345 -9.73 blue
0.20626 0.01336 0.61002 0.00084 0.02148 -11.18 blue
-0.04648 0.06282 0.78559 0.00091 0.02623 -9.65 blue
-0.10546 0.03696 0.82008 0.00118 0.02748 -11.13 blue
0.18110 -0.01169 0.63120 0.00089 0.02190 -10.29 blue
0.19934 -0.01384 0.68693 0.00067 0.02382 -8.65 blue
-0.06976 0.04139 0.67623 0.00153 0.02269 -10.68 blue
-0.09201 0.03654 0.72649 0.00212 0.02440 -13.09 red
0.21031 -0.08042 0.68747 0.00086 0.02408 -10.03 blue
0.05218 -0.05698 0.71957 0.00095 0.02409 -11.25 blue
-0.07064 0.02498 0.55870 0.00172 0.01884 -10.76 blue
0.04164 -0.05233 0.67971 0.00171 0.02275 -10.07 blue
0.04211 -0.05492 0.72199 0.00153 0.02414 -12.65 red
0.16256 -0.00653 0.66074 0.00247 0.02267 -12.96 red
-0.10382 0.03953 0.68466 0.00099 0.02310 -12.25 red
-0.10553 0.03756 0.68967 0.00121 0.02327 -11.07 blue
-0.21019 -0.06338 0.66064 0.00099 0.02319 -9.61 blue
-0.11444 0.04607 0.71478 0.00177 0.02414 -11.04 blue
-0.10958 0.03524 0.68880 0.00121 0.02326 -13.15 red
0.02451 -0.07775 0.77498 0.00107 0.02590 -9.96 blue
0.18104 -0.00824 0.66356 0.00117 0.02291 -12.32 red
-0.11490 0.03912 0.74662 0.00110 0.02516 -10.18 blue
0.04474 -0.06061 0.69792 0.00112 0.02338 -11.71 red
0.04776 -0.05749 0.72538 0.00120 0.02427 -9.82 blue
-0.10156 0.04018 0.70900 0.00119 0.02388 -11.02 blue
-0.08376 0.02627 0.61192 0.00142 0.02063 -11.75 red
0.04066 -0.05093 0.66959 0.00137 0.02242 -12.00 red
-0.10688 0.04123 0.68271 0.00121 0.02306 -11.45 blue
-0.10653 0.04283 0.68072 0.00108 0.02300 -10.22 blue
-0.10819 0.04240 0.68167 0.00140 0.02303 -12.66 red
-0.26217 -0.05512 0.75648 0.00121 0.02666 -10.57 blue
-0.27789 -0.05172 0.75980 0.00237 0.02692 -11.27 blue
-0.10830 0.02182 0.58491 0.00109 0.01987 -12.76 red
-0.12321 0.03110 0.68220 0.00135 0.02311 nan blue
-0.10733 0.04007 0.64662 0.00112 0.02189 -11.40 blue
-0.11641 0.04364 0.62741 0.00089 0.02133 -9.88 blue
0.05192 -0.03250 0.64229 0.00307 0.02152 -10.19 blue
0.18460 0.03458 0.77690 0.00094 0.02655 -10.52 blue
0.01784 -0.03985 0.71066 0.00105 0.02370 -9.67 blue
0.02711 -0.02454 0.67838 0.00110 0.02264 -9.51 blue
-0.16125 0.04513 0.67748 0.00129 0.02324 -10.03 blue
0.01705 -0.02316 0.66749 0.00172 0.02227 -9.90 blue
-0.23671 0.03374 0.74982 0.00102 0.02615 -10.21 blue
-0.20683 0.02673 0.72273 0.00092 0.02502 -9.75 blue
-0.25948 0.03574 0.76234 0.00109 0.02678 -9.68 blue
0.14293 -0.02740 0.75576 0.00094 0.02559 -10.08 blue
-0.07210 -0.03644 0.66986 0.00119 0.02248 -11.74 red
0.11814 0.05098 0.68108 0.00137 0.02309 -12.19 red
0.11878 -0.01707 0.61315 0.00093 0.02084 4.41 blue
0.10807 -0.05634 0.75614 0.00133 0.02547 -11.28 blue
0.08740 -0.05662 0.62917 0.00228 0.02127 -10.87 blue
0.08567 -0.04834 0.64841 0.00090 0.02186 -11.40 blue
0.02633 0.00230 0.67250 0.00162 0.02243 -12.14 red
0.03095 0.00603 0.67347 0.00129 0.02247 -12.97 red
0.09849 -0.00683 0.68378 0.00221 0.02301 -10.65 blue
0.02838 0.00650 0.65624 0.00160 0.02190 -10.62 blue
0.02512 0.00541 0.64830 0.00147 0.02163 -13.01 red
0.07027 0.00526 0.66754 0.00108 0.02237 -9.19 blue
0.00871 0.04766 0.81378 0.00214 0.02707 -9.88 blue
-0.00585 -0.00141 0.73669 0.00175 0.02451 -11.99 red
0.08875 -0.04332 0.72810 0.00096 0.02445 -10.61 blue
0.00951 -0.00828 0.69260 0.00179 0.02307 -10.30 blue
-0.21721 -0.08002 0.67730 0.00098 0.02383 -11.27 blue
0.01075 -0.00519 0.62618 0.00143 0.02089 -9.97 blue
0.02010 0.01179 0.62592 0.00113 0.02090 -9.61 blue
0.00336 0.01671 0.76480 0.00278 0.02544 -10.12 blue
0.08548 -0.08289 0.78191 0.00134 0.02628 -10.03 blue
0.01358 -0.03341 0.68845 0.00094 0.02296 -9.62 blue
0.07765 -0.04372 0.77702 0.00166 0.02599 -12.24 red
0.01048 -0.02725 0.72855 0.00095 0.02426 -10.09 blue
0.00420 -0.01365 0.62954 0.00094 0.02101 4.37 blue
-0.00973 0.03659 0.69060 0.00090 0.02304 -9.08 blue
-0.00080 -0.02742 0.66865 0.00159 0.02230 -9.33 blue
-0.02872 -0.02839 0.67874 0.00087 0.02265 -9.43 blue
0.03951 -0.04809 0.63627 0.00128 0.02132 -9.58 blue
0.03830 -0.04951 0.62830 0.00543 0.02106 -10.85 blue
0.03844 -0.05574 0.70115 0.00108 0.02346 -9.95 blue
-0.07429 -0.04095 0.67016 0.00081 0.02251 -9.32 blue
0.06787 -0.04535 0.64385 0.00098 0.02164 -9.68 blue
0.02799 -0.07572 0.76070 0.00099 0.02544 -9.68 blue
0.07114 -0.05059 0.65194 0.00095 0.02193 -10.95 blue
-0.06445 -0.02820 0.69327 0.00121 0.02321 -10.24 blue
0.07083 -0.05059 0.68646 0.00084 0.02305 -8.95 blue
0.04030 -0.05656 0.72862 0.00289 0.02436 -10.15 blue
0.19619 0.00039 0.61868 0.00085 0.02164 -9.62 blue
-0.01480 0.04678 0.78145 0.00197 0.02602 -10.16 blue
-0.07152 -0.01895 0.67661 0.00120 0.02268 -9.86 blue
0.21095 -0.05767 0.62610 0.00131 0.02211 -9.94 blue
-0.02359 0.04823 0.70087 0.00173 0.02341 -10.66 blue
-0.10005 0.00824 0.68146 0.00113 0.02295 -9.69 blue
-0.13035 -0.00218 0.65005 0.00088 0.02210 -9.80 blue
-0.05106 0.03050 0.75240 0.00106 0.02510 -9.69 blue
-0.05045 0.02731 0.75553 0.00130 0.02520 -12.44 red
-0.03687 0.02273 0.64913 0.00123 0.02169 -9.76 blue
-0.16632 -0.02401 0.64985 0.00086 0.02237 -9.50 blue
-0.04121 0.02350 0.71374 0.00093 0.02381 -9.66 blue
-0.02741 0.04297 0.65153 0.00105 0.02179 -9.93 blue
0.17533 -0.00312 0.63814 0.00143 0.02206 -12.65 red
-0.15483 -0.01844 0.67374 0.00117 0.02303 -10.10 blue
-0.04625 0.03034 0.73682 0.00105 0.02458 4.23 blue
0.17456 -0.00969 0.63394 0.00093 0.02192 -9.96 blue
-0.10163 0.05716 0.64262 0.00152 0.02177 -11.28 blue
-0.09063 0.04105 0.75694 0.00100 0.02539 -11.37 blue
0.04638 0.00441 0.67960 0.00106 0.02270 -9.80 blue
0.01283 -0.00456 0.62503 0.00117 0.02086 -10.29 blue
0.03243 -0.00847 0.67056 0.00084 0.02237 -11.03 blue
0.03240 0.01474 0.70099 0.00124 0.02337 -12.89 red
0.03033 0.01258 0.71892 0.00205 0.02395 -9.81 blue
0.02265 0.00218 0.73986 0.00101 0.02463 4.32 blue
-0.09761 0.03123 0.64016 0.00099 0.02162 -10.67 blue
-0.09478 0.02140 0.67070 0.00125 0.02258 -13.01 red
-0.10927 0.03680 0.74495 0.00150 0.02507 -9.93 blue
-0.00323 0.00948 0.67342 0.00107 0.02244 4.00 blue
-0.22608 0.06753 0.75171 0.00095 0.02618 -9.61 blue
-0.10748 0.03888 0.77638 0.00129 0.02608 -10.54 blue
-0.09914 0.03851 0.63206 0.00100 0.02138 -12.64 red
-0.09171 0.03152 0.58046 0.00099 0.01965 -10.10 blue
-0.11291 0.03690 0.73357 0.00120 0.02472 -9.97 blue
-0.11252 0.02665 0.75398 0.00218 0.02536 -9.95 blue
-0.09621 0.03261 0.66319 0.00098 0.02236 -10.01 blue
-0.07882 0.03241 0.58599 0.00118 0.01977 -12.10 red
-0.09228 0.04368 0.61730 0.00294 0.02087 -11.44 blue
0.21402 -0.04868 0.54214 0.00116 0.01953 -9.99 blue
-0.12453 0.04691 0.78161 0.00127 0.02634 -10.55 blue
-0.11707 0.04501 0.70493 0.00105 0.02384 4.06 blue
-0.15822 -0.05304 0.66324 0.00118 0.02278 -12.31 red
-0.13759 0.05149 0.81278 0.00105 0.02742 -13.09 red
-0.10731 0.03591 0.63573 0.00102 0.02153 -10.85 blue
-0.18423 0.03249 0.69990 0.00190 0.02411 -10.61 blue
0.22250 -0.04510 0.55766 0.00108 0.02010 -8.81 blue
0.12921 -0.03823 0.62337 0.00099 0.02127 -9.83 blue
0.15208 -0.00127 0.70906 0.00102 0.02414 -9.83 blue
0.13951 0.01255 0.68563 0.00174 0.02330 -10.34 blue
0.11496 -0.04571 0.59923 0.00139 0.02042 -9.77 blue
0.20277 0.01144 0.60365 0.00115 0.02124 -11.97 red
0.20097 0.00832 0.60625 0.00093 0.02130 -10.24 blue
0.11191 0.00306 0.67612 0.00116 0.02283 -9.79 blue
0.18722 0.01135 0.60056 0.00081 0.02099 -9.03 blue
0.22446 0.03296 0.55892 0.00112 0.02014 -9.46 blue
0.10224 0.01005 0.66419 0.00145 0.02240 4.51 blue
0.10868 -0.07731 0.72281 0.00104 0.02446 -11.73 red
0.08447 -0.05546 0.61365 0.00100 0.02075 4.42 blue
0.08781 -0.05885 0.63326 0.00100 0.02141 4.42 blue
0.09839 -0.06410 0.66846 0.00262 0.02261 4.07 blue
0.09018 -0.05196 0.62869 0.00219 0.02125 -11.24 blue
0.11454 -0.06865 0.81505 0.00114 0.02742 -10.25 blue
0.08814 -0.03852 0.65747 0.00118 0.02215 -9.85 blue
0.11673 -0.02152 0.67966 0.00095 0.02298 -9.51 blue
0.12146 -0.03513 0.67856 0.00102 0.02299 -9.68 blue
0.11923 -0.01831 0.69475 0.00091 0.02348 -9.19 blue
0.09453 -0.06547 0.64108 0.00127 0.02172 -11.72 red
0.17606 -0.00659 0.64832 0.00099 0.02239 -11.72 red
0.07388 -0.04490 0.66744 0.00108 0.02243 -9.38 blue
-0.25749 -0.04845 0.59424 0.00085 0.02165 -9.15 blue
-0.23993 -0.04359 0.64796 0.00220 0.02306 -10.94 blue
0.08806 -0.05258 0.61606 0.00103 0.02084 -10.96 blue
0.07591 -0.04687 0.55810 0.00161 0.01888 4.24 blue
