NSAID RA DEC redshift mstars sfr sfr_err rvir log_sSFR color
483802 201.920657 26.061633 0.02406 9.88 0.44 0.00 1.32606 -10.24 blue
515171 165.515726 20.823314 0.02098 9.75 0.02 1.00 1.25315 -11.36 red
518213 171.255923 24.253283 0.02300 9.13 1.57 0.00 0.99508 -8.93 blue
515150 165.892834 21.049471 0.02105 9.31 0.01 1.00 1.06217 -11.25 red
514500 164.629158 24.363823 0.02063 8.81 0.10 0.00 0.89510 -9.82 blue
474042 168.825786 27.401375 0.02723 10.60 0.99 0.00 2.19196 -10.60 red
514503 164.581609 24.254844 0.02122 9.86 0.13 0.00 1.31237 -10.75 red
518226 170.850805 23.797561 0.02610 8.93 0.19 0.00 0.92736 -9.65 blue
518291 169.917612 23.515452 0.02587 8.86 0.31 0.00 0.90611 -9.36 blue
518344 170.365126 24.404814 0.02275 9.89 1.05 0.00 1.33287 -9.87 blue
480887 188.783866 26.739678 0.02577 9.38 0.04 0.00 1.08670 -10.81 red
515542 166.956765 22.552192 0.02673 8.79 0.19 1.00 0.88426 -9.50 blue
515580 166.691485 23.079247 0.02165 8.33 0.03 1.00 0.76254 -9.91 blue
515794 168.153303 24.247726 0.02253 9.34 0.01 1.00 1.07365 -11.55 red
474532 171.712285 26.196474 0.02021 9.67 1.40 0.00 1.21410 -9.52 blue
481284 188.993565 26.966066 0.02462 10.36 0.91 0.00 1.73650 -10.41 blue
481291 189.051083 26.756133 0.02457 9.78 35916192573264.86 -99.00 1.26707 3.78 blue
515887 167.366408 18.947464 0.02088 8.76 0.33 0.00 0.87784 -9.24 blue
481310 188.838835 26.643035 0.02330 8.96 60243016061283.99 -99.00 0.93921 4.82 blue
515364 166.014214 22.223912 0.02708 9.59 0.17 1.00 1.17334 -10.36 blue
519603 173.447246 24.317168 0.02346 9.27 0.00 1.00 1.04757 -11.78 red
481695 193.014036 27.165965 0.02515 9.98 0.39 0.00 1.38805 -10.40 blue
515468 167.354127 22.483414 0.02144 9.51 1.19 0.00 1.14505 -9.44 blue
475029 170.678114 29.880396 0.02298 10.16 0.07 0.00 1.51747 -11.28 red
515469 167.224845 22.740765 0.02117 9.04 0.52 0.00 0.96637 -9.32 blue
481871 190.318190 27.853167 0.02580 10.13 2.26 0.00 1.48995 -9.77 blue
519735 171.866821 25.495341 0.02356 8.99 0.81 0.00 0.94752 -9.08 blue
482133 191.858999 29.787793 0.02248 10.60 1.91 0.00 2.20234 -10.32 blue
516930 168.537774 23.389520 0.02639 9.79 0.03 1.00 1.27275 -11.38 red
520246 174.595671 20.525133 0.02583 10.41 0.74 0.00 1.79931 -10.54 red
482395 195.046703 27.460085 0.02282 9.10 20759869391775.27 -99.00 0.98669 4.22 blue
482403 194.333244 26.432287 0.02391 9.44 24893019426465.68 -99.00 1.11319 3.95 blue
482415 194.769380 26.958192 0.02700 9.48 0.07 0.00 1.12529 -10.65 red
516789 170.678914 23.765762 0.02315 9.33 0.41 0.00 1.06981 -9.72 blue
520717 173.840361 20.644743 0.02143 9.50 0.03 0.00 1.13712 -11.00 red
482628 194.041257 27.844264 0.02526 10.49 0.03 0.00 1.94784 -12.06 red
516845 169.418100 23.656016 0.02391 9.49 0.00 1.00 1.13333 -12.24 red
520893 173.138413 22.115840 0.02200 9.87 0.00 1.00 1.31770 -12.57 red
517592 169.174823 19.342019 0.02092 8.98 0.31 0.00 0.94850 -9.49 blue
516905 168.906869 23.423101 0.02347 10.02 0.03 1.00 1.41544 -11.51 red
482731 194.757539 28.225334 0.02675 10.67 0.59 0.00 2.44825 -10.90 red
517883 170.191294 21.187557 0.02052 8.62 0.11 0.00 0.83862 -9.59 blue
482859 194.529502 26.787099 0.02404 9.47 0.20 0.00 1.12371 -10.17 blue
517549 169.600621 18.030921 0.02752 9.17 0.17 0.00 1.00873 -9.93 blue
482963 193.496296 26.444016 0.02360 10.76 0.59 0.00 2.86236 -10.99 red
521178 173.282078 24.652594 0.02341 9.60 0.60 0.00 1.18278 -9.82 blue
671817 194.146629 28.275454 0.02433 10.28 0.17 0.00 1.63978 -11.05 red
483027 194.401846 28.077044 0.02249 9.87 30706600124828.80 -99.00 1.32274 3.61 blue
483031 194.380136 28.018433 0.02351 9.49 1.48 0.00 1.13494 -9.32 blue
483041 194.546329 27.860281 0.02336 9.20 26963652340878.37 -99.00 1.02248 4.23 blue
476216 176.453340 26.119754 0.02567 8.35 0.18 0.00 0.76472 -9.10 blue
483085 195.135316 28.256026 0.02096 9.37 0.00 0.00 1.08536 -11.88 red
517955 169.395666 22.493754 0.02214 9.75 0.76 0.00 1.25704 -9.87 blue
476225 176.396752 27.128466 0.01910 8.55 0.08 0.00 0.81957 -9.66 blue
483094 194.711507 27.995574 0.02235 9.23 32252869086586.66 -99.00 1.03308 4.28 blue
482743 194.874839 27.956450 0.02267 10.77 0.01 1.00 2.87790 -12.75 red
521511 174.746858 20.560375 0.02187 9.10 0.17 0.00 0.98649 -9.87 blue
483119 194.863777 27.785039 0.02195 9.43 0.02 0.00 1.11062 -11.16 red
521558 175.152693 20.313698 0.02158 9.90 0.07 0.00 1.33948 -11.08 red
521568 175.721672 20.179436 0.02105 9.82 0.02 0.00 1.29523 -11.44 red
521620 175.674563 20.299762 0.02102 9.91 0.04 0.00 1.34734 -11.31 red
518407 171.174031 24.336539 0.02529 9.65 0.20 0.00 1.20371 -10.35 blue
483318 196.061751 26.116192 0.02485 9.75 0.28 0.00 1.25185 -10.31 blue
659061 169.589682 19.543010 0.02109 10.15 1.91 0.00 1.51758 -9.87 blue
483366 195.294692 27.246534 0.02061 9.38 54182126426548.82 -99.00 1.09008 4.35 blue
518134 172.598113 24.292665 0.02350 9.29 0.15 0.00 1.05219 -10.12 blue
483371 195.065198 27.256640 0.02378 8.92 20860465841304.64 -99.00 0.92775 4.40 blue
483408 195.942817 27.986931 0.02061 9.42 0.00 1.00 1.10810 -13.00 red
483683 198.477667 27.713097 0.02070 8.82 0.00 1.00 0.89700 -11.34 red
483690 198.455319 27.469307 0.02108 9.11 0.00 1.00 0.99169 -11.91 red
483697 198.758953 28.036393 0.02179 9.86 0.93 0.00 1.31254 -9.89 blue
517719 170.073319 19.721046 0.02129 9.16 0.06 0.00 1.00771 -10.42 blue
518830 172.239493 20.241636 0.02602 9.10 0.48 0.00 0.98557 -9.42 blue
484015 200.770634 26.854610 0.02363 9.29 0.57 0.00 1.05477 -9.53 blue
522510 176.676830 18.848625 0.01912 9.58 0.00 1.00 1.17465 -11.92 red
522651 175.986151 20.030812 0.02270 9.47 0.03 0.00 1.12348 -10.95 red
522739 177.014036 20.006330 0.02413 10.70 791854174462888.88 -99.00 2.56016 4.20 blue
477870 179.531341 26.522876 0.02261 10.23 0.60 0.00 1.58793 -10.46 blue
477969 179.146734 27.661692 0.02217 8.92 0.04 0.00 0.92828 -10.36 blue
478074 181.537311 28.042861 0.02678 9.61 0.00 1.00 1.18602 -12.66 red
478082 181.589668 28.126801 0.02690 9.37 0.00 1.00 1.08147 -12.78 red
498704 163.311126 25.897212 0.02116 9.94 1.13 0.00 1.36340 -9.89 blue
523913 177.608263 21.764756 0.02564 9.37 0.00 1.00 1.08313 -11.72 red
524120 179.266962 22.312640 0.02303 9.06 0.27 0.00 0.97282 -9.63 blue
478438 182.811711 29.157808 0.02199 9.40 0.14 0.00 1.09727 -10.26 blue
524315 177.936444 23.479654 0.02347 8.78 0.29 0.00 0.88438 -9.33 blue
520103 172.304737 19.772506 0.01964 10.45 0.48 0.00 1.88053 -10.77 red
661205 173.173124 20.438679 0.02017 10.49 7.30 0.00 1.94423 -9.63 blue
521723 175.992108 20.806380 0.02126 10.14 0.64 0.00 1.50234 -10.33 blue
479796 185.556818 28.244625 0.02619 9.30 0.00 1.00 1.05746 -11.84 red
511613 161.024925 21.462126 0.02520 9.95 0.37 0.00 1.36494 -10.38 blue
521094 174.669532 24.584896 0.02290 9.22 0.01 1.00 1.02701 -11.26 red
521267 175.234866 25.780929 0.02287 10.62 0.00 1.00 2.27580 -13.02 red
497964 162.282751 25.232801 0.02070 8.35 0.01 1.00 0.76591 -10.24 blue
474222 169.134724 28.776508 0.02355 9.78 0.06 1.00 1.26719 -10.96 red
521530 174.941568 20.554148 0.02062 9.89 0.03 0.00 1.33493 -11.37 red
521637 176.139561 19.626685 0.02413 9.47 0.01 1.00 1.12275 -11.40 red
498197 162.341220 26.402800 0.02073 10.10 0.00 1.00 1.47510 -12.91 red
521513 174.606961 20.665317 0.02232 9.14 1.06 0.00 1.00123 -9.12 blue
522128 176.145917 17.058902 0.02390 9.30 0.29 0.00 1.05851 -9.84 blue
521663 176.417913 19.717391 0.01882 9.27 12906762140319.19 -99.00 1.04950 3.84 blue
521584 175.835986 20.191275 0.02335 9.10 22796182438987.56 -99.00 0.98673 4.26 blue
522318 175.793935 17.336226 0.02225 9.00 0.00 1.00 0.95162 -12.00 red
521762 175.621360 21.587381 0.02245 10.01 0.97 0.00 1.41012 -10.03 blue
521748 176.312353 21.644414 0.02230 9.83 1.31 0.00 1.29555 -9.71 blue
522618 175.666097 20.172761 0.02155 9.23 0.01 0.00 1.03155 -11.32 red
522628 175.755007 19.909861 0.02150 9.28 0.16 0.00 1.05018 -10.08 blue
522635 176.612717 20.830538 0.02291 9.04 0.03 0.00 0.96525 -10.49 blue
522648 176.023974 19.994532 0.01884 9.80 0.00 0.00 1.28575 -12.16 red
474645 169.464460 26.676474 0.02633 9.84 0.01 1.00 1.29988 -11.82 red
498977 161.351513 29.218799 0.02121 10.39 1.49 0.00 1.77130 -10.21 blue
521970 174.936885 22.685163 0.02311 10.43 2.13 0.00 1.83606 -10.10 blue
522014 175.746016 22.457087 0.02376 8.30 0.14 0.00 0.75401 -9.15 blue
523285 176.101347 21.289984 0.02573 9.26 0.18 0.00 1.04241 -10.02 blue
630545 205.389167 17.467387 0.01956 10.25 0.70 0.00 1.60800 -10.41 blue
523331 176.464609 22.225512 0.02136 9.62 0.00 1.00 1.19347 -12.27 red
668997 189.337833 28.208159 0.02557 10.85 0.77 0.00 3.36619 -10.97 red
475286 171.901061 26.178669 0.02390 9.49 0.83 0.00 1.13256 -9.57 blue
522392 177.589367 18.551528 0.02148 9.56 0.22 0.00 1.16497 -10.22 blue
475378 171.552259 27.199511 0.02381 9.61 1.03 0.00 1.18448 -9.59 blue
522478 176.784133 19.701853 0.02065 9.09 0.01 1.00 0.98478 -11.22 red
522519 176.012629 19.740231 0.02286 9.85 0.02 0.00 1.30749 -11.67 red
481381 189.507559 27.614034 0.02215 8.86 0.46 0.00 0.90953 -9.20 blue
523637 178.111523 18.350630 0.02173 8.94 0.34 0.00 0.93369 -9.40 blue
522520 176.063435 19.510981 0.02190 9.56 0.00 1.00 1.16390 -13.01 red
522525 176.217395 19.609921 0.02155 10.14 0.00 1.00 1.50353 -13.11 red
522759 177.714441 20.496862 0.02313 10.65 0.01 1.00 2.37157 -12.77 red
522536 176.194244 19.757881 0.02140 10.15 0.17 0.00 1.51386 -10.91 red
522711 176.598879 20.038647 0.02472 9.52 51313271651456.95 1.00 1.14566 4.19 blue
522723 177.297361 20.937802 0.02367 9.40 0.04 0.00 1.09439 -10.76 red
537581 181.952966 17.160533 0.02259 9.24 0.38 0.00 1.03744 -9.66 blue
523933 177.507457 21.315719 0.02621 9.62 0.00 1.00 1.18869 -12.83 red
523124 177.712866 21.389609 0.02645 10.73 0.70 0.00 2.70527 -10.89 red
523100 177.932690 21.182175 0.02597 8.98 0.05 0.00 0.94380 -10.25 blue
481781 191.968352 27.266767 0.02648 9.37 32916798599645.99 -99.00 1.08308 4.15 blue
538044 183.120393 17.972089 0.02257 9.59 1.27 0.00 1.17649 -9.48 blue
481850 190.202961 27.270958 0.02158 9.59 0.25 0.00 1.17687 -10.20 blue
481980 192.286834 27.368759 0.02199 10.33 0.02 1.00 1.70052 -12.05 red
481999 192.654359 27.482998 0.02214 10.00 0.00 1.00 1.40022 -12.70 red
482033 193.454993 28.942724 0.02367 9.78 0.09 0.00 1.26906 -10.81 red
523638 178.004541 18.342948 0.02154 9.98 0.01 1.00 1.38782 -12.01 red
482165 190.980431 29.369606 0.02357 8.61 0.25 0.00 0.83507 -9.21 blue
476029 173.060199 29.939172 0.02733 9.92 1.00 0.00 1.34645 -9.92 blue
524528 179.651031 18.863073 0.02280 10.35 3.79 0.00 1.72225 -9.77 blue
538220 184.619128 17.266303 0.02547 10.31 0.01 1.00 1.67099 -12.46 red
523886 178.457858 21.219192 0.02300 9.98 2.08 0.00 1.38683 -9.66 blue
523974 178.214441 23.595429 0.02269 9.38 0.00 1.00 1.08996 -12.02 red
524021 178.577011 23.086235 0.02714 10.23 0.83 0.00 1.58172 -10.31 blue
524740 177.625004 20.085524 0.02009 9.10 0.00 1.00 0.98611 -12.32 red
538010 182.657995 17.870202 0.02302 10.28 2.15 0.00 1.63631 -9.95 blue
524801 178.325438 20.107860 0.02071 8.93 0.28 0.00 0.93165 -9.48 blue
538011 182.675185 17.887640 0.02397 10.53 2.25 0.00 2.01536 -10.17 blue
482488 194.197579 27.292242 0.02617 9.87 49413821395868.84 -99.00 1.31598 3.83 blue
482565 192.441099 27.369067 0.02285 9.58 0.00 1.00 1.17193 -12.75 red
482617 193.993398 28.407367 0.02003 9.46 0.04 0.00 1.12462 -10.86 red
482655 194.211722 27.627834 0.02698 9.42 0.01 0.00 1.10089 -11.25 red
482677 194.514637 27.814928 0.02377 10.29 0.13 0.00 1.64629 -11.19 red
482787 195.135478 27.766140 0.02226 9.95 0.01 0.00 1.36997 -11.95 red
482823 195.111909 27.515606 0.02595 10.24 0.01 0.00 1.59713 -12.44 red
524753 178.366254 20.694400 0.02261 9.99 0.00 1.00 1.39700 -12.47 red
482883 194.514674 27.682448 0.02413 9.60 0.03 0.00 1.17971 -11.06 red
482976 193.530402 27.216466 0.02724 9.28 0.04 0.00 1.04625 -10.64 red
515316 165.198828 21.590902 0.02141 9.16 0.13 0.00 1.00935 -10.05 blue
483046 194.949027 28.097909 0.02126 8.99 23103479706420.21 -99.00 0.95136 4.37 blue
483101 194.784179 27.784130 0.02345 10.61 0.33 0.00 2.22821 -11.09 red
483161 195.056800 27.867183 0.02468 9.55 0.50 0.00 1.16067 -9.85 blue
524749 178.476534 20.749611 0.02125 10.10 0.69 0.00 1.47096 -10.26 blue
524807 178.295159 20.442408 0.02374 9.30 0.74 0.00 1.05852 -9.44 blue
483185 195.363110 27.999188 0.02550 10.04 0.08 0.00 1.42376 -11.16 red
483196 195.228231 27.842011 0.02363 9.64 0.02 0.00 1.19821 -11.39 red
515427 168.383766 23.157573 0.02261 9.11 0.00 1.00 0.99044 -11.95 red
515536 166.980270 23.784545 0.02088 8.77 0.15 0.00 0.88176 -9.58 blue
515592 166.552281 23.329489 0.02678 9.46 0.30 0.00 1.11872 -9.99 blue
515614 165.643921 23.891804 0.02112 9.14 0.48 0.00 1.00147 -9.46 blue
483510 198.033037 27.330509 0.02041 10.57 535852147780481.94 -99.00 2.13777 4.16 blue
539535 192.275404 17.025807 0.02210 10.37 0.01 1.00 1.74738 -12.21 red
478285 181.513297 28.311614 0.02765 9.28 0.08 0.00 1.04952 -10.40 blue
483763 199.916984 27.706084 0.02313 9.94 0.33 0.00 1.36121 -10.43 blue
484037 201.193944 26.738419 0.02336 10.47 0.64 0.00 1.90067 -10.66 red
498163 161.467780 25.951565 0.02080 10.78 0.06 0.00 2.97149 -11.97 red
484175 203.795827 25.946970 0.02594 9.45 0.00 1.00 1.11426 -11.90 red
516787 170.584231 24.058332 0.02601 9.52 0.00 1.00 1.14306 -12.22 red
484257 203.075263 25.976679 0.02501 8.96 0.18 0.00 0.93828 -9.71 blue
540623 198.224802 17.153764 0.02216 8.78 0.52 0.00 0.88457 -9.07 blue
541845 180.397871 20.780975 0.02213 9.01 0.46 0.00 0.95478 -9.35 blue
541906 180.983298 20.430447 0.02183 10.12 0.17 0.00 1.49051 -10.89 red
517154 170.583872 24.308135 0.02542 9.22 0.00 1.00 1.02782 -12.69 red
541923 180.779595 20.805420 0.02375 10.66 1.04 0.00 2.40883 -10.65 red
541959 181.464472 20.521965 0.02379 10.72 1.66 0.00 2.66544 -10.50 red
541946 181.033203 20.846242 0.02447 10.01 0.00 1.00 1.40308 -12.90 red
542202 181.105466 20.080072 0.02532 9.76 0.00 1.00 1.25895 -12.40 red
542183 181.637893 20.617370 0.02444 9.30 23227038852472.25 -99.00 1.05711 4.07 blue
542220 181.525604 20.370302 0.02561 9.52 1.37 0.00 1.14384 -9.38 blue
479754 184.960470 28.729294 0.02704 9.56 0.00 1.00 1.16085 -12.62 red
479820 186.196575 28.779736 0.02701 9.22 0.01 1.00 1.02545 -11.48 red
479963 184.923339 28.724822 0.02543 10.63 0.98 0.00 2.30199 -10.64 red
541490 203.920838 17.071239 0.02654 9.49 0.00 1.00 1.13255 -11.93 red
542770 185.217332 19.003888 0.02319 9.38 0.52 0.00 1.08773 -9.66 blue
517972 169.785099 22.390006 0.02187 9.25 0.22 0.00 1.04126 -9.91 blue
518011 170.185258 22.258340 0.02147 8.51 0.31 0.00 0.80799 -9.02 blue
498688 163.485096 26.908967 0.02107 10.40 0.26 0.00 1.78506 -10.98 red
541958 181.458663 20.476989 0.02249 10.82 6.06 0.00 3.18608 -10.04 blue
518102 171.775247 21.912759 0.02038 8.71 0.13 0.00 0.86473 -9.59 blue
518177 171.913849 23.757704 0.01973 9.45 1.27 0.00 1.11800 -9.34 blue
542203 181.872515 20.688242 0.02231 8.69 1.07 0.00 0.85763 -8.66 blue
481187 189.480823 27.628175 0.02407 9.35 0.44 0.00 1.07535 -9.71 blue
481224 190.037332 26.536564 0.02348 8.43 0.15 0.00 0.78682 -9.26 blue
481286 189.051758 26.466840 0.02190 9.08 22856212082425.53 -99.00 0.98000 4.28 blue
542625 185.269750 20.166374 0.02047 8.71 0.12 0.00 0.86374 -9.64 blue
473741 169.195945 29.164629 0.02356 9.24 0.43 0.00 1.03585 -9.61 blue
482405 194.361588 26.693914 0.02428 9.65 0.03 0.00 1.20367 -11.19 red
629530 194.657518 27.464155 0.02091 10.49 0.17 0.00 1.95619 -11.26 red
482494 193.862354 27.422514 0.02396 9.22 0.04 0.00 1.02825 -10.65 red
482554 192.763946 26.445729 0.01999 9.63 0.00 1.00 1.19918 -13.21 red
482596 193.302554 28.003955 0.02005 8.88 12614497641759.33 -99.00 0.91583 4.22 blue
474013 168.243251 26.533723 0.02230 8.91 0.16 0.00 0.92351 -9.69 blue
482653 194.324192 27.810936 0.02383 9.86 0.15 0.00 1.31397 -10.69 red
482661 194.142444 27.538968 0.02366 10.40 0.18 0.00 1.79552 -11.16 red
482701 194.628985 28.233627 0.02429 9.67 0.00 1.00 1.21498 -13.29 red
474082 169.532780 27.341230 0.02706 9.12 0.15 0.00 0.98999 -9.95 blue
672234 194.932191 27.994683 0.02225 10.13 0.13 0.00 1.49544 -11.02 red
482761 195.078678 28.009303 0.02068 9.27 0.00 1.00 1.04601 -11.61 red
519800 172.476059 25.131100 0.02095 9.38 0.72 0.00 1.08929 -9.52 blue
629661 195.037988 28.170389 0.02252 10.24 0.00 1.00 1.59846 -12.65 red
482849 194.792937 27.619843 0.01915 9.93 0.08 0.00 1.35996 -11.03 red
545176 201.468950 19.081969 0.02280 9.33 0.08 0.00 1.06945 -10.43 blue
483067 194.572513 28.040090 0.02065 9.37 44139385816371.04 -99.00 1.08706 4.27 blue
672309 195.070939 28.063922 0.02047 9.96 0.21 0.00 1.37748 -10.65 red
483107 194.892161 27.946862 0.02395 10.51 0.15 0.00 1.98350 -11.33 red
498169 161.686975 25.917172 0.02027 9.13 0.44 0.00 0.99816 -9.49 blue
483188 195.412987 28.245813 0.02534 9.50 0.03 0.00 1.13835 -11.01 red
545492 203.444021 18.322424 0.02313 9.11 0.00 1.00 0.99099 -11.58 red
483198 195.178154 27.971257 0.02126 10.56 0.45 0.00 2.09159 -10.91 red
483491 197.003248 28.081245 0.01916 9.62 0.00 1.00 1.19312 -13.14 red
474916 172.293107 29.105216 0.02308 9.00 0.08 0.00 0.95172 -10.07 blue
498697 163.057873 26.009557 0.02167 9.18 2.22 0.00 1.01509 -8.84 blue
475498 174.892427 26.322386 0.02290 8.98 0.20 0.00 0.94676 -9.68 blue
475522 174.793983 26.434968 0.02332 10.11 0.00 1.00 1.47975 -12.48 red
483661 198.216068 27.880091 0.02145 9.88 0.01 1.00 1.32550 -11.91 red
674242 198.857117 27.303365 0.02162 9.53 0.00 1.00 1.15205 -12.33 red
545525 203.149500 18.194755 0.02228 9.02 23642914783936.98 -99.00 0.96109 4.35 blue
483786 202.475297 26.411300 0.02419 8.88 0.25 0.00 0.91486 -9.48 blue
545872 204.129022 18.206790 0.02310 9.54 1.64 0.00 1.15544 -9.33 blue
521224 174.640485 25.398124 0.02537 10.35 0.01 1.00 1.72042 -12.33 red
545689 205.990053 17.988944 0.02597 9.86 0.00 1.00 1.31132 -12.53 red
546146 180.692584 22.334537 0.02506 10.43 0.00 1.00 1.83583 -12.80 red
476324 175.194876 26.383475 0.02306 8.73 0.23 0.00 0.86854 -9.36 blue
545848 204.561734 18.411147 0.02308 8.95 0.38 0.00 0.93579 -9.36 blue
511094 161.062210 22.371191 0.01939 11.07 2.43 0.00 5.22257 -10.69 red
484398 203.765631 26.299370 0.02513 9.12 0.88 0.00 0.99148 -9.18 blue
546033 206.140153 19.561840 0.02680 10.06 0.00 1.00 1.44211 -12.88 red
546122 180.826505 20.935748 0.02447 9.42 0.00 1.00 1.10587 -12.30 red
547110 186.692035 21.262781 0.01918 9.08 0.24 0.00 0.98105 -9.69 blue
546375 183.667573 21.596010 0.02470 8.98 0.00 1.00 0.94609 -11.72 red
547187 184.912353 22.152572 0.02281 9.75 2.59 0.00 1.25484 -9.34 blue
675454 201.666330 19.944651 0.02386 10.50 6.09 0.00 1.96009 -9.71 blue
546498 182.127836 21.927314 0.02249 9.94 0.22 0.00 1.36259 -10.61 red
522670 176.168032 20.477143 0.02026 9.38 0.18 0.00 1.08858 -10.12 blue
522679 176.095025 20.409372 0.02460 9.44 0.07 0.00 1.11369 -10.61 red
522720 177.114577 21.156621 0.02272 10.41 0.51 0.00 1.80257 -10.70 red
546635 182.453550 22.742371 0.02589 8.27 nan 1.00 0.74429 nan blue
545504 203.363354 18.170611 0.02388 10.22 0.00 1.00 1.57880 -13.02 red
522748 177.491885 20.953850 0.02732 10.39 0.01 1.00 1.77165 -12.57 red
522804 177.984318 23.811519 0.02207 9.88 1.71 0.00 1.32721 -9.65 blue
477941 179.284070 28.042297 0.02718 9.71 0.24 0.00 1.23391 -10.33 blue
547845 194.947256 21.813205 0.02385 10.71 2.89 0.00 2.59557 -10.25 blue
547214 184.771540 22.333686 0.02262 9.23 0.93 0.00 1.03291 -9.26 blue
523082 178.010906 25.751154 0.01892 9.46 0.85 0.00 1.12367 -9.53 blue
547915 193.140531 22.064732 0.02236 9.46 0.43 0.00 1.12172 -9.83 blue
523117 177.820385 21.313623 0.02308 10.06 1.35 0.00 1.44511 -9.93 blue
546023 205.930154 18.803427 0.02665 8.85 0.08 0.00 0.90244 -9.95 blue
546312 180.838538 23.285080 0.02292 9.24 0.29 0.00 1.03481 -9.77 blue
478318 181.641452 28.143765 0.02543 10.13 0.02 1.00 1.49442 -11.80 red
511781 162.033852 18.188681 0.02002 10.99 3.41 0.00 4.39074 -10.45 blue
549090 202.100609 20.996134 0.01948 8.66 0.37 0.00 0.85050 -9.09 blue
546936 183.608347 23.763406 0.02212 8.62 0.10 0.00 0.83819 -9.61 blue
549540 206.403651 22.054273 0.02661 9.52 0.39 0.00 1.14520 -9.93 blue
523895 177.814571 21.778296 0.02588 9.09 0.10 0.00 0.98164 -10.11 blue
523896 177.835954 22.053796 0.02725 9.43 30041364991605.03 -99.00 1.10585 4.05 blue
478795 183.201830 27.500955 0.02755 10.43 0.01 1.00 1.82201 -12.37 red
547523 187.653379 22.760220 0.02304 8.35 0.19 0.00 0.76571 -9.06 blue
549658 180.090555 24.916177 0.02268 9.06 0.01 0.00 0.97340 -10.90 red
539395 190.047470 18.061696 0.02642 9.34 0.68 0.00 1.07067 -9.51 blue
524294 178.185153 23.572214 0.02214 9.50 0.00 1.00 1.14040 -11.85 red
514490 164.288686 24.181993 0.02115 9.83 0.00 1.00 1.30058 -12.56 red
549499 205.782134 22.175815 0.02779 10.38 0.07 0.00 1.74927 -11.51 red
550096 181.897873 25.771942 0.02335 9.77 0.45 0.00 1.26575 -10.12 blue
549542 206.517199 22.018912 0.02732 9.05 0.00 1.00 0.96832 -11.81 red
524853 179.175793 20.713534 0.02578 9.00 0.19 0.00 0.95011 -9.73 blue
550472 184.228863 25.775279 0.02139 9.00 0.14 0.00 0.95322 -9.86 blue
549876 181.923749 25.254137 0.02236 9.52 0.83 0.00 1.14579 -9.60 blue
550638 185.423502 24.824295 0.02452 9.08 0.04 1.00 0.97913 -10.44 blue
515137 165.688807 19.910895 0.02738 9.77 0.05 1.00 1.26161 -11.05 red
479783 185.086267 28.384087 0.02752 10.19 0.00 0.00 1.54657 -12.64 red
550004 181.706091 25.003133 0.02388 9.95 4.54 0.00 1.36783 -9.29 blue
479958 185.018951 28.897279 0.02534 10.16 180918197305361.56 -99.00 1.52068 4.10 blue
550137 182.025424 25.267369 0.01932 9.25 17919102803276.49 -99.00 1.04126 4.00 blue
550171 182.163939 25.128077 0.02140 9.48 25367254650135.58 -99.00 1.12939 3.93 blue
515514 167.146097 23.595451 0.02692 9.33 0.01 0.00 1.06658 -11.42 red
480187 187.102056 26.783680 0.02147 8.91 0.00 1.00 0.92301 -11.38 red
515578 166.766538 22.992136 0.02161 8.51 0.02 1.00 0.80844 -10.20 blue
480393 185.250908 28.534728 0.02645 10.21 157586303392789.50 -99.00 1.55971 3.99 blue
480421 185.741700 28.494164 0.02538 9.96 1.95 0.00 1.36990 -9.67 blue
418514 203.174916 27.650685 0.02571 9.27 0.61 0.00 1.04484 -9.48 blue
515940 166.835693 18.410421 0.02597 9.31 0.27 0.00 1.06095 -9.88 blue
551035 187.062392 25.432538 0.02315 9.57 0.00 1.00 1.16917 -12.25 red
480889 188.922242 26.482418 0.02248 9.91 0.07 0.00 1.34560 -11.06 red
480901 189.181873 27.076019 0.02462 9.61 0.14 0.00 1.18365 -10.46 blue
551999 196.608196 25.238064 0.02490 8.88 0.14 0.00 0.91211 -9.72 blue
549883 181.979092 25.017386 0.02215 9.18 24051600547717.75 -99.00 1.01285 4.21 blue
549925 183.000708 24.526338 0.02131 9.01 22477486654163.70 -99.00 0.95726 4.34 blue
516121 168.170138 19.910221 0.02610 9.53 0.00 1.00 1.14984 -12.48 red
551246 189.352675 23.864061 0.02294 9.34 0.42 0.00 1.07449 -9.72 blue
665572 181.764354 18.531741 0.02398 10.80 4.89 0.00 3.02887 -10.11 blue
481270 189.443657 26.298996 0.02210 8.70 0.07 0.00 0.86036 -9.82 blue
550222 182.762850 25.516283 0.02049 9.10 0.62 0.00 0.98753 -9.31 blue
668792 188.941074 26.908884 0.02477 11.12 3.65 0.00 5.73360 -10.56 red
481308 188.844706 26.576750 0.02218 9.32 0.00 0.00 1.06429 -11.89 red
516688 168.384801 22.849222 0.02256 8.81 0.73 0.00 0.89424 -8.95 blue
538097 184.009991 17.531079 0.02537 9.55 0.99 0.00 1.15773 -9.55 blue
550487 184.631731 25.999343 0.02480 9.84 0.92 0.00 1.29923 -9.87 blue
550498 184.944033 26.074691 0.02243 9.24 0.37 0.00 1.03560 -9.67 blue
550877 188.811782 24.548762 0.02146 8.77 0.00 1.00 0.88189 -11.21 red
481700 193.281556 27.038172 0.02547 10.06 0.00 1.00 1.44381 -13.05 red
551951 196.030546 25.724970 0.02423 8.76 0.35 0.00 0.87848 -9.22 blue
