NSAID smallestImpact
146120 288.7
134047 7732.2
142849 4910.7
146182 1635.3
84806 10093.3
141785 10120.2
142958 4026.4
146278 3225.5
142963 4748.7
142969 2843.8
147797 4808.1
142976 2798.2
74930 5375.6
146323 1290.4
142014 12374.7
131454 6187.6
84884 10467.0
143060 3264.5
142899 6204.1
132657 1505.4
143215 5394.8
143101 3659.5
132664 771.9
131523 6512.5
142998 3897.0
143336 1397.0
69121 659.0
143361 1628.0
686844 4165.4
131727 8351.5
141876 9604.6
134392 9165.5
143036 3169.4
145427 4187.8
74774 3731.6
143056 3409.7
633528 2187.3
81340 766.7
132887 1743.8
131940 6485.7
143624 2357.5
143455 1038.4
143479 3221.4
145496 3676.0
143550 1778.0
686936 3655.0
142639 3285.6
133140 6506.1
146726 522.3
143420 1629.4
23661 16530.0
145847 4218.9
143427 576.8
148416 7009.4
129124 1461.0
143459 1378.5
23709 18546.4
146909 1394.2
145952 4821.7
136976 5142.0
142862 4852.9
146967 2512.6
142908 5916.6
144195 5825.2
143069 4660.2
147037 3339.6
143675 3470.9
146174 2258.4
137248 4608.3
143735 4960.5
142608 5371.9
143211 5297.7
146221 4163.1
648634 3456.1
139058 4443.6
143432 1005.9
86032 2134.0
687256 1921.8
131363 10808.8
143462 1387.5
87170 3645.5
146293 2758.8
143493 3107.6
129731 8554.5
143564 1969.3
87009 3755.6
82373 1657.4
142957 4351.3
87261 2373.9
143845 276.8
77123 3237.0
133918 4567.8
143100 3852.7
143158 4501.9
147804 2563.8
87279 1831.1
89965 8537.5
143167 4221.7
143952 6859.1
145353 2777.4
143178 5309.2
146844 5723.6
87333 1496.7
87587 3611.7
143221 5884.2
87638 3313.7
145564 961.2
673668 4425.2
131540 7826.8
137767 4548.8
143412 1653.1
143483 2353.3
144224 3756.1
144235 4019.4
143531 2704.1
87577 2854.1
87603 3236.2
87613 2734.5
86055 2190.9
85573 2436.0
687041 747.4
84768 8562.3
145558 823.0
91627 7101.3
138453 6195.2
57904 4471.4
90833 3922.5
86106 362.9
133664 8771.4
67056 3388.6
85770 2163.8
131980 8405.0
133763 3843.1
144779 6384.1
131985 6464.3
146247 2968.8
145961 4821.7
679384 3848.2
145967 5383.3
146361 2133.4
78103 4470.8
85299 5368.5
76508 6334.0
78126 8162.9
82977 4068.0
149310 6068.4
145811 5280.6
90522 13231.6
145321 5108.6
146383 2150.5
134925 8451.5
132369 2482.8
78286 11286.7
145500 2582.2
131641 7718.9
87698 2082.2
146977 1282.4
87713 2101.9
90631 11392.8
681916 1815.6
145631 3525.6
145660 4909.0
78365 4783.6
131838 8404.9
92520 9914.1
146999 2722.0
132616 4647.2
674853 7924.8
78427 9727.5
145232 8144.0
630727 6808.1
146083 2581.5
78538 9289.7
145387 3407.0
146271 4511.1
67952 3550.0
24240 1840.7
139743 7178.9
87134 3298.6
652478 2344.5
146295 1157.1
68023 3435.6
145546 1564.3
132939 1286.4
86197 2923.6
145547 1728.7
70206 4257.5
146349 1270.8
87212 3091.7
68042 4878.5
676347 2207.1
87246 2318.1
87168 3378.9
68043 4167.6
92023 12218.7
146460 4163.6
68072 3870.4
151477 1983.1
133137 6359.1
145825 5355.6
146692 1199.7
87303 1960.3
151564 3176.4
87328 1628.3
87414 3076.0
145963 5130.1
146005 5867.5
88429 4399.8
146746 3407.9
87778 2100.2
146882 2015.5
132879 1441.0
680597 1267.5
73204 4296.1
149604 1160.3
151785 1612.9
132889 3409.7
146996 2664.7
141806 10382.6
87160 3158.2
138665 2008.3
151923 3655.1
87968 1216.2
87977 2045.0
147026 2314.0
73370 3395.1
133203 4408.5
60074 5729.0
88007 2883.8
87703 2611.6
87741 1726.6
150881 3699.6
88226 4107.4
136439 8002.3
683646 3863.3
147268 3440.6
70697 6012.8
142091 11780.5
648802 6869.4
58886 4137.1
146876 1531.3
148051 6867.5
151090 3461.2
138995 1955.1
148925 6188.3
87598 2831.2
136070 4363.0
87307 1825.5
87721 2133.3
142584 4805.3
148142 6400.4
152534 3634.4
87857 3524.1
148153 5916.9
60363 9350.3
142705 2776.5
87983 2017.7
60422 5269.7
88069 2470.9
141787 10579.3
150500 5987.5
60605 7520.6
24415 1866.3
87678 2560.8
142982 2612.7
24453 2057.6
87995 3225.1
143015 4803.5
91592 5518.6
143112 3982.2
143137 3719.3
148482 6268.8
89341 3446.5
143159 4540.9
89929 965.8
143181 5052.3
88098 1401.8
137205 3916.7
143318 1091.5
153307 3089.8
88203 4559.0
672633 344.7
664192 6047.0
77664 5189.2
147996 9441.7
686980 2280.2
88030 3359.5
137247 4625.3
76954 4066.2
88392 3874.8
88037 3206.1
143416 1625.9
136981 5267.9
77034 4143.7
670585 6143.2
148896 8766.7
142812 5140.3
74375 3810.7
683629 4110.4
148999 5493.4
88270 3623.9
152285 9250.1
87575 2022.8
85019 7767.8
87595 2851.2
88289 3178.7
87621 4089.2
71196 6556.9
87629 3481.2
142837 4466.8
154153 9057.1
88328 1537.6
143485 3141.0
148964 7019.6
154245 10363.2
88359 3920.4
143498 3638.6
143519 4020.2
143064 2967.7
79711 4555.3
143071 4253.8
143095 3099.2
88232 4511.6
687174 2089.4
61118 6167.3
88627 4377.6
633570 306.8
152681 4499.0
151203 3668.0
88333 2753.4
143320 1395.3
151223 128.8
94088 3578.6
152398 6658.0
143454 1158.2
143466 496.8
152831 568.1
88705 1188.7
143596 3403.8
153004 2250.3
136309 8444.7
88821 4242.8
90597 12476.3
136369 7573.2
684217 3688.5
153236 2819.7
136284 6785.7
90319 10790.3
151962 4297.1
687494 2506.6
145131 8128.9
92956 1941.2
94986 2016.4
68847 2015.7
150426 3337.6
145396 4293.9
150611 2090.2
155736 5742.6
145611 3442.6
141790 9305.4
85967 3931.1
80733 8790.3
141809 11392.3
85977 4466.8
141823 11205.1
80776 8162.3
88745 1472.1
658197 4560.9
154284 15816.3
151104 3114.3
24572 429.8
142193 9844.7
142197 9346.7
137110 8159.3
152828 671.1
152875 3793.6
152459 8332.9
677127 2226.1
677969 5812.6
156833 2699.1
145614 4003.0
151524 2447.1
146029 4198.9
94165 1372.0
145665 4348.7
137470 6587.2
152694 3651.4
24626 2594.0
152741 3347.6
146188 565.2
146220 4007.9
677471 3314.6
152780 2198.2
146249 1681.4
81419 2451.5
69262 1593.4
90196 8531.3
152848 3596.0
142778 4236.9
94524 3463.3
157025 4857.1
152108 3467.0
142885 5347.7
145947 6037.2
90355 6229.6
153107 1137.2
151563 3107.4
69426 2847.8
145987 6042.6
87299 492.4
90242 9301.9
663466 3170.8
87354 266.5
139744 6310.3
157194 2752.8
672377 169.8
152414 7543.7
153864 1706.1
146542 2561.1
138276 1359.2
152502 5282.6
139611 11133.7
87578 1999.2
152266 8552.7
87588 3572.4
142997 4518.4
152081 5121.7
146427 2721.0
154017 18214.8
156080 1145.1
143055 2729.4
139692 4818.3
674000 1908.1
152598 1900.3
146556 2335.6
143058 2940.4
152736 3386.0
155594 5726.6
147033 3123.0
81859 9909.5
143176 4916.1
157779 2576.4
152858 4186.2
143184 4795.5
79489 2755.8
143288 7095.7
158131 1873.2
147269 3489.4
143410 1278.9
153034 1346.6
158155 5425.1
153114 1378.7
96000 1390.7
147462 4701.2
153170 2582.9
143457 1489.6
147463 4614.9
143464 247.2
153095 1142.5
153383 2462.9
90751 8562.8
90752 8420.5
143481 2182.5
648491 1948.7
87809 3759.0
143536 2057.8
143537 1778.7
95868 2691.4
60337 9360.4
60409 5350.2
88043 3771.2
88179 3036.5
88204 4804.0
158558 4690.5
158643 4441.5
88351 1816.6
82548 3954.1
82594 3298.8
141951 9264.3
155374 5141.0
154574 9574.2
64358 2324.9
158993 3069.4
153698 1242.9
73809 1503.1
147900 3717.5
144289 2152.4
157747 3258.0
80323 2524.8
646754 8622.9
156986 5733.1
141796 10876.4
154149 7830.8
154228 9115.4
70688 3610.6
74259 1588.7
154550 14506.6
63428 3185.7
155484 4805.0
96660 5261.1
157276 5964.4
141911 11092.7
154256 16869.0
155037 8531.0
159432 3355.1
655706 4964.7
93067 5522.3
25429 3918.2
158171 4292.5
65079 4426.4
63490 3657.8
70777 2580.5
155905 3544.4
157566 5008.7
142209 9012.5
80645 6038.2
155937 5190.9
648240 4839.6
158291 2163.4
142955 2406.2
142490 6395.2
143040 4285.0
63877 6792.2
148477 7064.4
154810 8785.0
92599 8992.3
79085 4934.8
143138 4105.0
92829 9614.3
97295 10714.5
159924 7037.9
65237 5006.3
155030 7670.7
157638 5918.3
83538 3460.2
154788 10294.4
158566 3120.4
154802 8909.0
143325 1712.1
674287 6902.8
97585 7746.3
143431 1217.4
83598 1405.4
143441 742.6
143452 1257.6
75087 114.3
143453 1050.7
156075 848.6
143024 3044.4
155477 4380.6
75131 1374.7
156113 2023.2
143037 2777.4
671335 9675.5
92622 11687.0
142832 4596.0
99347 7243.1
93885 4500.8
142893 6177.0
155735 5546.0
160704 10349.6
25608 10108.0
143023 3015.9
92856 6769.5
145339 3097.6
143078 4357.8
673824 4135.7
143205 5233.4
143228 5581.0
143460 1415.5
143475 3167.4
99641 12034.7
143484 2998.6
145447 3224.9
143428 589.2
99694 12926.0
157001 4953.9
145544 1548.5
150540 2819.0
141775 9984.7
143607 2534.6
99852 5922.8
145608 4218.2
143773 1998.7
144196 6002.5
143898 4452.3
81323 936.8
90159 5274.2
144161 4312.5
145853 3113.9
157938 3631.5
81458 9170.6
155706 4279.2
141860 9677.1
157227 6486.5
157569 4975.7
142044 9512.4
84683 7892.4
93928 4492.2
144575 3793.4
157392 5915.9
84793 9589.9
155852 6833.0
100285 10529.9
160146 10665.2
144193 5979.2
157654 6587.7
155998 1957.8
77049 6559.0
100358 6878.5
94450 6675.9
100666 2480.2
142486 5729.3
151848 3805.5
65412 6291.4
71487 6926.5
100812 7440.4
161828 5645.6
85226 8729.6
152214 5880.3
143097 3764.2
146806 4342.7
158561 3810.3
158210 3473.9
143098 3909.5
159632 10316.6
146949 1713.1
98885 14074.3
158640 5040.0
156982 3888.7
157607 6370.5
145293 5645.2
77890 9267.8
94538 3154.5
158669 3081.6
161288 11467.5
143161 4881.4
94609 3918.8
152556 1129.0
158718 4465.4
160029 6812.9
157723 4553.1
162558 3789.7
143551 3019.5
145316 4293.2
143296 638.1
152805 1732.0
157766 2470.1
143496 3480.6
157287 6707.3
145505 2736.7
145265 3790.8
143553 1643.7
94674 6137.3
93039 4481.0
661662 3557.1
97910 13133.4
674497 5080.1
161890 4676.3
163057 8638.0
159680 8968.7
163296 5258.1
157617 5211.6
160614 8730.6
145905 3112.6
153311 3327.6
80196 3614.1
145657 4550.4
145861 2542.5
148125 4441.4
145931 5185.9
157826 2701.3
145998 5066.0
159844 8677.3
160794 8471.6
152619 2761.8
99608 7624.6
146145 3984.5
148211 2457.5
160849 11704.0
145882 1779.8
99622 7459.0
152723 2716.4
144268 3295.4
163553 3673.6
146147 2696.6
152808 1649.3
99655 9015.0
144320 1190.0
152820 793.9
146185 1336.6
163628 1765.0
161011 9220.2
146319 1120.6
62826 4383.6
146082 2441.1
94700 6186.0
146333 1584.7
153026 1231.4
158297 2039.4
72178 5677.5
99928 5824.9
677959 3964.9
99947 5834.9
99251 9604.5
159704 6819.6
164225 5528.3
146533 2365.1
95204 1621.7
81324 581.3
164449 5852.9
163214 7652.3
63429 3077.5
100334 13153.6
161225 21797.9
145296 2493.6
147016 3351.7
100445 11819.0
145732 1061.8
154357 8251.1
100537 2548.9
154463 10641.3
154027 16370.7
146947 1953.5
147124 3304.1
82464 2171.0
154042 20216.2
160888 6421.2
162118 3809.9
63538 5599.3
146873 4019.6
154253 16807.2
163812 1999.4
147178 3564.5
161047 9130.6
161767 7853.1
78614 5297.5
95672 2055.9
622812 2302.5
159994 9491.1
82644 3800.0
161156 19988.9
146233 3809.8
161967 2911.9
145523 2106.4
161997 5179.3
164062 1979.5
154669 13368.4
161079 5870.3
160019 9453.7
164125 4334.0
146342 2467.7
161346 14025.5
161563 14283.1
164294 6401.9
154745 13971.7
68045 4811.3
162433 1767.0
83083 4612.6
146723 428.8
100170 9311.7
83176 3460.7
161874 4934.7
163116 8425.1
83451 1814.9
83500 3661.1
99652 11439.4
162237 3086.0
83630 4826.3
156004 1738.6
145953 4667.1
63974 5907.2
164966 4140.1
163226 7162.9
163359 3437.9
166577 8023.8
100028 7000.6
65885 5470.2
163455 4317.6
83776 563.0
163498 5649.1
163428 3923.9
147258 2891.6
146359 2562.0
146417 2511.5
163452 4356.0
162043 4531.5
161343 11146.3
82760 2609.3
93001 2794.9
163575 3188.6
82955 5964.0
163588 2759.6
148796 4961.0
165553 2667.3
163668 661.6
64340 1705.1
155657 5510.2
64354 2648.5
93298 4861.9
148943 6825.0
156428 2284.9
165926 8394.9
165951 8818.9
675240 9133.2
100126 8780.8
161781 9148.1
96461 7467.8
657210 537.6
85889 374.4
669124 2398.1
147715 3435.8
73381 3540.2
156421 1211.2
85975 4365.1
83729 2248.7
101672 2566.6
83782 476.7
86155 1863.6
164412 3235.9
157074 2485.9
163930 1592.6
162563 3585.6
97326 8084.1
100159 10057.5
100168 11670.1
162898 8356.8
157381 6383.7
162820 5533.5
84664 8591.2
100311 10231.9
164850 4599.6
164912 2309.2
163100 9080.5
100540 2556.0
66218 1922.3
157724 4592.4
164216 4694.1
163315 1893.6
97966 9800.4
162936 9815.5
158174 4213.2
163328 3922.3
98066 10452.3
97011 4468.9
157647 6558.0
163426 3589.4
164692 3301.6
100835 7061.3
94825 3503.1
164727 3809.3
157995 2014.6
148941 6958.6
165857 7619.9
677622 2950.5
169268 4282.4
168476 4722.7
151414 935.6
85695 2033.3
159005 5488.9
158525 5857.9
158551 5089.1
68366 2334.1
95342 3763.9
168915 4786.9
151808 1583.3
78362 4490.1
80658 4678.0
87310 1932.3
648007 4503.6
163679 223.2
164714 3676.9
98639 9391.8
80723 8817.2
169131 7855.7
100951 4286.8
68798 721.6
87556 2181.2
163810 1579.8
99012 15049.2
164858 5271.1
698382 5252.4
164876 2097.8
164836 5606.9
169348 6555.5
164877 3688.8
87691 3005.2
67628 4005.2
167653 665.6
169537 8836.1
85965 3776.4
165947 7800.2
153918 16656.0
674605 5260.4
165152 4673.3
98680 7337.6
101463 3221.5
169588 9035.2
152197 4551.7
152080 4946.2
160322 7126.8
686641 6060.3
152316 7677.4
87796 2910.7
84677 7292.8
80778 9153.5
98857 9550.3
165172 3803.4
81005 3573.5
81048 4522.3
167382 2296.5
97155 6614.5
169953 4746.5
167951 7663.3
152557 1033.4
97233 9564.6
88006 3060.4
164823 5914.0
152669 4187.1
165741 6085.0
168014 10089.6
99450 8019.7
152786 2285.2
99533 10017.0
151004 2857.3
168356 4987.2
159658 9325.3
152829 221.3
152851 3044.7
152592 2029.1
84968 5526.8
159845 8605.4
98051 10221.4
152857 3551.9
150735 4104.9
94734 6314.2
168861 1867.3
665390 5612.3
673282 1267.2
161215 13247.1
150817 2537.7
153147 2668.7
98082 12075.1
68301 1173.6
153025 1381.5
153000 2368.0
131385 10770.1
153035 895.5
166509 8042.9
153333 2983.9
99912 5799.0
153053 296.2
99965 5590.3
153061 401.4
151060 1059.0
131571 7684.8
97499 10032.9
88027 2868.9
161778 12185.9
86036 1913.8
101800 5188.2
161942 4040.2
85629 3152.9
86226 4601.4
162026 4741.8
155631 4854.6
86241 4517.2
88224 4166.6
88234 4290.2
172695 909.0
678955 3938.8
162205 3100.3
68891 2356.8
82360 1663.1
152077 4771.8
168473 4882.6
172698 832.5
131599 8474.3
678085 8198.4
153813 856.4
673518 1635.6
99346 6498.6
100104 9808.8
97909 9498.6
99453 7164.1
82642 3899.3
173143 8872.2
100202 9842.4
99511 9748.0
152733 3169.6
646863 14455.1
100291 10464.9
154062 17100.1
163082 9051.9
131736 9375.7
161634 11345.3
152359 5805.2
152822 333.1
152371 6651.4
169522 8589.1
152861 3359.1
152436 9568.8
169595 6588.9
173375 10912.4
173434 9760.7
99989 5375.9
100586 1877.1
163532 3416.6
169296 3610.5
100037 9509.6
71045 7513.2
154266 15114.3
100055 7306.7
156968 2577.7
100074 7743.1
173678 7350.0
170460 7737.7
152823 446.3
170473 6629.0
152886 2194.4
153484 1446.3
155676 4697.5
152903 2186.5
168798 2199.6
100233 10601.7
99475 10629.3
157421 6578.1
681448 5469.5
89818 417.3
79614 6122.8
155983 5284.0
157565 5245.5
71535 9522.0
174024 13153.2
152972 2418.7
169855 7554.7
623449 2824.1
99223 9871.9
157786 3456.3
153029 1327.4
167841 1884.2
85376 2953.5
85385 2874.2
167998 7656.7
169529 9232.7
168030 7603.3
100647 1849.0
170125 9349.8
100764 4485.2
99374 6615.9
72033 6109.0
676012 432.4
153611 1409.2
171222 8333.4
170337 3315.5
657428 2216.4
133146 5386.8
171326 6388.1
163599 2208.2
154491 8398.3
100030 7026.5
168298 5317.6
99008 9545.9
175066 5862.4
169519 9421.6
158296 2082.4
175484 4303.5
101294 2242.9
72565 3969.1
85954 4819.9
158545 5141.3
157209 3476.2
156106 3681.6
175136 7601.9
156150 2121.0
99430 9394.2
87581 1883.6
154380 11644.5
175884 4133.9
99747 13971.7
157540 4593.8
175964 4357.4
169336 5034.8
80509 5761.1
72995 1541.0
155829 5183.9
133674 9815.8
155849 4333.5
674313 3554.3
99890 5907.5
176188 4193.0
156408 2095.9
87918 1310.3
169465 8926.5
169534 9346.4
172414 4930.6
680244 3221.5
156082 1096.8
156138 3219.8
648353 6060.5
158144 4702.2
165017 5140.9
100301 10215.9
159380 7207.1
158178 4486.2
171483 9366.6
158183 4411.8
170831 2347.9
67041 4978.1
75366 14249.6
80795 4928.2
157231 6303.8
156595 1134.6
171136 4784.9
86219 4669.8
166529 5841.4
157242 6553.9
157267 6785.2
155242 9198.1
177169 1989.9
157293 6695.3
176487 2365.5
166601 7029.7
177188 987.7
176548 2675.2
157393 6071.0
177217 1062.2
157060 3324.1
177240 1419.1
173049 7028.0
86228 4350.2
157496 5279.5
157282 6889.3
100955 4657.1
157603 7743.7
84430 4757.3
157606 6835.3
157310 5655.7
176698 2207.0
100753 3385.2
172178 7635.4
100849 7575.7
101638 2230.6
157602 8169.8
647563 6755.9
81032 4226.7
172322 2493.2
173418 8236.2
165974 6807.3
167151 456.3
157640 6650.7
87987 1845.2
157852 2786.6
172615 2847.7
101409 3803.6
157775 2726.6
157889 1849.8
174335 4805.1
177911 4841.9
101577 3826.2
156126 3250.5
177235 2013.1
160995 7414.7
178104 4650.4
74000 1141.9
178182 5303.6
158205 4195.6
158344 3324.3
161077 5901.0
88010 3003.0
81618 4939.7
674036 2590.0
158218 4202.8
178336 7360.7
86632 2484.6
161171 20582.4
156389 2061.5
158363 3268.0
74138 1059.7
175219 8761.3
158391 4723.0
173330 7406.9
177807 4600.4
161604 14217.6
648155 7437.0
82321 5992.5
174747 4140.3
173478 10440.1
175535 2968.4
86883 723.7
175259 9355.2
82387 1354.6
160140 7961.2
172248 8707.5
175534 3434.0
178149 5469.4
174998 5321.6
74410 4904.8
97724 7949.0
158983 3072.9
82476 4523.2
158835 5515.8
178211 6356.3
162100 3738.9
175574 4365.8
87273 1043.2
85224 8722.6
156989 5941.7
157017 4995.4
82607 3337.1
160624 5284.9
179222 4335.4
176134 3606.1
176149 6041.5
175613 3186.9
159377 7815.1
178668 4664.9
173369 10332.1
173401 9624.1
161089 9661.1
157327 6124.6
175688 151.3
176365 3553.3
173467 13033.6
157562 5084.6
82984 3820.1
159631 10509.7
161109 5513.8
168236 4692.8
179133 4544.7
180203 10142.9
159850 8749.4
671977 1384.4
179155 5991.7
162789 3374.9
180299 10419.8
176485 1966.9
162905 8603.6
179429 2407.3
161542 7878.1
174932 4200.4
175509 2872.0
174850 3430.2
176724 2508.8
180475 7605.4
158185 4166.1
646994 7892.4
158203 3339.8
160150 10670.3
176721 2371.7
163142 9352.5
176898 2808.1
179793 2588.3
174375 6201.1
160380 7679.2
160707 10590.5
174579 2209.1
176874 3511.6
175567 3780.6
180057 8426.6
177594 8671.5
158663 4797.4
161083 5910.5
675013 6469.3
161092 8010.6
175992 3252.4
163574 3154.2
71118 5456.2
67549 4747.7
181236 763.1
161067 9151.5
76455 6347.0
94051 5431.0
180365 9172.5
137130 7459.1
161024 10016.9
176275 3307.9
175206 8313.2
75098 362.4
170808 3620.4
175256 7879.0
87604 3083.9
87624 3056.2
175363 7487.7
75145 1534.6
87677 2743.6
161436 10017.7
176468 2297.8
178142 5391.8
163647 693.1
176875 3889.1
647917 1027.3
176598 2693.1
169862 7681.1
164163 4740.9
178646 4610.6
161988 2869.0
181109 7706.7
162018 3098.6
177105 4199.9
170113 8570.9
85980 4450.6
176035 7096.5
71572 5837.9
182368 5613.4
164410 2959.8
71666 3974.1
177243 1745.5
68074 3988.1
160187 9303.9
665212 3824.1
177882 5983.3
98846 7628.3
162455 653.9
178055 6725.1
178865 8996.1
86053 1808.2
160197 7601.5
652675 5787.5
176578 2951.6
162894 7521.4
98876 9899.6
138635 1322.2
172272 7627.5
138794 1249.6
177669 10481.8
656706 5688.0
164883 5525.9
138985 401.9
163052 8205.5
163309 1965.6
171133 3321.1
165031 4527.5
163341 2161.3
162908 8388.3
178879 10428.3
177281 1523.4
163592 2929.2
659138 1196.9
182687 3438.9
139173 5912.0
163624 1482.3
163545 3606.4
179449 3185.5
163552 3606.9
163590 2254.8
89616 4316.1
163240 6029.2
87945 340.4
161080 6136.0
163243 6373.6
163820 2299.6
177593 6857.1
163321 614.1
180584 3212.2
177671 5951.4
184538 6135.8
163479 3870.5
87288 2253.6
163505 3680.6
164203 4958.3
87306 1874.7
164349 6131.4
161830 9479.7
100053 7272.8
179280 3698.9
163784 3680.7
164752 5013.5
184767 5941.1
76543 7141.3
164764 4540.4
164835 3472.9
172238 7862.7
164681 2842.7
76683 3332.1
181458 2169.8
185126 7221.1
164948 4260.9
87378 1344.1
87440 2977.8
680540 4301.6
166582 7336.5
185241 5465.1
172384 3586.2
68383 3041.2
100434 13342.0
181243 1016.4
72790 3680.8
100574 2149.1
185412 6235.8
164975 4730.4
162044 4595.7
184769 6152.2
165014 4253.3
184778 5411.1
165105 5135.5
84221 8168.3
68623 1633.6
72962 2634.6
181208 779.3
164688 2792.0
186182 5604.8
168142 5489.1
100824 7865.9
87689 3229.4
168286 3995.4
167677 744.4
87736 1585.6
168425 6110.5
87776 2100.4
182393 7018.1
173510 10426.3
675030 5877.7
87842 3663.7
181153 6036.0
659105 1824.9
162834 8002.2
185602 5497.3
182735 4167.5
72978 2036.5
84234 7658.8
175416 6670.4
183179 6018.9
648063 5400.5
166599 7780.6
72993 1830.9
183290 6837.7
181670 3164.6
182701 3877.5
87994 2564.6
73041 1792.8
187059 9033.1
88012 2601.1
88090 1732.3
168347 5316.7
187088 8174.9
183451 6245.8
101461 3376.9
182135 8166.2
101622 3707.7
183462 8812.1
169551 8843.6
78355 6230.5
73306 3301.5
183537 3139.7
176022 3187.9
84607 8279.3
166619 7045.4
163555 3690.5
88809 3630.5
182391 8390.8
169772 11560.4
180325 10787.3
183998 1326.7
184255 6294.9
167037 4413.1
166028 5265.5
164179 3559.1
648821 1815.6
180595 3639.9
678683 8568.3
164358 7585.5
187086 8296.6
169513 8593.3
169530 8334.8
176696 2174.2
633943 5376.2
174943 3064.6
184530 5532.9
169616 6652.8
184315 6137.4
169690 6858.6
141779 10663.5
141805 9964.5
141819 10901.6
184024 723.6
184842 5706.6
77635 6418.7
184914 4869.6
169865 7842.4
77708 4992.5
187620 7217.2
170575 4166.5
177236 2053.8
184307 5714.7
142227 12772.4
77755 6431.5
184364 4904.4
167752 2054.2
181442 1417.6
89210 2473.0
183486 6617.6
183665 4512.6
170634 3596.3
177636 10788.4
142949 3181.7
648384 2910.4
183830 3153.2
175560 3298.1
143016 4393.3
183840 4515.8
143031 3451.7
184723 6764.0
143106 4103.3
143121 4358.8
175812 572.3
168371 5925.0
184336 5783.7
184760 5712.3
165953 7765.2
143417 1597.5
177884 6836.2
175877 3846.4
143465 449.9
682590 4379.6
184338 5751.5
184576 6597.8
679265 4476.0
186109 7482.9
674062 10481.3
186115 7672.2
184764 6045.1
168443 5281.6
168926 4015.3
184829 6508.1
74124 629.0
168482 4914.6
69193 3223.9
184788 6383.6
169007 1079.3
167939 4967.5
186513 7069.5
176543 2153.4
668448 1957.1
176559 2660.8
185637 5598.8
183304 6896.4
185404 7785.3
179220 6845.1
663918 6426.4
168208 4679.1
167059 2364.6
172118 8340.3
669788 3746.5
177299 2754.3
183807 3881.3
187551 5227.7
168695 4498.3
74159 1682.6
187572 6155.6
185654 7273.2
186181 6083.6
186220 6264.8
184356 5247.5
191678 2485.2
74262 1565.2
177715 7453.8
74350 3615.4
187748 5600.6
185718 7525.5
187853 7464.7
74415 5421.5
185788 10437.3
144794 6665.3
169717 11421.5
180387 9748.7
169126 7788.7
169870 7312.3
187014 8320.1
169338 4942.7
144975 8557.0
169512 9030.2
192484 3139.0
168223 4729.3
681707 6555.7
169596 6534.6
187489 3123.0
185563 5950.3
178715 6109.5
145425 3054.0
187324 7069.4
169813 9457.8
187697 6905.8
145466 4366.5
188295 7061.6
187657 6560.4
192563 2366.3
173440 8431.3
174531 4453.0
187288 7120.0
145663 4766.7
193089 1271.4
187918 5493.2
647050 7327.7
145805 3257.9
187982 5468.7
172390 3798.0
188121 6035.4
171896 5167.8
188131 4424.0
169295 4601.9
85627 3253.8
169553 8158.0
146287 2015.8
186946 9057.6
169603 7771.0
90987 5513.8
169655 6608.5
193666 1620.2
91263 1158.1
175589 4915.0
675768 8254.3
98824 12106.3
188654 7516.7
173436 12280.4
182676 2643.6
98840 12900.4
187752 8101.9
194113 6712.7
187847 10475.7
171728 5640.8
174788 3845.8
174827 5133.1
193942 7570.9
171942 5006.8
188123 7184.5
175020 5183.6
188259 7341.6
173783 12954.3
80193 3241.1
176615 2007.3
175370 6721.8
188095 9277.0
194206 7128.4
172393 3534.9
194314 12080.4
147254 3376.6
183302 6889.3
177035 3091.0
183476 9278.0
194717 4363.2
170728 1507.3
656617 1515.5
80331 3384.4
74770 5454.3
657364 4244.1
176308 2149.2
74773 3482.1
183811 3932.9
183866 1738.5
173373 6050.1
173422 9531.4
147791 2803.6
192091 2668.4
192100 2208.7
647354 9386.6
175112 7048.0
177802 5998.9
195808 2277.9
173600 11681.6
183104 3002.1
176919 2146.5
92420 14017.4
171660 8600.5
193869 6783.1
79012 5670.3
99602 12979.7
195888 2272.0
184582 6880.0
184593 3279.9
183241 8890.5
183254 6801.3
92567 9821.1
194334 11215.6
184782 6107.9
183459 8752.7
172119 8235.1
184835 7360.3
177480 5331.4
174055 8291.4
148957 7565.9
174126 7205.3
193393 3235.6
99938 5456.7
194838 2036.2
100040 9714.8
623440 2918.8
192376 2015.7
176731 1377.8
100335 13204.7
680256 2100.3
100601 1043.4
654108 10587.6
184343 5324.5
100640 2821.0
179914 8734.3
173787 9404.9
192334 2607.0
192373 2603.3
93392 2685.2
191908 1733.2
185694 5861.1
178502 6017.5
100856 6164.5
175661 2316.7
175089 7205.9
193166 2036.5
198128 1688.0
185859 8527.9
198134 1067.2
198188 414.3
176049 3545.4
176051 5238.9
193321 1441.6
194884 2811.4
192840 1795.4
186201 6022.0
150165 2269.1
198738 2245.0
176209 7287.8
186449 6934.4
199144 3221.4
176289 2129.9
199023 2916.1
193147 1516.7
199269 2317.5
175772 1213.4
675555 5008.0
192581 858.7
94177 1640.4
194274 6673.5
177886 7211.8
194295 11462.9
186169 5820.4
192727 2671.0
194356 9368.7
194403 10697.3
186222 5887.7
178101 4879.0
197787 1045.7
200086 1220.8
193002 2626.2
176432 3634.8
151466 1701.8
178514 8273.5
194561 6959.3
683737 8948.9
193424 2860.2
180592 6265.1
80260 3945.5
197000 2035.5
655076 9184.0
200025 2326.0
175124 7534.6
94893 1052.3
176671 1890.8
193742 2682.9
