NSAID smallestImpact
2860 5551.5
3123 4560.0
2982 4945.8
4582 8627.8
2966 2158.5
2947 8291.0
3113 4527.3
3115 4720.4
654881 3021.7
2950 4654.0
2613 1992.4
4694 5309.5
624646 2279.2
3151 4983.8
2893 5541.2
3049 6174.7
3161 6940.4
676066 13921.6
2852 5559.6
3121 4513.2
4502 5427.3
5171 4212.1
2697 7967.0
3390 1509.1
654173 4409.6
3438 1716.8
3495 3650.7
2718 7396.2
3452 1987.8
5589 5323.1
3316 2821.1
5798 5173.6
2850 5558.0
3674 3478.5
2565 2138.0
3702 2376.5
2915 7867.7
4151 6292.5
6002 8568.0
3398 1461.0
656389 2596.1
3089 4508.5
2730 7029.4
3767 2545.5
3500 3857.6
658826 4475.7
3865 470.0
4029 1979.7
3929 1405.1
4722 4200.2
4893 7446.5
3854 625.0
3499 4191.9
5369 6828.7
4070 2615.2
3560 6196.6
653348 5803.1
4420 7870.2
4976 7545.6
4203 4316.7
4117 3903.3
4827 5822.5
696829 3311.5
5210 4876.6
4683 5694.0
4139 4494.4
4136 7974.4
4097 3752.9
4219 3563.7
4729 3901.0
5232 5432.6
3635 4763.5
4244 2702.6
4546 7780.4
4458 7552.4
5268 7214.7
5455 4586.7
5159 3939.3
4610 8343.3
4949 7196.1
4256 2986.7
664834 1376.3
4868 6947.6
5511 4721.2
4658 5177.9
6395 5448.3
4932 6393.7
5920 3842.9
6460 8120.8
4714 3959.9
6045 8824.2
4158 4701.5
6138 5659.6
4144 8307.9
6671 3330.1
6719 3834.5
6137 4759.7
4706 5231.6
4790 4767.1
4511 8274.2
5996 6612.2
4826 5875.1
6207 7045.6
4206 3550.8
4920 6001.2
4909 6122.3
4183 4884.7
6430 9237.3
7028 1049.5
7038 947.4
5850 5376.5
5338 7261.7
4415 4517.6
5054 3936.7
5423 3503.6
8340 2611.8
5222 6902.0
5207 4957.8
6173 6064.4
5208 4671.5
5964 7246.0
5094 5147.1
6971 1783.9
5217 5331.4
4677 4874.8
5774 7120.3
5982 4254.1
5221 7103.1
6724 2592.0
5452 3547.8
5251 7626.9
5831 5030.5
7968 4514.5
5864 3462.5
6074 8063.9
5209 5052.6
5596 5160.7
5808 6775.0
5477 4689.7
4922 5789.5
6000 9229.9
6161 4468.0
5056 4328.1
5537 4855.3
5226 6788.1
5429 4771.4
6202 6601.8
8467 877.5
5704 7076.4
5437 4456.6
5767 7706.9
6779 3474.9
6515 7671.2
5373 7060.8
8699 1719.9
8056 4556.3
5421 2915.6
5905 7149.3
5158 4941.2
5845 5312.1
8728 1676.0
6111 6328.8
6365 3956.8
659115 4917.6
7610 4062.3
5451 3687.6
6030 8311.2
6456 6780.6
5880 4423.3
6418 8625.6
6210 7667.2
8476 1084.3
661541 7148.3
5922 4221.7
5211 4762.2
5760 5419.4
10394 7078.9
6498 5295.7
5970 4985.4
6280 5422.8
6271 7027.9
5365 5845.9
698074 11491.9
6539 7553.2
663128 7005.6
6135 7292.1
6484 5336.3
7720 4427.4
6158 6058.1
8109 3014.0
6028 5346.7
7644 5527.8
697087 7031.8
5777 7459.2
6069 6714.8
6374 6473.1
661599 5711.3
6103 6907.7
5783 6539.4
660252 6398.5
8766 2844.4
7850 3887.5
6503 5338.6
6803 3424.6
7825 3974.3
6694 2517.4
8136 3138.6
662476 9462.4
8381 2605.7
5933 6597.1
6547 7374.3
664980 1860.2
6193 3000.5
9925 6768.3
6005 6985.9
9948 6505.3
9991 6304.2
7007 1459.9
6145 6718.3
8237 2540.5
6859 3517.9
7045 552.6
5873 5756.3
11586 4253.8
6017 6196.3
6071 5985.0
6421 8588.3
8679 637.3
7642 4173.3
8484 713.6
669578 2613.4
6203 7107.1
5921 3140.2
8600 1268.8
6996 1318.2
7688 7669.6
7057 1234.2
8805 3126.2
6214 7392.1
8557 2407.3
6965 2235.3
661112 3911.0
8825 2673.4
7498 2024.5
628488 1121.2
6204 6827.2
7506 3192.1
6463 5126.0
7073 459.6
6510 7546.0
7500 1425.6
7429 2510.1
8879 5193.3
8788 3022.9
8710 1974.5
8190 2353.2
671139 3107.4
7342 4607.4
7843 3685.4
8358 5958.7
8996 4139.8
664779 851.9
11581 5303.2
6500 5310.8
7906 3144.4
12822 2012.5
7593 3637.6
7976 4937.5
667059 6261.9
7567 3148.0
7556 3761.8
666360 2964.6
7841 4469.9
8117 4324.6
7391 3784.5
8055 6133.2
7384 3909.9
7848 4250.7
6589 5986.5
7634 4800.6
663579 3523.4
7632 4405.6
8198 4598.4
7885 3831.1
9424 5300.5
12183 1208.8
8312 1599.1
8597 1404.2
8159 1374.9
7695 4616.7
6955 1594.3
7845 3909.5
7628 4390.6
7862 4223.1
8781 3292.0
12507 5326.2
6986 1491.6
7668 5257.2
8365 5531.5
7166 1396.9
8243 2601.1
6735 2310.3
8446 980.8
8479 1280.6
7956 3352.0
7867 3579.0
7970 4114.3
8499 1408.5
8044 4787.7
8069 4814.2
8672 1041.2
7830 4351.0
8071 4548.1
9558 7738.7
8402 2577.9
9989 5944.0
8487 1116.1
8353 3203.0
8648 314.3
8103 4294.4
8281 2834.9
8602 1232.1
9005 2498.5
671906 8476.0
8770 3036.5
8443 2011.5
8692 1539.5
8630 1036.2
8785 2801.2
8945 5019.9
7651 4245.7
697637 2530.3
10440 5395.1
7928 2905.5
10559 8173.0
8811 4092.5
8819 3989.9
8789 2776.7
7629 4737.4
7856 4223.4
7829 4198.5
9391 6615.6
7736 4339.9
7851 4041.2
14196 2042.6
667020 4311.7
8946 5421.7
9825 6287.4
10221 4456.2
12129 3836.1
10032 10007.0
9887 5680.9
673519 6965.5
7993 5327.6
7641 4186.8
8440 1394.5
14537 4529.1
8317 3223.6
2543 1895.6
9970 8440.0
11084 4054.1
10415 7243.7
7918 4490.4
8455 1806.5
10000 5674.5
8387 2336.2
8465 728.6
8474 1319.5
9924 6261.8
8730 1281.9
8482 1136.7
667575 3701.6
8481 1532.2
8508 2984.5
698017 6683.7
8212 3744.8
8233 2799.6
11106 5731.4
10856 8104.6
663178 7045.7
9680 8754.9
11372 5697.3
9969 7257.1
12784 5704.5
12798 4565.8
11776 1134.6
8817 2780.6
10942 12000.9
10020 8339.5
2641 8011.0
9919 6671.6
580352 540.3
8779 2998.1
12114 3823.9
10585 7902.3
10245 12730.6
9922 6578.8
9901 6670.8
11425 5672.5
10469 7086.1
673609 9377.2
666295 6045.1
11684 5045.3
10546 8268.0
18698 4560.7
10870 9765.5
11591 5708.2
12605 5555.8
10508 8994.6
12486 7161.7
10499 9632.0
12388 6236.1
11714 3899.6
12630 3265.7
17136 4333.9
12774 4847.7
10451 4271.6
19381 6230.3
12671 5138.1
12792 6431.7
9592 8068.0
13954 1969.8
19484 5477.8
9054 4278.3
12157 2709.2
10544 8282.8
12771 5525.7
10948 8003.9
14152 3411.0
10223 4479.9
12076 6315.6
11077 5711.4
19881 5628.1
698027 4814.4
12775 5431.8
12776 4539.4
12361 7235.2
12487 5417.6
14333 4759.3
11555 4480.2
12417 6911.0
11256 7494.2
12413 7090.4
10850 11726.3
11574 4204.4
11177 6070.0
10397 6861.3
11430 6238.2
12938 3183.3
12685 5857.0
10201 4500.5
12799 5151.6
11723 3071.7
10910 8592.0
11580 4801.9
14143 3019.7
698239 2077.8
11639 5000.7
14171 1057.6
11888 1053.9
11721 3009.3
12405 7855.6
18797 2409.5
3170 7987.8
11508 3501.2
14341 4033.8
13669 3861.2
12437 7839.7
12527 7527.6
680523 4620.3
13131 7546.9
14699 5406.5
14854 6551.6
12098 4556.1
11523 3328.1
12348 6974.7
12582 4865.9
11146 5288.3
12369 4360.8
10563 7031.2
631097 4916.6
12404 8415.7
12719 5005.2
12506 6338.4
13383 4378.5
19388 8024.7
12549 6448.2
12412 6841.2
12401 6580.4
12834 2027.9
12916 2512.6
14873 5241.0
13650 3286.7
12725 6074.4
11404 9909.6
12571 4918.8
12498 3288.9
12354 6432.6
19576 5752.3
15450 3911.7
12434 7784.7
12468 5859.0
12543 5277.6
12842 3646.8
11979 1744.0
12735 6171.6
13153 5857.2
14343 4444.7
21930 6301.8
12907 4240.5
14340 4427.8
14186 1435.6
12711 3977.9
14043 2948.3
13096 6164.2
11918 2518.4
12869 3550.7
12802 2240.2
11939 3353.3
631632 2690.4
11961 2767.5
14144 2862.4
13536 4955.1
14348 4438.2
12383 6457.9
680141 6042.5
12218 4165.6
12787 6239.6
12496 6406.9
13319 3707.7
14563 5744.5
12769 4848.5
672678 3847.3
13338 3025.2
12359 6232.3
12337 3462.4
12914 2595.7
678163 5364.3
12538 6840.9
630749 3113.7
11417 4826.3
14117 3841.0
14213 3135.8
14247 3147.9
12130 4115.3
13745 3106.7
680654 3899.5
12606 5592.0
14345 5025.9
12430 8036.0
14654 5280.6
12627 5455.4
14686 7145.6
14886 6164.0
14731 4855.2
14912 7357.7
23209 16239.7
14833 5810.5
13933 380.4
12901 3363.8
12297 5533.8
12302 5526.8
14350 5236.3
16102 1245.4
23304 14682.2
12074 6963.6
23310 10171.1
12589 2799.3
12621 5388.2
12649 5066.9
17323 5229.8
13725 1889.1
13312 3880.0
14853 5241.0
13776 4344.0
13537 4052.5
12826 3928.2
14080 3916.8
13960 912.8
13819 1089.5
13956 816.9
15068 6679.7
16405 6583.6
17908 8470.6
16967 4920.2
14291 3148.2
16638 4880.5
12919 2599.2
16324 8119.1
17088 2597.4
15900 5540.0
18003 5370.1
16841 1554.4
24265 2226.6
16864 2275.1
12393 5417.9
14714 6421.6
18777 1786.8
13256 4425.5
18104 7128.9
18147 7866.2
18843 3534.8
14934 8346.6
13915 1865.6
24451 3060.3
17884 7769.7
15096 8285.0
17272 2365.7
16945 4400.0
18936 7027.4
16962 5507.0
14197 2219.3
14313 3554.6
16222 4288.3
13515 4650.0
18027 8853.5
19062 4692.1
17563 7211.5
17701 7107.5
18265 3551.8
16416 7000.8
18719 4394.5
18112 7010.5
655973 419.7
18810 2328.8
25186 2603.2
17135 5376.5
17880 8077.3
14153 3734.8
18582 1409.2
18595 2830.0
18228 3153.2
18662 6665.8
16270 5218.5
14740 5776.4
18651 4457.4
14837 6068.3
17978 5841.1
12501 2967.0
14878 6680.0
18167 7016.7
14035 3879.7
12650 4885.4
631091 7717.6
18793 2520.6
661934 6192.9
17918 6185.6
18700 4416.3
23250 13854.4
18815 2609.9
18480 2666.2
14578 5894.8
18659 5002.1
19561 5632.0
19456 4538.8
15427 4572.2
18660 6702.2
17825 7141.2
18611 4114.0
18952 6361.4
18808 2488.6
17813 7284.6
18244 3634.5
19478 4571.3
18769 3144.5
17815 7058.1
667049 6607.5
14683 6124.4
14862 6297.2
15077 6014.2
17987 5171.3
25773 9657.3
19660 3433.6
663667 7467.1
17819 7205.8
20193 6757.8
25807 9671.2
17936 7562.1
19358 5573.1
19686 5082.2
19706 5061.7
19041 7057.8
15023 7296.8
666682 6738.6
19929 1548.6
20347 4525.6
19098 6719.7
16421 6966.6
18085 7143.3
18768 2935.5
19565 4931.3
14712 6334.4
14745 6239.4
667559 4721.9
19632 4648.3
667945 4078.4
18813 2409.7
19935 2203.0
17895 6484.0
20227 4212.5
20585 8816.6
674095 15564.7
18238 5375.2
18615 4950.8
20602 5183.6
675219 8170.3
21570 9725.7
18788 2684.4
18221 3489.3
19122 5791.0
16636 4646.8
24587 656.7
21316 9926.8
20916 8864.2
24600 1404.3
668659 2565.3
17872 7573.6
18482 2359.8
20958 11214.3
20081 5806.9
18100 6933.3
19600 5563.5
20233 4261.3
20937 8380.1
14214 3093.9
18863 2378.1
19970 3423.3
21608 15597.2
23248 18065.1
16439 6963.3
14280 3699.3
20703 8543.7
19584 5723.8
21976 9084.4
18770 2999.5
16850 2573.9
13538 3766.0
630022 14363.0
15855 2702.5
19873 5493.0
17112 2982.9
25243 2641.3
21173 9297.0
22381 4476.8
13706 4224.9
23686 19775.1
18525 3214.2
22700 11554.8
21817 13535.9
16865 2576.2
22614 7241.6
22765 16372.0
19249 6571.7
20496 9699.9
22300 7252.0
22672 9191.0
21724 9760.6
22351 4429.2
23876 2120.9
23174 15953.1
19844 4347.1
17319 4418.2
14663 6658.8
23938 2081.2
17190 2377.9
684978 8362.8
18447 6129.1
18771 1633.0
21572 16077.6
14220 2563.1
685880 7989.1
22550 13247.0
23273 17641.0
18574 3862.8
20149 7276.0
24440 940.3
22738 13324.2
17751 5820.3
22345 6270.3
23426 17421.7
21619 15745.1
22390 4784.8
22039 10542.6
14571 4283.3
23232 14574.2
23107 14052.8
18612 4286.3
14838 6063.5
17777 7715.7
18760 2637.2
19031 6979.7
667684 5648.3
17052 3374.7
23667 20446.4
25643 9403.7
25644 8989.4
19046 6295.3
23951 1843.1
25662 9808.3
22453 8949.7
22901 12579.4
15204 7682.2
25808 10196.0
22026 10497.6
18123 5234.4
22574 9819.7
665745 6457.6
15354 6562.0
17586 4932.9
19061 5125.1
25441 4381.0
24399 1283.8
23408 11440.7
15417 4022.3
633882 705.6
22500 7701.6
22773 16213.2
23953 1415.4
24745 2460.7
25599 9265.0
18563 1573.6
23997 712.6
21038 13973.3
25571 10294.8
25647 11280.7
18589 2579.7
23689 17802.4
25659 11190.3
24739 1451.5
22308 4883.3
25671 10773.1
25041 3045.6
18666 4575.4
25046 5512.0
25816 9781.3
25625 10591.6
24416 1858.5
25240 2418.4
25074 5866.1
23593 17861.5
627328 7923.5
17630 4302.8
24569 581.8
23269 13862.9
25192 1537.1
24629 2482.6
19971 2596.3
25839 8738.9
25845 9780.3
17875 7417.5
687791 2487.3
25580 12991.6
25254 3129.9
25656 6543.0
18152 6557.4
23688 18522.2
23861 2062.0
25585 10443.7
16406 7133.0
25612 10613.8
25148 3771.8
23618 18720.7
23910 2355.8
25637 9398.2
18080 7428.2
23685 22565.9
25787 8125.5
18603 4864.3
25795 9962.8
25818 9891.2
25833 9690.9
25661 9860.8
25805 8738.9
23954 1278.7
20261 4651.7
19475 4302.4
18664 6688.3
25819 9243.8
25834 10886.2
18433 3330.6
25801 8866.4
16094 1353.8
25814 9051.0
25859 9231.2
25569 11192.8
25575 9936.4
25001 7005.0
18580 1806.0
19956 3201.9
25587 10341.5
14370 4491.1
25606 9973.5
22487 7720.1
18445 5928.5
25700 10169.4
24405 2588.6
25670 9849.6
627979 6950.6
24731 2942.8
22360 2314.5
22120 11899.3
27088 17663.5
18783 2097.6
24947 8625.9
18837 2638.4
24702 4278.0
24780 1919.7
19011 6415.5
667072 6531.9
19373 5782.0
27217 19188.8
25615 9844.3
25287 4992.5
19357 6234.5
25427 3852.1
19446 4787.2
25800 9171.4
19404 6345.3
27686 13783.7
19453 4559.6
21012 6873.9
21567 16721.7
674239 13977.2
25589 10662.1
25609 11145.4
17206 3153.1
25621 10153.0
19581 5742.1
25704 9567.7
27657 10958.9
19906 3866.0
27261 19283.9
23570 18750.7
674575 8579.9
628335 3939.8
19596 6455.0
19645 3704.5
24464 3161.8
18780 2061.5
19688 3931.0
18849 3491.7
17954 7125.2
27621 14069.6
632112 5186.5
17711 6147.9
27694 11143.3
22953 12921.8
663159 7142.6
18594 2743.0
27235 11325.6
25729 8658.9
18830 2562.0
18867 2733.5
19510 7323.5
27141 21949.2
18082 7692.2
18578 2953.1
25650 11071.7
685865 7442.1
664589 2472.2
25604 10317.7
19969 3582.6
22454 8955.7
25639 9730.2
25828 9650.6
19124 7791.2
21941 9485.0
19986 2972.4
19370 8802.8
19097 6925.5
667749 5589.4
18581 1433.9
26918 7280.9
19577 5472.2
27687 13406.4
22456 9015.3
22742 14196.2
22798 15690.6
17347 5185.4
21864 14408.7
22706 11498.0
23225 14782.0
19264 5944.8
666544 6763.0
20709 8843.5
22507 7852.3
663415 5072.7
18144 7203.0
23702 19019.2
18577 3072.8
21170 9264.0
18749 3441.8
21322 9490.5
24398 1824.5
25641 10161.4
674392 9361.1
25683 10002.9
21569 9713.7
21901 7804.6
671324 8530.9
22017 10350.9
24724 3000.0
24608 2772.6
23467 19750.5
23712 23326.9
673950 15286.8
23615 18949.7
22751 13266.0
21975 9273.8
25598 11524.2
21300 13588.4
25605 10592.6
23279 16075.2
25588 10403.4
22059 8817.0
674463 3161.3
23001 12828.0
25727 8996.1
22485 8197.4
25553 13371.6
25812 9156.5
25640 9958.7
25853 10521.6
25821 9452.9
25835 9363.2
23296 17081.0
25107 6461.4
23669 16380.6
25766 9255.3
25271 3080.1
23518 19088.9
24369 2527.7
25850 10849.9
22505 7970.7
23930 1602.9
25570 10880.1
25596 11132.3
25618 9038.8
25616 10386.9
25669 10592.4
24518 1560.8
25780 9447.5
22373 3537.6
25792 8791.4
687741 3018.3
25162 4110.6
22734 12581.4
24351 2837.0
23037 17111.4
24941 8077.7
24421 1329.4
685274 6183.0
24964 7994.4
23053 15008.1
25610 9618.0
25622 9762.5
25028 5873.8
8415 1330.8
23687 17456.7
23694 17977.1
8439 2180.5
23704 18177.9
25397 4139.6
26951 6903.7
24006 927.8
8472 1273.1
668251 1276.3
26995 7599.2
23235 17641.4
23280 18373.0
25590 10296.5
24404 1843.9
24599 1407.9
23690 17179.0
27689 13453.8
24422 923.1
25680 12020.5
24463 1163.2
24564 649.1
25791 9342.3
25825 9037.5
25851 9625.0
25184 3970.5
23985 630.2
22023 10444.5
25594 9585.6
25636 9290.1
25645 10103.5
22235 8121.1
25667 9990.2
22504 7811.4
25728 9388.8
24532 2056.7
25822 10789.5
22502 7760.7
24223 962.0
23959 1063.4
22586 11648.9
25617 10430.7
25775 9084.2
47074 5740.7
23348 15503.2
23474 17237.9
25820 9019.9
23236 16832.1
46021 9142.2
46379 9571.2
23983 593.7
46613 6627.6
46626 6112.9
23994 593.4
24018 1582.7
46622 5799.4
49428 5236.9
24378 2211.3
47087 4107.5
27109 17654.9
47219 2331.9
47001 2353.5
47266 2872.8
47370 3157.8
47323 3502.9
47036 4232.7
49773 866.3
24238 1991.3
24627 3102.6
49910 4805.7
25614 9661.2
46494 4640.2
46502 7091.1
47495 768.7
46522 8095.6
25778 9884.2
46656 4749.4
50419 4714.4
47514 313.8
46582 6149.1
47728 3063.8
46570 6640.7
46604 6254.0
46763 9575.9
46515 7216.5
46556 9092.4
46603 6141.3
51600 8304.9
46934 2348.7
46630 6111.8
47513 494.9
48925 5815.4
47643 2164.9
47113 4362.0
49410 6136.3
47311 3928.2
47268 3176.4
49010 2399.7
25572 11114.1
52650 1395.1
25624 8773.2
49128 2304.6
25663 10314.9
47884 3743.7
25686 11176.9
46581 6375.8
46589 6150.5
48034 1098.1
50336 4635.7
48096 1782.1
25809 8742.1
46637 5603.8
50413 4632.9
50424 4517.5
50360 1816.7
50559 7822.9
47193 3337.1
47025 4167.5
50555 8726.5
49673 1955.6
25827 8497.0
47334 2330.3
50172 4365.9
48546 2462.9
46551 7406.6
47557 1113.5
46661 3653.3
50396 2807.2
49179 6737.4
50461 4667.8
50320 4357.3
50493 6242.6
50572 7141.9
51228 7942.3
50318 5802.9
49841 3233.7
48014 1067.5
51184 8830.7
49495 1651.0
50093 1602.2
49737 2677.4
647598 795.7
51152 7982.9
49820 3132.9
50039 1223.1
50848 5382.6
50864 5440.2
49848 3494.2
51348 8992.2
50104 3787.5
50304 4208.0
51135 6031.3
48575 1762.4
50492 5975.4
46156 7155.8
51495 6996.3
50409 5801.8
50509 5653.5
48880 4956.6
50510 5342.4
46497 7883.8
50658 5135.9
50597 7902.3
27187 12531.7
46504 8205.4
46516 7131.6
52748 3987.2
52561 2334.6
47037 4187.5
46725 9010.6
51296 7345.1
51167 8449.8
51205 8236.7
51363 7964.5
50922 6690.5
51303 6227.8
51364 7871.5
47587 1461.7
47073 6406.1
49753 3461.9
47734 1804.5
49819 3209.4
47318 4723.5
56590 7391.2
49842 3559.6
52121 1367.5
47898 3078.5
47935 1767.8
10681 8989.9
50378 2976.6
50395 3056.2
50442 4645.7
50334 3884.2
50381 2926.3
50511 5741.9
50569 6550.4
50888 6043.5
52546 3450.5
48353 5339.4
57330 4955.9
51138 6158.5
57537 5015.3
57605 10038.1
51389 7793.9
51543 5983.3
57899 4352.3
51155 10509.4
51618 7868.9
58185 2652.5
52061 2713.9
58307 2915.2
51335 8166.4
52744 3568.5
47033 4399.2
50326 4605.6
50332 5061.0
47034 4094.4
52588 2385.7
47059 4387.4
50567 6595.7
50829 4390.4
47306 5159.2
50934 7628.9
50726 4278.7
50744 2209.9
59653 3298.4
47598 1207.6
56864 4854.5
51225 5044.2
59991 4100.0
47950 1936.9
51500 6559.8
60209 7091.5
51559 7524.8
56792 10540.8
57301 5372.5
57302 5115.6
57120 5928.1
58041 1214.6
57856 2981.6
51485 6869.4
58486 3652.7
58270 5404.8
58724 5137.9
57296 5091.0
52050 3701.3
56330 5074.9
48878 4694.5
648879 4184.7
52637 1779.5
56819 6454.3
58908 4772.0
57613 6989.8
59581 4919.9
62008 6318.2
57972 2571.4
57063 5561.3
57478 5086.9
52673 3482.4
62565 13020.3
58117 6033.0
57345 8631.2
56947 5416.4
56353 7425.0
57757 2404.0
647625 53.4
57767 2128.8
57665 5802.7
57671 6037.1
57969 3097.5
58001 2576.1
49675 2975.5
46111 9323.6
49765 2035.6
57670 4173.5
58539 5224.5
58163 3750.0
63316 5909.2
60819 9111.7
60205 6226.5
56811 9948.8
60234 6643.3
648794 5194.4
58083 3157.8
58936 6295.7
648369 5219.0
60687 8588.9
46575 7442.9
673917 2728.0
57324 5264.3
46587 6452.5
60792 12046.5
60534 9868.4
50237 6486.7
58746 4645.2
58805 7054.0
58898 4897.1
56467 5223.2
50362 3212.7
50483 4165.0
59369 2889.2
60567 5367.6
649313 4621.0
45923 10556.1
57977 2495.1
59362 1676.7
60125 6543.7
51112 8274.7
59474 1662.4
59531 1584.4
56934 6804.7
61995 6323.9
61181 5115.1
60480 6685.8
58369 1028.9
58382 1659.7
65037 5432.3
60195 5221.9
46563 6622.0
57426 4691.5
59929 5654.4
58685 4519.5
57508 5053.2
46638 5447.7
