NSAID RA DEC redshift mstars sfr sfr_err rvir log_sSFR color filID filNgal0p5 filNgal1p0
321233 161.415266 12.280201 0.02431 9.95 0.85 0.00 1.36604 -10.02 blue 577 12 17
321290 162.026496 11.996233 0.02193 9.17 0.54 0.00 1.01181 -9.44 blue 3705 7 12
389364 215.889522 5.752935 0.02567 8.86 0.01 1.00 0.90730 -10.85 red 59 19 31
360912 150.704783 12.160871 0.02168 9.54 0.01 1.00 1.15794 -11.58 red 1095 15 15
369698 194.848063 15.360550 0.02550 8.90 0.06 0.00 0.91789 -10.10 blue 5061 10 16
361105 150.396268 12.764981 0.02096 10.80 210587202208310.41 -99.00 3.06531 3.52 blue 1095 15 15
241678 157.965311 7.969540 0.02743 10.62 0.01 1.00 2.26362 -12.88 red 4321 41 55
349060 212.147661 11.951094 0.01940 9.60 0.72 0.00 1.18389 -9.74 blue 4542 3 5
349151 212.856907 11.204663 0.02315 8.90 0.06 0.00 0.92190 -10.10 blue 8203 4 8
369964 195.857562 15.330894 0.02222 9.02 0.18 0.00 0.95933 -9.76 blue 670 19 25
272871 178.506318 44.642256 0.02407 10.05 0.54 0.00 1.43271 -10.31 blue 7337 2 3
340130 218.947564 47.007467 0.02688 9.80 0.60 0.00 1.27580 -10.02 blue 8848 3 4
370098 198.050064 14.653794 0.02611 9.53 0.24 0.00 1.15028 -10.14 blue 7489 4 8
627003 174.226471 19.971688 0.02080 10.34 5.11 0.00 1.71537 -9.64 blue -99 -99 -99
603935 182.492273 19.918732 0.02554 10.35 1.60 0.00 1.71126 -10.14 blue -99 -99 -99
349401 212.793434 12.319411 0.01898 8.77 0.09 0.00 0.88428 -9.82 blue 1621 12 15
363701 169.452393 13.727658 0.02478 9.63 0.74 0.00 1.19387 -9.76 blue 1931 13 15
498522 165.149741 24.929090 0.02068 9.15 0.16 0.00 1.00426 -9.94 blue 7964 17 25
255550 178.173498 56.745144 0.02578 8.97 0.26 0.00 0.93985 -9.54 blue 13779 3 3
498625 163.793708 24.808961 0.02104 8.75 0.03 1.00 0.87606 -10.23 blue 7964 17 25
674570 199.757627 14.791438 0.02201 10.15 1.08 0.00 1.51206 -10.11 blue 11211 3 9
289597 152.265865 38.353422 0.02140 9.69 0.55 0.00 1.22596 -9.95 blue 1530 11 18
400247 115.304068 47.671478 0.02105 10.11 0.85 0.00 1.48305 -10.18 blue 8163 3 5
358994 116.763970 46.534482 0.02753 9.50 0.12 0.00 1.13616 -10.41 blue 5335 4 4
273605 187.176047 43.625797 0.02419 10.26 2.05 0.00 1.61724 -9.95 blue 7346 7 17
370520 201.218760 14.077192 0.02431 10.28 3.17 0.00 1.63459 -9.78 blue 11001 24 46
273644 186.931521 44.816942 0.02329 9.65 0.09 0.00 1.20318 -10.69 red 7346 7 17
499056 162.677561 28.123460 0.02042 8.93 0.38 0.00 0.93006 -9.35 blue 2088 6 8
390991 228.521283 5.064960 0.02628 9.61 0.56 0.00 1.18530 -9.86 blue 10866 7 7
499334 143.123989 18.268658 0.01996 8.79 0.18 0.00 0.88826 -9.52 blue 4041 11 13
370801 203.790397 13.889973 0.02341 9.33 23269469635801.39 -99.00 1.06882 4.04 blue 9796 3 7
273850 186.398895 45.492204 0.02494 8.97 0.11 0.00 0.94057 -9.92 blue 7346 7 17
289909 153.338317 38.632826 0.02256 8.82 0.06 0.00 0.89550 -10.02 blue 1530 11 18
322889 171.775396 13.238691 0.02012 9.80 2.70 0.00 1.28339 -9.37 blue 1121 40 46
273864 186.556213 45.538711 0.02414 9.89 0.00 1.00 1.33106 -12.79 red 7346 7 17
261049 225.417667 49.373808 0.02543 10.12 -2713770436395678.50 -99.00 1.48841 nan blue -99 -99 -99
400570 117.190695 49.790294 0.02293 9.00 0.00 1.00 0.95270 -11.51 red 2799 34 45
289916 154.039424 39.543045 0.02126 10.30 0.72 0.00 1.66498 -10.44 blue 1530 11 18
289927 153.449556 38.675511 0.02067 10.17 0.65 0.00 1.53318 -10.36 blue 1530 11 18
341320 232.041293 42.204458 0.01947 9.27 0.22 0.00 1.04737 -9.92 blue 731 41 49
400669 118.423464 50.222810 0.02261 9.69 0.51 0.00 1.22432 -9.98 blue 2799 34 45
371095 205.918686 13.384573 0.02164 9.49 0.83 0.00 1.13321 -9.57 blue 5848 5 8
400676 118.017292 50.130823 0.02396 10.22 0.02 1.00 1.57447 -12.00 red 2799 34 45
562773 234.696343 14.071250 0.02330 8.88 0.01 0.00 0.91373 -10.80 red 10980 3 3
628528 188.102807 10.484684 0.02418 8.92 0.83 0.00 0.92551 -9.00 blue -99 -99 -99
563019 207.930655 21.338805 0.02677 8.89 0.58 0.00 0.91529 -9.12 blue 3471 45 68
364625 173.749455 15.685279 0.02051 9.90 0.00 1.00 1.34031 -12.24 red 1121 40 46
627773 181.606138 1.125185 0.02021 8.87 -1602890737368025.25 -99.00 0.91273 nan blue -99 -99 -99
261759 230.342639 48.415792 0.02662 10.53 0.01 1.00 2.01376 -12.81 red 12438 3 3
360194 146.125981 11.278963 0.02767 9.23 0.01 1.00 1.02947 -11.50 red 11681 3 3
371557 207.887323 14.110824 0.02458 10.35 2.86 0.00 1.72099 -9.90 blue 9050 14 19
401262 118.902114 54.130781 0.02391 8.95 0.32 0.00 0.93570 -9.45 blue 2610 4 5
194591 161.050901 6.758819 0.02064 10.64 -1701217852226834.25 -99.00 2.35584 nan blue -99 -99 -99
360251 145.247339 11.671482 0.02225 9.08 0.83 0.00 0.97960 -9.16 blue 9419 2 9
360332 145.727004 12.386479 0.01936 10.52 0.23 0.00 2.02266 -11.17 red 6618 3 5
693556 176.018830 11.298077 0.02563 9.87 0.51 0.00 1.31661 -10.16 blue 7432 6 10
694332 208.192825 14.992909 0.01894 8.92 0.20 0.00 0.92785 -9.61 blue 537 8 13
323759 177.354313 11.314748 0.02161 8.93 0.00 1.00 0.93077 -11.34 red 5674 19 21
634140 258.220415 35.093157 0.02549 9.84 1.99 0.00 1.30358 -9.55 blue -99 -99 -99
391881 231.268354 4.829816 0.02151 10.51 0.01 1.00 1.98772 -12.67 red 59 19 31
362313 159.728284 12.499102 0.02749 8.72 0.31 0.00 0.86279 -9.22 blue 577 12 17
501118 156.693026 23.224545 0.02129 9.03 0.00 0.00 0.96188 -11.49 red 5517 4 7
362322 159.742111 12.489232 0.02635 10.41 0.16 0.00 1.79581 -11.21 red 577 12 17
366505 174.874557 15.393676 0.02010 9.34 0.01 1.00 1.07303 -11.57 red 1121 40 46
261257 225.463586 50.429179 0.02581 9.40 0.14 0.00 1.09615 -10.27 blue 803 14 17
693483 177.036175 12.914728 0.02074 9.72 0.75 0.00 1.24040 -9.84 blue 2631 5 15
244232 128.353603 28.174497 0.02047 8.58 0.15 0.00 0.82774 -9.41 blue 4705 15 22
366734 177.725418 13.739910 0.02370 9.01 0.01 1.00 0.95510 -10.99 red 7129 9 11
501800 144.728113 17.040251 0.02772 9.32 0.14 0.00 1.06191 -10.18 blue 7305 2 5
324154 179.181990 12.108225 0.02151 8.83 0.79 0.00 0.90113 -8.94 blue 5695 8 12
631609 215.419479 53.156380 0.02156 2.64 -1919242441542914.00 -99.00 0.11937 nan blue -99 -99 -99
291417 158.671620 44.625359 0.02425 10.63 0.04 0.00 2.28990 -11.98 red 4408 11 14
324403 179.427752 13.397212 0.02322 8.89 0.31 0.00 0.91709 -9.40 blue 5596 4 8
565189 221.851284 17.672845 0.02049 8.78 0.32 0.00 0.88541 -9.28 blue 2627 10 12
363056 163.541713 13.732018 0.02166 9.90 0.00 1.00 1.33679 -12.34 red 577 12 17
612481 184.960814 48.870000 0.02372 10.03 0.87 0.00 1.42186 -10.09 blue -99 -99 -99
291469 157.830692 44.143739 0.02780 9.49 0.09 0.00 1.12997 -10.52 red 5163 5 9
402174 125.491128 57.080103 0.02646 9.64 0.37 0.00 1.19740 -10.07 blue -99 -99 -99
612795 160.906700 55.822889 0.02653 10.36 0.13 0.00 1.72803 -11.25 red -99 -99 -99
502220 149.771178 17.821475 0.02639 10.60 3.31 0.00 2.21493 -10.09 blue 3451 7 14
402272 124.554210 57.777512 0.02720 9.35 0.77 0.00 1.07440 -9.47 blue 297 29 43
402301 124.114595 58.090241 0.02749 10.18 0.07 0.00 1.53773 -11.35 red 297 29 43
257867 196.582231 57.605959 0.02747 9.62 0.32 0.00 1.18736 -10.11 blue 4993 24 28
361874 156.030599 13.617755 0.02340 10.56 1.21 0.00 2.10923 -10.48 blue 438 33 44
325400 184.355216 13.437231 0.02243 8.72 0.10 0.00 0.86799 -9.73 blue -99 -99 -99
276085 212.677608 38.718414 0.02561 8.83 0.20 0.00 0.89748 -9.53 blue 2281 25 39
402393 123.847521 58.394394 0.02602 9.54 0.21 0.00 1.15545 -10.22 blue 297 29 43
352798 225.102091 11.181324 0.02220 8.91 0.30 0.00 0.92319 -9.43 blue 1626 13 13
362121 156.036230 13.572951 0.02296 10.55 1.44 0.00 2.07490 -10.39 blue 438 33 44
289877 153.460361 38.375385 0.02176 10.39 0.02 1.00 1.77806 -12.02 red 1530 11 18
502646 150.604457 18.689270 0.02553 8.98 0.09 0.00 0.94337 -10.01 blue 3451 7 14
258395 202.062479 57.504181 0.02101 8.83 0.17 0.00 0.90065 -9.61 blue 7975 4 4
627778 181.663998 -3.203902 0.01950 7.86 0.18 0.00 0.65413 -8.61 blue -99 -99 -99
627780 181.671985 30.873062 0.02517 10.21 0.76 0.00 1.56312 -10.33 blue -99 -99 -99
362426 158.458258 12.878339 0.02521 10.62 1.85 0.00 2.27555 -10.36 blue 577 12 17
343941 258.192315 23.223584 0.02206 10.28 4.19 0.00 1.63841 -9.66 blue 2779 27 33
382666 211.400585 8.914589 0.02354 9.91 0.90 0.00 1.34387 -9.96 blue -99 -99 -99
402968 130.919362 61.455079 0.02729 9.34 0.06 0.00 1.06990 -10.59 red 420 30 40
601057 212.144571 9.201350 0.02380 10.21 -2453020114508922.50 -99.00 1.56660 nan blue -99 -99 -99
601190 218.341640 15.739296 0.02032 6.98 -1660370908946717.25 -99.00 0.49037 nan blue -99 -99 -99
653794 159.081663 13.446127 0.02218 10.21 3.06 0.00 1.56278 -9.72 blue 5892 2 7
631613 215.454748 2.027445 0.02574 9.14 1.70 0.00 0.99848 -8.91 blue -99 -99 -99
502921 151.620403 19.406452 0.02529 9.23 0.30 0.00 1.03106 -9.75 blue 13537 3 3
631614 215.460005 -0.727380 0.02660 9.14 0.27 0.00 0.99686 -9.70 blue -99 -99 -99
276549 214.132501 39.589043 0.02561 10.96 9.64 0.00 4.17174 -9.98 blue -99 -99 -99
325895 188.042521 11.489066 0.02566 8.77 0.15 0.00 0.88078 -9.61 blue 4453 5 10
276825 217.015216 38.807009 0.01883 8.84 0.02 1.00 0.90565 -10.54 red 5512 3 4
503086 154.435989 19.480986 0.02654 8.59 0.00 1.00 0.82847 -11.03 red 1681 25 31
503104 155.947939 19.177158 0.02677 9.92 0.01 1.00 1.34839 -11.97 red 1681 25 31
362932 162.750066 14.946311 0.02172 9.27 0.37 0.00 1.04832 -9.70 blue 577 12 17
567137 231.095431 15.488553 0.02333 10.29 0.86 0.00 1.64697 -10.36 blue 11494 2 2
368471 186.002399 14.687387 0.02473 8.23 0.20 0.00 0.73648 -8.93 blue -99 -99 -99
344305 253.102193 27.869679 0.02118 8.88 0.27 0.00 0.91629 -9.46 blue 1129 3 3
293233 167.125414 45.130780 0.02061 10.38 3.59 0.00 1.76945 -9.83 blue 927 16 19
293264 165.910107 45.179967 0.02050 10.47 0.54 0.00 1.91138 -10.74 red 881 29 39
663163 176.315313 19.392105 0.02265 10.46 1.14 0.00 1.88495 -10.40 blue -99 -99 -99
693590 178.447065 13.728806 0.02248 8.81 0.02 1.00 0.89396 -10.62 red 5596 4 8
293453 164.852358 46.089565 0.02106 9.40 0.00 1.00 1.09863 -12.57 red 3877 19 28
246475 144.701691 37.784160 0.02106 8.57 0.12 0.00 0.82530 -9.49 blue 11959 2 5
206941 199.361560 53.138859 0.02463 9.12 0.42 0.00 0.99302 -9.50 blue 12046 2 2
367313 180.589438 15.776907 0.02353 9.04 0.32 0.00 0.96600 -9.53 blue 12280 4 4
604650 243.788179 46.774523 0.01956 10.46 -1576371883019280.25 -99.00 1.88781 nan blue -99 -99 -99
367693 184.029891 14.210978 0.02241 8.73 0.05 0.00 0.87010 -10.05 blue 9021 2 7
367694 184.163813 14.293871 0.02372 8.54 0.02 1.00 0.81439 -10.14 blue -99 -99 -99
266594 214.886562 40.398116 0.02576 9.01 0.49 0.00 0.95452 -9.32 blue 2281 25 39
367968 183.105346 15.395967 0.02383 10.21 0.00 1.00 1.56446 -13.09 red 8952 2 5
266990 219.370222 40.760925 0.01936 8.83 0.09 0.00 0.90192 -9.86 blue 5512 3 4
375340 191.559859 9.768470 0.02395 9.10 0.00 1.00 0.98542 -12.12 red 5214 16 21
369685 194.570926 15.456957 0.02183 8.84 0.07 0.00 0.90396 -10.01 blue 670 19 25
369701 194.836572 14.788044 0.02185 10.02 0.00 1.00 1.41261 -12.85 red 670 19 25
369725 195.272341 15.752092 0.02168 8.68 0.00 0.00 0.85687 -11.28 red 670 19 25
694093 198.835224 13.091086 0.02497 10.56 0.42 0.00 2.09440 -10.93 red 10089 3 10
396878 232.649314 26.735645 0.02372 9.68 0.00 1.00 1.21721 -12.20 red 4894 6 13
370627 200.946978 15.396539 0.02393 8.77 0.06 0.00 0.88153 -10.00 blue 11751 2 2
261475 226.076049 48.501874 0.02517 9.26 36504913968841.81 -99.00 1.04349 4.30 blue 10426 14 18
346833 202.392552 11.636247 0.02175 10.13 0.00 1.00 1.49673 -13.01 red 11001 24 46
293446 164.361554 45.819566 0.02308 9.16 0.35 0.00 1.00505 -9.61 blue 7487 4 8
347034 202.269455 12.238587 0.02419 10.37 0.00 1.00 1.74643 -12.80 red -99 -99 -99
665236 180.983470 7.296591 0.02227 10.26 0.00 1.00 1.61587 -12.75 red 5357 8 8
293463 165.235890 46.402667 0.01884 9.02 0.17 0.00 0.96268 -9.79 blue 15183 2 2
347055 202.351092 11.797025 0.02155 10.42 0.01 1.00 1.82295 -12.40 red 11001 24 46
367113 179.294431 13.986367 0.02450 9.20 0.02 1.00 1.01999 -10.97 red 7129 9 11
370825 203.553493 13.825903 0.02352 9.68 31996019968730.09 -99.00 1.21907 3.83 blue 9796 3 7
376618 194.446636 8.684672 0.02757 9.94 0.39 0.00 1.36097 -10.35 blue 12917 2 8
347309 203.256092 12.051826 0.02511 8.84 0.10 0.00 0.90102 -9.83 blue 3192 7 16
406660 124.407564 21.603448 0.02233 8.78 0.06 0.00 0.88306 -10.01 blue 3004 4 7
329300 182.884806 7.660134 0.02708 9.75 0.63 0.00 1.25107 -9.95 blue 3569 10 10
370909 202.549322 13.606419 0.02504 9.74 0.14 0.00 1.24541 -10.59 red 11001 24 46
693622 180.900204 8.388409 0.02015 10.32 0.02 1.00 1.69137 -12.03 red 8238 5 7
369513 193.312066 15.622453 0.02550 8.72 0.27 0.00 0.86404 -9.29 blue 5061 10 16
347477 207.008128 10.950821 0.02295 8.82 0.00 1.00 0.89659 -11.45 red 6253 5 6
268410 234.588458 33.184767 0.02205 10.15 0.06 1.00 1.51249 -11.35 red 3207 9 10
293746 164.344152 40.931535 0.02732 10.12 0.98 0.00 1.48773 -10.13 blue 1714 44 50
610689 178.646406 23.880740 0.02108 10.32 0.15 0.00 1.69061 -11.15 red -99 -99 -99
367804 182.806448 14.165017 0.02119 8.79 0.04 0.00 0.88865 -10.21 blue 5810 11 13
371573 207.959360 14.844938 0.01908 8.96 0.06 0.00 0.94068 -10.20 blue 537 8 13
445234 202.507355 31.010068 0.02443 10.20 2.46 0.00 1.55455 -9.81 blue -99 -99 -99
266558 215.634665 40.591740 0.01902 9.34 0.12 0.00 1.07414 -10.24 blue -99 -99 -99
371834 207.600706 13.857089 0.02342 8.97 0.00 1.00 0.94224 -11.97 red 9050 14 19
294189 167.844288 47.408736 0.02512 8.90 0.28 0.00 0.91924 -9.46 blue 5310 21 35
329949 186.829388 7.284060 0.02512 8.77 0.09 0.00 0.87927 -9.81 blue -99 -99 -99
368134 184.048855 13.992307 0.02569 9.82 0.34 0.00 1.28817 -10.28 blue 9021 2 7
693995 183.799092 14.293753 0.02728 9.32 0.16 0.00 1.06221 -10.12 blue 4226 5 6
612300 177.779388 43.452453 0.01971 9.30 0.47 0.00 1.05777 -9.63 blue -99 -99 -99
378115 199.314569 6.401690 0.02354 10.51 0.25 0.00 1.98820 -11.11 red 5734 6 8
330856 188.824863 6.543326 0.02416 10.62 0.26 0.00 2.26013 -11.21 red 8456 4 7
263630 246.157683 38.274119 0.02755 8.67 0.19 0.00 0.84920 -9.38 blue -99 -99 -99
372372 121.147928 50.708556 0.02272 10.01 0.17 0.00 1.40425 -10.77 red 2799 34 45
370654 200.930242 14.425045 0.02365 9.57 0.67 0.00 1.16808 -9.74 blue 11211 3 9
367552 180.778284 15.165298 0.02416 9.58 0.41 0.00 1.17219 -9.97 blue 12280 4 4
348860 214.299548 10.611770 0.02315 10.05 0.06 0.00 1.43473 -11.25 red 10527 32 49
628016 184.176528 14.277798 0.02351 9.68 0.04 1.00 1.21785 -11.11 red 9021 2 7
378358 199.310380 7.680364 0.02451 9.90 0.39 0.00 1.33440 -10.31 blue 5644 4 8
331144 211.064659 35.800677 0.02711 10.78 0.02 1.00 2.91451 -12.45 red 2727 32 45
367862 181.482224 14.289618 0.02372 9.51 0.27 0.00 1.14127 -10.07 blue 7129 9 11
675182 201.041759 9.661707 0.02412 9.94 3.29 0.00 1.35871 -9.42 blue 11211 3 9
372727 122.679955 52.521982 0.01893 9.15 0.09 0.00 1.00685 -10.21 blue 9623 8 10
368037 183.279267 16.085635 0.02597 10.60 0.01 1.00 2.20553 -12.57 red 4869 19 32
349164 212.805812 11.372544 0.02419 9.46 0.44 0.00 1.12145 -9.82 blue 8203 4 8
573110 177.854284 60.246760 0.01952 8.45 0.12 0.00 0.79427 -9.39 blue -99 -99 -99
627789 181.747770 -0.609798 0.02270 10.79 0.09 0.00 2.99430 -11.81 red -99 -99 -99
297531 181.713001 42.995695 0.02344 10.59 2.27 0.00 2.17694 -10.23 blue 8133 4 9
368159 184.170394 14.316306 0.02341 8.95 0.01 1.00 0.93741 -10.85 red 9021 2 7
627791 181.770476 33.209993 0.02366 8.98 0.53 0.00 0.94570 -9.26 blue 8586 6 16
331502 213.678255 35.886425 0.02752 9.36 0.16 0.00 1.08013 -10.15 blue 2727 32 45
409173 137.346463 27.619903 0.02275 9.00 0.33 0.00 0.95308 -9.48 blue 261 22 30
368309 183.527819 15.404964 0.02619 9.06 0.01 1.00 0.96919 -11.20 red 5146 3 4
297613 182.635761 46.819153 0.02480 9.34 0.12 0.00 1.07270 -10.26 blue 3753 19 22
646585 110.097600 32.369220 0.02519 10.46 1.27 0.00 1.88374 -10.36 blue -99 -99 -99
409454 138.155029 30.046102 0.02645 8.97 0.00 1.00 0.94052 -11.69 red 3104 7 16
249998 225.122559 41.276358 0.02758 9.28 0.21 0.00 1.04711 -9.96 blue 6014 3 6
409646 138.984220 27.795226 0.02755 9.34 0.51 0.00 1.07229 -9.64 blue 3104 7 16
295898 172.327429 40.642748 0.02159 9.35 0.55 0.00 1.07864 -9.61 blue 15131 3 4
573670 163.155781 8.006771 0.02165 8.73 0.20 0.00 0.87003 -9.44 blue 10445 28 44
371550 207.763359 13.982574 0.02039 8.59 0.21 0.00 0.82994 -9.26 blue 537 8 13
282207 221.199365 40.820016 0.02438 9.90 0.96 0.00 1.33437 -9.91 blue 1907 19 22
349647 214.418825 10.583322 0.02713 10.37 0.16 0.00 1.74543 -11.16 red 10527 32 49
349667 214.261887 10.732559 0.02308 9.61 0.07 0.00 1.18700 -10.78 red 10527 32 49
296064 177.013782 46.174576 0.02486 10.54 0.00 1.00 2.03918 -12.85 red 9439 3 5
693215 208.034827 14.116210 0.02268 10.93 0.19 0.00 3.93847 -11.65 red 9050 14 19
368820 186.784360 14.238822 0.02427 8.85 0.16 0.00 0.90449 -9.64 blue 4453 5 10
694206 198.447781 13.679237 0.02286 9.12 0.03 1.00 0.99181 -10.61 red 11065 2 3
270842 163.320635 43.450953 0.02583 10.46 0.00 1.00 1.88213 -13.07 red 1012 24 26
359054 118.797118 46.300352 0.02258 9.61 0.33 0.00 1.18547 -10.09 blue 7519 3 3
349873 217.325455 12.189303 0.02571 9.79 0.10 0.00 1.27230 -10.79 red 3107 10 10
370509 201.180385 13.764139 0.02364 9.31 0.07 0.00 1.06067 -10.47 blue 11001 24 46
370547 201.129529 13.479269 0.02369 9.89 0.66 0.00 1.32859 -10.07 blue 11001 24 46
349894 217.009798 12.026370 0.02668 10.07 0.57 0.00 1.44312 -10.31 blue 8992 4 7
350013 215.291538 13.947837 0.02021 8.82 0.42 0.00 0.89659 -9.20 blue 4163 5 5
675988 202.949551 14.132033 0.02446 10.36 0.38 0.00 1.72487 -10.78 red 3192 7 16
271164 165.935106 43.857778 0.02546 10.06 1.41 0.00 1.43822 -9.91 blue 1012 24 26
379484 202.351221 9.948764 0.02271 9.04 0.00 1.00 0.96478 -11.90 red 11001 24 46
684853 230.695143 37.700314 0.02369 9.90 0.01 1.00 1.33766 -11.90 red 3207 9 10
379649 203.263838 6.584083 0.02140 9.66 0.53 0.00 1.21244 -9.94 blue 7814 32 50
371277 205.875257 15.050961 0.02366 10.06 0.51 0.00 1.44478 -10.36 blue 9796 3 7
627794 181.793372 -0.260148 0.02240 8.56 0.00 0.00 0.82111 -12.14 red -99 -99 -99
379770 203.126832 7.717006 0.02366 9.01 0.20 0.00 0.95625 -9.72 blue 7814 32 50
694175 206.712469 14.415121 0.02182 10.18 1.28 0.00 1.54249 -10.08 blue 5848 5 8
212782 117.108600 27.298045 0.02642 10.24 0.01 1.00 1.59019 -12.34 red 6887 16 18
299566 189.611365 46.959458 0.02558 8.89 0.38 0.00 0.91519 -9.30 blue 11801 3 3
379990 203.770379 9.560898 0.02386 8.86 0.69 0.00 0.90816 -9.02 blue 7033 4 4
371529 207.118744 14.318839 0.02386 9.05 0.56 0.00 0.96815 -9.30 blue 9796 3 7
513301 162.636236 15.911916 0.02104 10.13 1.38 0.00 1.49608 -9.99 blue 577 12 17
374616 141.559184 62.226477 0.02535 9.42 0.38 0.00 1.10412 -9.84 blue 1569 24 30
373402 127.365212 55.015132 0.02545 10.49 0.02 1.00 1.93487 -12.21 red 420 30 40
212993 117.389960 28.747445 0.02771 8.98 0.11 0.00 0.94352 -9.92 blue 11471 21 32
371900 208.897084 14.589773 0.01914 8.96 0.25 0.00 0.94089 -9.55 blue 537 8 13
369924 196.822680 13.646658 0.02679 9.73 0.00 1.00 1.23933 -12.25 red 4280 8 12
272087 172.538476 43.414097 0.02411 9.58 0.67 0.00 1.17398 -9.76 blue 4836 4 6
647384 125.032379 58.033888 0.02621 10.08 0.29 0.00 1.45704 -10.62 red 420 30 40
646590 110.371814 31.117469 0.02586 10.60 -2745901331287446.00 -99.00 2.20344 nan blue -99 -99 -99
380211 205.257912 9.933073 0.02352 8.72 0.17 0.00 0.86526 -9.49 blue 7033 4 4
412037 145.726642 33.641007 0.02745 9.58 0.34 0.00 1.16919 -10.04 blue 968 12 14
646592 110.387048 15.245313 0.02766 10.84 -3405290886824119.00 -99.00 3.26886 nan blue -99 -99 -99
402324 123.698485 58.208908 0.02503 10.41 0.02 0.00 1.80327 -12.08 red 297 29 43
402347 123.414660 58.135245 0.02703 10.73 0.03 1.00 2.69085 -12.20 red 297 29 43
373547 124.946503 56.200094 0.02510 10.04 1.24 0.00 1.42695 -9.95 blue 420 30 40
298199 184.386459 43.757406 0.02412 9.13 0.13 0.00 0.99712 -10.02 blue 7378 3 4
298223 184.738556 43.612266 0.02399 10.70 0.25 0.00 2.55903 -11.30 red 7378 3 4
272837 177.650592 46.034203 0.02482 9.14 0.19 0.00 0.99733 -9.85 blue 9439 3 5
375609 191.770646 9.936478 0.02374 8.96 0.15 0.00 0.94078 -9.79 blue 5214 16 21
514174 164.877681 18.852170 0.02012 10.15 0.09 0.00 1.51271 -11.21 red 1325 49 63
270293 162.147391 41.645740 0.02502 9.88 1.08 0.00 1.32342 -9.85 blue 8870 4 6
268058 227.483822 36.833066 0.02306 8.93 0.08 0.00 0.92887 -10.01 blue 3207 9 10
300527 196.323438 41.987292 0.02384 8.99 0.14 0.00 0.95053 -9.85 blue 1732 3 5
334455 230.686984 29.769601 0.02292 10.24 2.48 0.00 1.59056 -9.84 blue 206 16 20
412945 149.111624 35.527733 0.02731 9.66 1.00 0.00 1.20493 -9.66 blue 2489 4 10
300698 195.788184 47.447886 0.02469 9.26 0.00 1.00 1.04018 -11.62 red 8131 17 19
374457 136.892950 62.397421 0.02623 9.13 0.00 1.00 0.99601 -11.46 red 1569 24 30
353053 225.896081 11.647874 0.02300 9.32 0.40 0.00 1.06606 -9.72 blue 11494 2 2
353137 226.635619 9.470960 0.02776 9.69 0.36 0.00 1.22171 -10.14 blue 9218 4 5
373344 129.983837 55.567280 0.02531 9.94 0.13 0.00 1.36024 -10.84 red 533 27 30
347494 206.768159 11.106278 0.02280 10.38 0.11 1.00 1.75657 -11.35 red 6253 5 6
373540 125.015778 56.426931 0.02516 10.38 3.56 0.00 1.75433 -9.83 blue 420 30 40
515497 167.113901 22.618558 0.02160 9.74 1.00 0.00 1.25205 -9.75 blue -99 -99 -99
273832 186.000240 45.943987 0.02257 9.69 0.52 0.00 1.22522 -9.97 blue 7346 7 17
301373 199.381779 47.676646 0.02698 10.40 0.12 0.00 1.78147 -11.33 red 4897 3 7
362536 159.386679 13.849231 0.02319 9.32 1.67 0.00 1.06653 -9.10 blue 438 33 44
273851 186.333552 45.662636 0.02392 9.14 0.00 0.00 0.99797 -11.58 red 7346 7 17
403999 143.179604 68.017935 0.02456 8.86 0.03 0.00 0.90885 -10.44 blue 12534 3 5
299833 191.013193 41.168907 0.02372 10.66 0.27 0.00 2.39608 -11.22 red 4194 3 5
382388 208.953567 7.117132 0.02391 9.24 0.19 0.00 1.03478 -9.96 blue 9884 6 13
404052 143.043942 67.570797 0.02386 9.57 26652736146157.94 -99.00 1.16891 3.85 blue 4409 11 17
269204 153.744952 40.863523 0.02363 10.39 0.81 0.00 1.77425 -10.48 blue 3700 10 18
348199 211.565349 11.192320 0.02288 9.71 0.04 0.00 1.23271 -11.09 red 8731 3 9
374522 138.352542 61.932048 0.02537 9.07 0.16 0.00 0.97391 -9.87 blue 1569 24 30
374568 142.785948 62.453475 0.02535 8.88 0.00 1.00 0.91226 -11.47 red 1569 24 30
363519 166.252466 14.895017 0.02065 9.90 2.02 0.00 1.34025 -9.60 blue 438 33 44
382717 210.583848 9.091588 0.01995 9.21 0.02 1.00 1.02579 -11.00 red 13919 21 38
271672 171.620045 43.310311 0.02417 9.18 0.67 0.00 1.01475 -9.36 blue 4836 4 6
579324 161.384617 24.150058 0.02100 10.42 -1784194301393005.25 -99.00 1.82415 nan blue 7964 17 25
516946 168.375103 23.177006 0.02070 9.86 1.26 0.00 1.31433 -9.76 blue 2340 5 13
659879 171.232196 13.222062 0.02006 10.28 0.01 1.00 1.63776 -12.52 red 1121 40 46
373325 127.312098 55.522955 0.02568 10.61 2.69 0.00 2.24007 -10.18 blue 420 30 40
348556 211.826192 12.887199 0.02731 10.50 0.34 0.00 1.95947 -10.97 red 892 20 28
348596 211.038115 13.067224 0.02484 10.19 1.31 0.00 1.54408 -10.07 blue 2193 21 29
269864 156.715823 41.888564 0.02295 10.56 0.01 1.00 2.09549 -12.78 red 6286 4 13
383171 212.893216 8.591173 0.02437 9.50 0.00 1.00 1.13877 -12.11 red 5783 36 56
348690 210.760330 14.004173 0.02708 8.79 0.12 0.00 0.88544 -9.71 blue 892 20 28
