NSAID RA DEC redshift mstars sfr sfr_err rvir log_sSFR color filID filNgal0p5 filNgal1p0
379658 203.357185 6.353568 0.02041 8.57 0.04 0.00 0.82575 -9.98 blue 7814 32 50
151395 196.494341 3.956443 0.02337 10.71 0.53 0.00 2.58521 -10.98 red 10437 5 6
693809 188.143008 14.579854 0.02388 9.02 -2334331219640714.50 -99.00 0.95878 nan blue -99 -99 -99
694136 204.256998 9.014509 0.02274 9.61 0.19 0.00 1.18496 -10.32 blue 7814 32 50
172592 233.987051 -0.880087 0.02574 8.76 0.07 0.00 0.87651 -9.90 blue 1076 9 10
370422 200.743183 14.844057 0.02215 9.01 0.21 0.00 0.95474 -9.69 blue 11211 3 9
380002 203.405812 9.498050 0.02377 9.78 0.42 0.00 1.26993 -10.16 blue 7033 4 4
676145 203.342717 9.527296 0.02378 9.76 1.89 0.00 1.26101 -9.49 blue 7033 4 4
380034 203.266506 9.502955 0.02319 9.40 0.99 0.00 1.09551 -9.40 blue 7814 32 50
694109 201.215311 13.581266 0.02255 10.06 2.77 0.00 1.44563 -9.62 blue 11211 3 9
694368 203.310416 10.284153 0.02380 9.31 0.20 0.00 1.06084 -10.02 blue 3192 7 16
694185 200.575131 13.967007 0.02437 8.66 0.07 0.00 0.84934 -9.80 blue 11211 3 9
231706 127.743695 31.365622 0.02755 8.71 0.31 0.00 0.86161 -9.22 blue 6319 10 13
370820 203.700733 13.744283 0.02217 9.35 80818869998029.98 -99.00 1.07596 4.56 blue 11001 24 46
349133 213.006369 11.848048 0.02742 9.76 0.79 0.00 1.25782 -9.86 blue 892 20 28
387468 238.938679 5.253308 0.02641 8.78 1.03 0.00 0.88349 -8.77 blue -2147483648 -99 -99
676250 203.733110 13.742159 0.02312 11.18 8.60 0.00 6.47102 -10.25 blue 9796 3 7
387998 212.126156 6.135408 0.02449 9.60 0.94 0.00 1.18209 -9.63 blue 9884 6 13
370847 203.098895 13.752402 0.02585 9.60 0.55 0.00 1.17965 -9.86 blue 3192 7 16
380472 205.795436 7.767434 0.02319 8.56 0.03 0.00 0.82043 -10.02 blue 9636 3 8
222957 247.282285 39.148473 0.02699 10.27 0.08 0.00 1.62307 -11.34 red 3737 44 71
679774 212.121553 7.057859 0.01982 10.29 2.77 0.00 1.65087 -9.85 blue 2904 8 13
151696 199.004631 4.375334 0.02608 9.05 0.95 0.00 0.96875 -9.08 blue 196 24 30
144306 255.597173 36.784628 0.02401 9.12 0.19 0.00 0.99069 -9.83 blue 8394 5 9
694361 201.102630 9.740406 0.02321 9.52 1.05 0.00 1.14683 -9.50 blue 11211 3 9
694157 208.519357 13.593844 0.02217 10.64 1.03 0.00 2.34554 -10.63 red 9050 14 19
173387 120.203150 26.986272 0.02284 9.72 0.03 0.00 1.23717 -11.19 red 1562 12 16
371559 207.747349 13.937473 0.02233 9.18 0.17 0.00 1.01362 -9.95 blue 9050 14 19
379642 203.831352 6.591925 0.02427 9.83 0.78 0.00 1.29355 -9.93 blue 7814 32 50
379652 203.257204 7.120077 0.02268 10.18 0.00 1.00 1.53968 -13.03 red 7814 32 50
379670 203.176097 6.758176 0.02237 9.12 0.10 0.00 0.99288 -10.12 blue 7814 32 50
355328 233.677344 8.335591 0.01965 9.87 0.41 0.00 1.32289 -10.26 blue -99 -99 -99
381376 209.448478 7.396291 0.02355 10.65 2.40 0.00 2.35393 -10.26 blue 9884 6 13
381391 209.078515 8.235810 0.02295 9.23 0.35 0.00 1.03171 -9.69 blue 8506 7 10
379777 203.233804 7.287787 0.02527 9.83 1.45 0.00 1.29701 -9.67 blue 7814 32 50
349673 214.175259 10.704680 0.02479 9.49 0.01 0.00 1.13361 -11.44 red 10527 32 49
681382 216.810709 11.339074 0.02777 10.91 2.29 0.00 3.72069 -10.55 red 8992 4 7
389048 214.442975 7.526459 0.02433 9.56 0.02 0.00 1.16201 -11.30 red 5783 36 56
173649 123.559722 28.658320 0.01982 8.96 0.18 0.00 0.94228 -9.71 blue 665 19 22
350038 215.779112 13.757019 0.02769 8.79 0.83 0.00 0.88591 -8.88 blue 12079 3 6
380105 203.387596 10.156088 0.02391 8.82 0.29 0.00 0.89562 -9.35 blue 3192 7 16
382070 210.619726 9.315676 0.01910 9.00 0.00 1.00 0.95420 -11.68 red 13919 21 38
679339 211.015139 12.004725 0.02413 10.03 1.88 0.00 1.42091 -9.76 blue 8731 3 9
389295 216.916840 6.041436 0.02436 9.88 1.05 0.00 1.32340 -9.86 blue 59 19 31
382079 210.325438 10.118794 0.02278 10.16 0.01 1.00 1.52190 -12.03 red 13919 21 38
381929 208.578473 8.418995 0.02287 9.99 81830670844917.30 -99.00 1.39624 3.92 blue 8506 7 10
341259 233.377171 41.096114 0.01888 9.16 0.02 1.00 1.00944 -10.97 red 3951 6 7
389041 214.438795 7.423731 0.02340 9.56 0.34 0.00 1.16280 -10.02 blue 5783 36 56
381947 208.536589 9.412745 0.02290 9.45 0.77 0.00 1.11751 -9.56 blue 8506 7 10
382083 210.561418 9.782305 0.02245 10.33 0.02 1.00 1.69872 -12.14 red 13919 21 38
350483 217.762412 11.593024 0.02574 9.08 0.02 0.00 0.97655 -10.89 red 3107 10 10
389094 214.812521 7.021171 0.02509 10.59 2.72 0.00 2.16524 -10.15 blue 5783 36 56
389540 218.381446 6.519670 0.02582 9.51 0.39 0.00 1.14161 -9.92 blue 6753 4 13
232809 138.132704 35.858750 0.02332 9.39 0.56 0.00 1.09282 -9.64 blue 690 22 43
148061 178.098001 3.974396 0.02255 9.87 0.01 1.00 1.32260 -12.10 red 1266 10 14
200575 185.907233 54.050949 0.02066 8.71 0.50 0.00 0.86506 -9.02 blue 5025 9 10
389710 218.115497 5.576838 0.02730 9.62 0.01 1.00 1.18656 -11.81 red 14659 2 2
350648 218.621699 12.360793 0.02659 9.05 0.28 0.00 0.96779 -9.61 blue 3107 10 10
382402 209.741168 7.254000 0.02461 9.48 1.62 0.00 1.12763 -9.27 blue 9884 6 13
350685 218.159161 12.319157 0.02243 8.79 0.74 0.00 0.88814 -8.92 blue 1184 4 5
341537 234.664841 40.410987 0.02760 9.20 0.14 0.00 1.01811 -10.04 blue 524 10 22
233141 140.120373 36.835590 0.02359 9.41 0.05 1.00 1.10123 -10.71 red -99 -99 -99
389846 219.742552 6.516708 0.02663 9.90 0.56 0.00 1.33521 -10.16 blue 6753 4 13
349127 212.560525 11.472559 0.02745 9.83 0.94 0.00 1.29340 -9.86 blue 892 20 28
389868 220.099346 6.307212 0.02367 10.48 3.60 0.00 1.92880 -9.93 blue 59 19 31
152045 199.604703 3.976844 0.02098 8.51 0.42 0.00 0.80961 -8.89 blue 5925 7 12
382710 210.496902 8.937695 0.01971 10.83 0.01 1.00 3.25941 -12.74 red 13919 21 38
296769 178.359886 46.363579 0.01890 8.67 0.30 0.00 0.85452 -9.19 blue -99 -99 -99
382685 210.676038 9.164189 0.01958 9.22 0.01 1.00 1.03132 -11.20 red 13919 21 38
382861 211.909390 9.675430 0.02356 10.32 0.07 0.00 1.68684 -11.46 red 7844 10 17
380977 208.985766 5.926566 0.02430 10.23 0.52 0.00 1.58618 -10.52 red 9884 6 13
383045 213.520621 8.127253 0.02418 9.24 0.07 0.00 1.03328 -10.39 blue 5783 36 56
373760 130.392032 56.709260 0.02603 9.67 1.17 0.00 1.21074 -9.60 blue 297 29 43
693821 187.302448 9.151095 0.01934 10.79 -1571928052817250.75 -99.00 3.03322 nan blue -99 -99 -99
349546 214.550633 13.992813 0.02608 8.96 0.07 0.00 0.93734 -10.12 blue 8992 4 7
383403 214.691842 7.586060 0.02507 9.82 0.12 0.00 1.28832 -10.74 red 5783 36 56
381194 207.064707 7.367255 0.02327 8.82 0.08 0.00 0.89679 -9.95 blue -99 -99 -99
383148 212.384668 8.674273 0.02574 9.70 0.58 0.00 1.22914 -9.94 blue 4113 4 4
381205 207.579826 7.793267 0.02410 9.63 0.93 0.00 1.19724 -9.66 blue 9636 3 8
349652 214.621743 10.947927 0.02543 8.92 0.14 0.00 0.92452 -9.77 blue 10527 32 49
383182 213.152384 9.739814 0.02551 8.94 0.69 0.00 0.93153 -9.10 blue 4113 4 4
373902 128.867802 57.827683 0.02628 8.96 0.07 0.00 0.93845 -10.10 blue 297 29 43
221909 240.618267 44.541449 0.02071 9.82 0.00 1.00 1.29114 -13.06 red 4664 8 9
381388 208.997684 7.976369 0.02327 9.07 0.17 0.00 0.97530 -9.84 blue 8506 7 10
363508 165.929464 14.785548 0.02110 8.93 0.22 0.00 0.93150 -9.59 blue 438 33 44
350324 217.925437 9.849799 0.02623 9.51 0.51 0.00 1.13886 -9.80 blue 3107 10 10
679637 211.712910 9.320898 0.02403 9.84 2.35 0.00 1.30150 -9.47 blue 7844 10 17
350365 217.005339 11.607057 0.02749 9.40 46304758980837.80 -99.00 1.09446 4.26 blue 8992 4 7
383429 214.601279 7.884602 0.02411 9.71 0.00 1.00 1.23352 -13.02 red 5783 36 56
382858 211.871811 9.772564 0.02312 8.84 0.08 0.00 0.90300 -9.92 blue 7844 10 17
152745 203.730041 4.964703 0.02290 9.00 0.03 0.00 0.95391 -10.51 red 7814 32 50
350373 217.071935 11.197902 0.02672 9.30 0.00 1.00 1.05436 -12.65 red 8992 4 7
208459 212.626342 52.538180 0.02774 9.32 0.44 0.00 1.06087 -9.67 blue 6172 7 7
152863 206.779743 3.622329 0.02264 9.67 0.47 0.00 1.21336 -10.00 blue 9636 3 8
198758 172.713788 55.063544 0.02046 9.81 0.01 1.00 1.28519 -11.94 red 1678 24 33
381812 210.467713 8.785949 0.02026 10.15 700554008079109849088.00 -99.00 1.51397 10.70 blue 13919 21 38
681578 217.442927 11.766962 0.02482 10.34 0.90 0.00 1.70182 -10.38 blue 3107 10 10
383878 218.579948 8.986740 0.02731 10.12 0.33 0.00 1.48748 -10.61 red 6617 3 3
148553 179.387715 4.791395 0.02568 9.90 77969637531134.67 -99.00 1.33632 3.99 blue 10513 6 6
383181 212.966591 9.752527 0.02549 9.61 0.63 0.00 1.18508 -9.81 blue 4113 4 4
381994 210.088549 9.958430 0.02289 9.07 0.01 1.00 0.97729 -10.97 red 13919 21 38
384160 219.670010 8.608025 0.02583 9.36 0.63 0.00 1.07878 -9.56 blue 13497 2 2
382117 211.121878 9.597605 0.02338 9.12 0.13 0.00 0.99350 -10.02 blue 7844 10 17
391572 228.401739 4.529207 0.02483 9.58 1.67 0.00 1.16997 -9.35 blue 10866 7 7
153052 205.495439 4.763539 0.02340 9.65 0.00 1.00 1.20537 -12.43 red 3291 8 12
383614 218.917397 8.298471 0.02618 8.96 0.03 0.00 0.93773 -10.47 blue 13497 2 2
175536 139.668579 39.458415 0.02722 8.98 0.47 0.00 0.94533 -9.31 blue 3485 41 46
694330 207.579528 14.351653 0.02316 9.12 0.08 0.00 0.99158 -10.20 blue 9050 14 19
694335 208.501610 12.538430 0.02350 8.11 -2345736713101861.50 -99.00 0.70865 nan blue -99 -99 -99
364708 174.908164 14.649330 0.02697 9.11 0.31 0.00 0.98758 -9.62 blue 12768 2 2
392371 232.516348 4.381991 0.02588 9.35 0.61 0.00 1.07510 -9.56 blue 10866 7 7
383887 218.635413 8.380072 0.02626 8.91 0.28 0.00 0.92221 -9.46 blue 13497 2 2
209323 224.314358 47.247975 0.02475 9.15 0.01 1.00 1.00112 -11.40 red 10426 14 18
165009 143.184619 48.796348 0.02639 9.77 0.03 1.00 1.26165 -11.31 red 6868 2 3
152633 203.712473 4.236779 0.02290 8.56 0.29 1.00 0.82071 -9.10 blue 7814 32 50
350873 221.416124 9.417735 0.02413 8.89 0.39 0.00 0.91698 -9.30 blue 1184 4 5
152643 203.769007 3.660525 0.02130 8.84 0.01 1.00 0.90239 -11.07 red 9948 3 4
392505 231.379711 6.320201 0.02151 8.84 0.27 0.00 0.90154 -9.41 blue 5906 5 7
152711 203.579503 5.539990 0.02273 8.93 0.28 0.00 0.92924 -9.48 blue -99 -99 -99
298046 182.520606 42.289523 0.02269 9.77 2.00 0.00 1.26396 -9.47 blue 10957 3 10
382742 210.490218 9.348483 0.01940 8.83 0.03 1.00 0.89966 -10.33 blue 13919 21 38
208896 217.724183 50.595165 0.02719 8.92 0.11 0.00 0.92348 -9.88 blue 6385 3 4
146141 144.520887 46.115727 0.02639 8.92 0.15 0.00 0.92590 -9.74 blue -99 -99 -99
152997 205.428112 4.274091 0.02306 9.86 1.02 0.00 1.31404 -9.85 blue 3291 8 12
353221 226.008028 8.552695 0.02733 8.66 0.18 0.00 0.84659 -9.40 blue 9218 4 5
146251 144.450688 47.850458 0.02457 8.93 0.45 0.00 0.92909 -9.28 blue 6822 23 38
393362 210.428189 34.684970 0.02699 9.27 0.24 0.00 1.04260 -9.88 blue 3133 7 11
298325 184.429175 47.082263 0.02389 9.15 0.36 0.00 1.00132 -9.60 blue 7346 7 17
383160 212.452526 9.858501 0.02413 10.36 0.75 0.00 1.73318 -10.48 blue 8203 4 8
376055 193.418578 9.500584 0.02449 10.06 0.12 0.00 1.43811 -10.98 red 13744 3 3
176170 143.315774 42.338801 0.02767 9.68 0.65 0.00 1.21816 -9.87 blue 3364 8 9
393317 211.119494 34.599934 0.02767 9.50 1.30 0.00 1.13442 -9.39 blue 3133 7 11
236343 174.142162 10.997613 0.02596 10.42 1.04 0.00 1.81539 -10.40 blue 7432 6 10
210015 227.110982 47.505825 0.01904 8.80 0.00 1.00 0.89189 -11.79 red 3779 6 9
393618 211.107049 35.611868 0.02726 9.89 2.50 0.00 1.32604 -9.49 blue 2727 32 45
693461 174.041548 10.055549 0.02068 10.40 0.89 0.00 1.79034 -10.45 blue 3755 12 16
345161 192.492714 11.263868 0.02473 9.47 1.02 0.00 1.12358 -9.46 blue 13744 3 3
693471 175.873396 10.344651 0.02005 9.79 -1618260219284781.75 -99.00 1.27573 nan blue -99 -99 -99
236572 175.854876 8.696611 0.02135 8.77 0.00 1.00 0.88045 -11.37 red 5674 19 21
236594 176.485215 9.733776 0.02105 9.20 30661779384479.76 -99.00 1.02206 4.29 blue 5674 19 21
352042 223.319496 11.381492 0.02229 8.49 0.42 0.00 0.80367 -8.87 blue 1626 13 13
153779 209.198108 5.526333 0.02405 10.41 0.20 0.00 1.79888 -11.11 red 9884 6 13
236607 175.618836 9.197094 0.02633 8.77 0.04 1.00 0.88068 -10.13 blue 7432 6 10
354236 229.777760 9.775286 0.02151 9.28 1.10 0.00 1.05183 -9.24 blue 5906 5 7
345692 195.368130 12.563618 0.02210 9.34 0.76 0.00 1.07249 -9.45 blue 1488 13 18
386664 233.040433 6.764481 0.02127 9.98 0.01 1.00 1.39071 -12.18 red 5906 5 7
376914 195.718547 10.094402 0.02424 10.63 0.18 0.00 2.30957 -11.38 red 8560 4 4
345704 197.728375 11.730238 0.02509 9.34 0.61 0.00 1.07144 -9.55 blue 6138 4 7
377063 195.699426 6.785802 0.02380 9.61 0.26 0.00 1.18725 -10.20 blue 8560 4 4
383935 219.012655 8.333455 0.02665 8.99 0.31 0.00 0.94906 -9.51 blue 13497 2 2
685456 233.231957 42.438257 0.01970 10.08 0.07 0.00 1.46208 -11.26 red 3951 6 7
377119 194.908821 6.446338 0.02117 8.66 0.12 0.00 0.85011 -9.59 blue 4183 3 3
693799 194.632326 8.217445 0.02764 10.69 1.44 0.00 2.51691 -10.53 red 12917 2 8
210911 233.948280 43.351985 0.02013 9.80 0.00 1.00 1.28161 -13.11 red 12958 23 35
362611 162.828568 12.958702 0.02678 8.58 0.34 0.00 0.82462 -9.04 blue 2699 8 12
366892 177.737429 15.527398 0.02133 10.10 0.00 1.00 1.47413 -13.20 red 5695 8 12
387195 235.734951 5.775521 0.02591 9.38 0.02 1.00 1.08769 -11.15 red 10866 7 7
696509 152.564913 -1.010903 0.02130 8.31 0.23 0.00 0.75704 -8.94 blue -99 -99 -99
694348 197.013663 11.299231 0.02522 8.99 0.22 0.00 0.94921 -9.65 blue -99 -99 -99
694364 202.342049 9.061499 0.02269 8.88 0.03 0.00 0.91461 -10.34 blue 7814 32 50
194307 159.616271 5.808842 0.02739 9.44 0.33 0.00 1.10894 -9.92 blue 4321 41 55
384158 219.567133 8.431058 0.02572 9.17 0.67 0.00 1.00804 -9.34 blue 13497 2 2
346350 202.041360 11.443597 0.02207 10.06 0.09 0.00 1.44233 -11.12 red 11001 24 46
298971 187.192729 46.520612 0.02514 9.33 0.27 0.00 1.06671 -9.89 blue 7370 2 5
225744 125.878040 4.299519 0.02746 10.95 0.04 1.00 4.07058 -12.31 red 12337 6 6
387399 237.563160 6.874615 0.02460 9.55 0.01 1.00 1.15948 -11.38 red 10980 3 3
225724 125.772315 4.363403 0.02666 10.12 0.90 0.00 1.48683 -10.17 blue 8756 2 7
694038 190.455539 11.591476 0.02777 11.69 4.52 0.00 17.97600 -11.04 red 553 9 15
236111 172.364207 10.628236 0.01958 9.02 1.52 0.00 0.96039 -8.84 blue -99 -99 -99
360921 150.517564 12.363716 0.02157 9.47 0.00 1.00 1.12549 -11.94 red 1095 15 15
169562 209.685551 -2.810345 0.02381 10.11 0.00 1.00 1.48172 -13.05 red 8004 12 15
210903 233.855056 43.474450 0.01896 9.07 0.00 0.00 0.97745 -11.89 red 12958 23 35
670855 192.193102 47.714835 0.02377 8.98 1.56 0.00 0.94630 -8.79 blue 2305 7 12
378645 198.319211 9.508516 0.02355 9.30 0.59 0.00 1.05900 -9.53 blue 5644 4 8
177158 153.752608 46.756753 0.02464 9.87 0.11 0.00 1.31874 -10.83 red 4200 23 29
388269 211.936123 7.216031 0.02412 10.55 0.71 0.00 2.07094 -10.70 red 9884 6 13
211443 238.090819 40.860173 0.02536 8.99 0.18 0.00 0.94808 -9.73 blue 6528 5 5
685733 235.550281 6.644819 0.02611 9.91 5.57 0.00 1.33849 -9.16 blue 10866 7 7
388369 214.417100 6.181284 0.02122 8.42 0.11 0.00 0.78406 -9.39 blue 12762 2 2
355735 235.618680 7.763884 0.01898 9.10 0.08 0.00 0.98844 -10.19 blue 9264 6 6
663072 176.153211 10.786993 0.02065 9.73 0.01 1.00 1.24354 -11.77 red 2631 5 15
368260 182.989583 15.388358 0.02304 9.31 0.00 1.00 1.06100 -12.54 red 8952 2 5
155974 141.034361 43.291745 0.02478 8.34 0.09 0.00 0.76352 -9.41 blue 7484 3 6
388793 214.606730 7.256393 0.02455 9.53 0.22 0.00 1.15178 -10.19 blue 5783 36 56
368518 185.481739 13.906479 0.02391 8.83 0.26 0.00 0.89969 -9.41 blue 4453 5 10
156101 152.994674 47.279866 0.02439 9.44 0.38 0.00 1.11220 -9.86 blue 4200 23 29
177741 153.286956 56.089560 0.02565 10.27 0.58 0.00 1.62348 -10.51 red 1406 35 44
388906 215.238899 6.215592 0.02459 9.61 0.00 0.00 1.18369 -12.03 red 59 19 31
346875 202.177399 11.575467 0.02441 9.34 40097720183119.64 -99.00 1.07207 4.26 blue 11001 24 46
693858 186.924170 9.608058 0.02465 8.36 0.03 0.00 0.76805 -9.85 blue -99 -99 -99
693866 184.709679 12.897035 0.02046 9.10 0.52 0.00 0.98660 -9.38 blue 670 19 25
693867 184.734183 13.478491 0.02725 8.88 0.41 0.00 0.91190 -9.26 blue 4226 5 6
388949 214.532892 5.563795 0.02420 8.91 0.36 0.00 0.92175 -9.35 blue 9884 6 13
693870 184.448420 11.493548 0.02423 7.95 -2449864852933803.50 -99.00 0.67210 nan blue -99 -99 -99
360357 145.442014 11.889180 0.02277 9.73 4.09 0.00 1.24368 -9.12 blue 9419 2 9
693197 202.227957 10.038070 0.02295 10.16 3.61 0.00 1.52204 -9.60 blue 11001 24 46
347045 202.335166 11.916123 0.02107 10.15 0.00 1.00 1.51643 -12.81 red 11001 24 46
347105 202.879482 11.971366 0.02680 9.17 0.31 0.00 1.00812 -9.68 blue 5734 6 8
389594 219.406423 5.346654 0.02777 10.43 0.14 0.00 1.82304 -11.29 red 6753 4 13
694372 203.750919 8.045485 0.02358 8.59 0.19 0.00 0.82999 -9.31 blue -99 -99 -99
694374 204.503997 10.239935 0.02394 9.43 0.28 0.00 1.10735 -9.99 blue 7033 4 4
379659 203.556089 6.281881 0.02273 8.95 0.46 0.00 0.93691 -9.29 blue 7814 32 50
355045 232.146212 10.181015 0.02198 9.29 0.31 0.00 1.05353 -9.80 blue 5906 5 7
237881 179.765155 10.742495 0.02104 8.65 0.07 0.00 0.84838 -9.82 blue 6859 3 5
178085 155.739145 55.913680 0.02509 10.13 3.66 0.00 1.49642 -9.57 blue 1577 10 13
379748 203.090524 7.455852 0.02434 10.18 0.48 0.00 1.53439 -10.50 blue 7814 32 50
379754 202.926853 7.475333 0.02219 9.18 0.01 1.00 1.01342 -11.20 red 7814 32 50
178130 155.914551 57.184970 0.02522 9.72 0.50 0.00 1.24004 -10.02 blue 8496 4 15
178159 156.669148 57.182137 0.02433 9.25 0.02 0.00 1.03813 -10.92 red 8496 4 15
226714 133.686418 4.301905 0.02370 9.25 0.81 0.00 1.03796 -9.34 blue 4887 12 17
300697 195.776456 47.282675 0.02496 9.38 -15248692750888.69 -99.00 1.08884 nan blue 8131 17 19
363134 162.829930 14.215247 0.02208 9.14 0.11 0.00 0.99859 -10.08 blue 577 12 17
397728 237.805352 25.701910 0.02147 10.77 0.60 0.00 2.90741 -10.99 red 659 5 7
693476 176.106057 11.561627 0.02043 9.81 0.39 0.00 1.28711 -10.22 blue 2631 5 15
156526 154.716494 48.499791 0.02539 9.37 0.47 0.00 1.08446 -9.70 blue 9861 5 5
348581 211.427971 13.438995 0.02726 9.52 0.84 0.00 1.14507 -9.60 blue 892 20 28
300899 198.996676 41.498833 0.02101 8.78 0.45 0.00 0.88366 -9.13 blue 5389 6 13
156607 156.194162 48.439805 0.02526 9.49 0.91 0.00 1.13095 -9.53 blue 9861 5 5
227694 138.671796 6.564009 0.02035 9.34 0.16 0.00 1.07572 -10.15 blue 15138 2 4
389329 216.586811 6.163880 0.02420 9.26 0.03 0.00 1.04185 -10.81 red 59 19 31
348974 212.657777 10.151831 0.02428 9.74 0.36 0.00 1.24886 -10.18 blue 10527 32 49
212884 116.252819 27.476631 0.02721 9.86 0.01 1.00 1.31258 -11.75 red 11471 21 32
397871 239.155455 23.314113 0.02734 9.58 1.10 0.00 1.16800 -9.53 blue 413 26 31
239316 188.164948 9.795229 0.02438 8.88 0.17 0.00 0.91345 -9.65 blue 5279 4 4
171353 223.779600 -1.302599 0.02288 9.70 0.28 0.00 1.22696 -10.25 blue 59 19 31
349244 214.034908 11.484154 0.02513 9.22 0.03 0.00 1.02594 -10.78 red 10527 32 49
238889 186.669932 9.014889 0.02394 9.41 0.59 0.00 1.09876 -9.64 blue 8456 4 7
694106 200.904281 13.973702 0.02159 9.88 1.37 0.00 1.32541 -9.74 blue 11211 3 9
390015 220.741481 5.136702 0.02686 10.31 1.26 0.00 1.67124 -10.21 blue 9922 2 6
227536 138.646220 6.566742 0.02078 9.23 0.53 0.00 1.03361 -9.51 blue 15138 2 4
213362 119.103403 30.072484 0.02612 9.11 0.10 0.00 0.98750 -10.12 blue 11471 21 32
693135 189.655516 10.475908 0.02427 10.52 0.57 0.00 1.99306 -10.76 red 5214 16 21
302023 204.950915 40.676833 0.02730 8.87 0.16 0.00 0.91022 -9.67 blue 13526 2 2
152069 199.671768 4.431812 0.02106 8.91 0.00 1.00 0.92354 -11.43 red -99 -99 -99
390804 224.437057 6.626950 0.02147 10.85 1.29 0.00 3.34270 -10.74 red 1626 13 13
399160 110.347140 41.699983 0.02336 9.33 0.01 1.00 1.06734 -11.56 red 159 8 9
302123 201.696486 40.830754 0.02670 9.92 0.84 0.00 1.34753 -10.00 blue 1042 8 14
348719 211.023441 13.903839 0.02734 8.73 0.16 0.00 0.86761 -9.52 blue 892 20 28
678661 209.455963 9.873398 0.02270 10.66 0.02 1.00 2.42106 -12.40 red 8506 7 10
172256 231.350971 -1.502549 0.02747 10.57 0.00 0.00 2.11870 -12.89 red 1076 9 10
348862 214.180083 10.885399 0.02590 11.05 0.72 0.00 4.97776 -11.19 red 10527 32 49
349685 214.386334 11.481811 0.02573 9.77 0.60 0.00 1.26253 -9.99 blue 10527 32 49
172263 231.214766 -1.676186 0.02743 9.74 0.12 0.00 1.24424 -10.64 red 1076 9 10
371409 207.291750 13.347007 0.02402 9.68 0.35 0.00 1.22101 -10.15 blue 7033 4 4
213307 118.036896 29.638884 0.02664 8.86 0.20 0.00 0.90654 -9.56 blue 11471 21 32
389019 214.249799 7.110824 0.02521 9.33 0.35 0.00 1.06766 -9.79 blue 5783 36 56
389076 214.620275 7.216919 0.02494 9.11 0.14 0.00 0.98899 -9.96 blue 5783 36 56
389097 215.054551 7.055429 0.02319 10.68 0.05 0.00 2.46667 -11.94 red 59 19 31
349061 212.227646 11.942319 0.01938 8.87 0.31 0.00 0.91412 -9.39 blue 4542 3 5
220410 224.940320 52.977708 0.01894 8.74 0.50 0.00 0.87383 -9.04 blue -99 -99 -99
371635 208.840335 14.027198 0.02371 9.82 0.00 1.00 1.28927 -12.68 red 9050 14 19
391445 229.615956 4.675592 0.02605 10.45 0.29 0.00 1.86220 -10.98 red 10866 7 7
154255 116.664658 26.370613 0.02684 8.74 0.02 1.00 0.86963 -10.44 blue 13839 2 2
157374 162.887101 51.013867 0.02393 9.76 0.00 1.00 1.25971 -12.82 red 7540 18 23
154287 117.400031 26.905771 0.02349 10.74 1.00 0.00 2.75835 -10.74 red 1562 12 16
157400 163.100086 50.909918 0.02538 9.34 0.06 0.00 1.07072 -10.59 red 7540 18 23
208818 217.198966 49.100856 0.02704 10.10 0.40 0.00 1.47239 -10.50 red 6385 3 4
152553 205.385595 4.194208 0.02375 9.51 0.00 1.00 1.14086 -12.10 red 9636 3 8
172926 115.876596 22.930537 0.02424 10.44 0.02 1.00 1.84621 -12.07 red 9760 4 4
157721 165.833295 50.755307 0.02090 9.37 0.04 0.00 1.08672 -10.72 red 5948 8 20
350392 217.224977 11.300731 0.02614 9.90 0.23 0.00 1.33786 -10.54 red 8992 4 7
382718 210.637236 9.079775 0.02009 10.29 0.00 1.00 1.65148 -12.72 red 13919 21 38
152743 203.523880 4.780464 0.02253 9.32 0.01 1.00 1.06542 -11.38 red 7814 32 50
173101 118.388742 25.131231 0.02127 9.13 0.00 0.00 0.99634 -11.99 red 1562 12 16
152777 204.462937 5.251169 0.02270 10.28 0.56 0.00 1.64007 -10.53 red 7814 32 50
400346 116.934813 48.222913 0.02162 10.22 1.45 0.00 1.57815 -10.06 blue 6953 6 8
349905 217.118019 12.389386 0.02038 8.85 0.23 0.00 0.90703 -9.48 blue 4163 5 5
400353 116.272068 48.763129 0.02141 11.00 0.31 0.00 4.50615 -11.51 red -99 -99 -99
400583 117.373129 50.109748 0.02340 9.08 0.61 0.00 0.97850 -9.29 blue 2799 34 45
209562 223.304003 48.675558 0.02592 9.82 0.31 0.00 1.28908 -10.32 blue 803 14 17
158167 172.621932 50.765271 0.02614 10.13 0.05 0.00 1.49355 -11.41 red 4039 17 25
400617 117.764425 50.255328 0.02090 9.96 0.02 0.00 1.37393 -11.67 red 2799 34 45
152850 207.411607 4.238277 0.02345 11.27 0.08 0.00 7.65486 -12.38 red 9636 3 8
229587 136.837882 41.214334 0.02641 9.37 0.21 0.00 1.08326 -10.04 blue 13515 2 2
197230 162.375776 51.921394 0.02425 10.11 0.10 0.00 1.48261 -11.09 red 3405 5 11
158204 171.735742 50.596998 0.02321 10.53 0.21 0.00 2.03738 -11.22 red 8613 2 4
240059 145.459676 7.231681 0.02581 8.96 0.26 0.00 0.93812 -9.55 blue 3912 5 7
367872 182.155983 16.142794 0.02262 10.83 0.59 0.00 3.25673 -11.07 red 3682 9 13
693495 178.075877 10.597432 0.02141 9.63 0.59 0.00 1.19451 -9.85 blue 5674 19 21
