NSAID RA DEC redshift mstars sfr sfr_err rvir log_sSFR color
137146 203.919104 61.747162 0.03130 9.29 0.03 1.00 0.15746 -10.84 red
253683 148.057919 9.714702 0.03036 9.19 0.06 0.00 0.15216 -10.45 blue
220000 222.774753 53.497427 0.02980 9.26 0.20 0.00 0.15603 -9.97 blue
228355 144.048656 6.725659 0.02797 9.78 1.27 0.00 0.19024 -9.68 blue
99851 251.740079 41.939633 0.03269 9.82 1.32 0.00 0.19268 -9.70 blue
235677 168.154636 9.469470 0.02925 9.28 0.33 0.00 0.15707 -9.76 blue
246600 147.839985 38.331163 0.02725 9.32 0.31 0.00 0.15968 -9.83 blue
250832 121.894039 5.758699 0.03060 10.61 0.01 1.00 0.33307 -12.86 red
226502 132.434385 4.957846 0.03157 9.10 0.30 0.00 0.14719 -9.63 blue
246050 142.157312 36.769858 0.02813 10.35 0.00 1.00 0.25804 -13.15 red
246636 149.039325 38.145235 0.01977 8.98 0.29 0.00 0.14214 -9.52 blue
235861 172.277041 8.988587 0.02065 10.80 1.75 0.00 0.46023 -10.56 red
245619 139.297710 34.253128 0.02226 9.66 0.24 0.00 0.18134 -10.28 blue
246788 147.471251 38.906683 0.01779 10.33 0.23 0.00 0.25492 -10.97 red
146042 142.768326 45.764797 0.02679 10.44 0.33 0.00 0.27606 -10.92 red
222922 245.773141 41.332878 0.02972 9.11 0.01 0.00 0.14766 -11.19 red
245822 142.172724 35.171115 0.01807 9.29 0.17 0.00 0.15856 -10.07 blue
222997 247.192440 39.463158 0.02604 10.37 150755764908608.66 -99.00 0.26186 3.81 blue
245830 142.488844 35.511165 0.02340 8.92 0.02 0.00 0.13909 -10.58 red
685633 234.663768 2.725768 0.03193 10.55 0.75 0.00 0.30848 -10.67 red
246987 188.408304 49.121230 0.02415 9.81 0.01 1.00 0.19252 -11.98 red
223073 246.295868 38.648240 0.02897 9.70 0.00 1.00 0.18413 -12.43 red
100164 251.773511 43.815970 0.02718 9.83 1.66 0.00 0.19382 -9.60 blue
146163 144.215309 46.830456 0.01608 8.37 0.00 1.00 0.11603 -10.78 red
247106 190.448767 50.620071 0.02958 9.38 0.56 0.00 0.16296 -9.63 blue
245890 140.944129 35.483401 0.02659 10.07 1.26 0.00 0.21748 -9.97 blue
128175 113.678445 30.018896 0.02681 10.33 0.06 0.00 0.25310 -11.59 red
684406 229.045305 10.509670 0.02150 10.91 8.67 0.00 0.56198 -9.97 blue
246551 146.347161 38.396140 0.02489 8.64 0.22 0.00 0.12631 -9.31 blue
247148 192.128908 50.187305 0.02794 9.89 1.15 0.00 0.19941 -9.83 blue
223258 246.874346 39.720767 0.03247 9.97 0.06 0.00 0.20563 -11.19 red
223300 246.671042 40.180715 0.02895 9.73 0.78 0.00 0.18616 -9.84 blue
220892 227.864963 52.547530 0.01894 8.66 0.09 0.00 0.12783 -9.72 blue
223314 247.281055 39.627379 0.02726 9.88 0.03 0.00 0.19873 -11.48 red
250819 121.883278 5.534215 0.03108 10.19 0.00 1.00 0.23153 -12.52 red
98496 244.029520 51.982695 0.03271 9.23 0.37 0.00 0.15416 -9.66 blue
236631 176.338364 9.802256 0.02108 9.05 0.47 0.00 0.14556 -9.38 blue
245741 138.217777 35.390983 0.02705 9.26 0.46 0.00 0.15611 -9.60 blue
223504 246.680224 38.367218 0.02853 8.80 0.26 0.00 0.13311 -9.38 blue
251784 134.278331 8.329406 0.02829 9.76 0.76 0.00 0.18852 -9.88 blue
246279 143.864406 37.366611 0.02064 8.82 0.04 0.00 0.13440 -10.27 blue
247309 191.674495 50.729896 0.02720 9.93 1.06 0.00 0.20284 -9.90 blue
137233 207.320073 61.535928 0.03007 10.51 1.92 0.00 0.29659 -10.23 blue
246963 188.923353 48.909597 0.02846 10.49 0.16 0.00 0.29130 -11.29 red
223560 247.681892 38.545233 0.02963 9.14 0.33 0.00 0.14958 -9.62 blue
146302 169.664517 3.697575 0.02368 9.01 0.48 0.00 0.14334 -9.33 blue
223596 248.318029 39.232422 0.02966 10.21 0.00 1.00 0.23380 -13.34 red
254980 172.020501 55.941908 0.01886 9.50 0.34 0.00 0.17119 -9.97 blue
145369 130.988631 39.605421 0.02472 10.17 0.00 1.00 0.22923 -12.53 red
245545 136.960203 33.468107 0.02635 10.64 0.39 0.00 0.34882 -11.05 red
245635 139.035000 34.245905 0.02373 8.46 0.13 0.00 0.11919 -9.36 blue
687120 251.781731 0.930118 0.02450 10.64 -2286755018405539.00 -99.00 0.35082 nan blue
227638 139.742697 6.231455 0.03058 8.90 0.32 0.00 0.13729 -9.39 blue
128375 115.750096 32.331770 0.02911 8.83 0.10 1.00 0.13461 -9.82 blue
146618 172.033007 3.878820 0.03256 9.65 0.66 0.00 0.17978 -9.83 blue
229360 133.598836 39.250847 0.02793 10.21 0.08 0.00 0.23436 -11.30 red
245860 141.792124 35.290941 0.01627 9.95 0.23 0.00 0.20553 -10.58 red
136940 204.798514 61.506022 0.03107 11.19 9.73 0.00 0.97445 -10.20 blue
245905 140.120980 35.189938 0.02504 8.83 0.19 0.00 0.13491 -9.55 blue
246403 146.422749 37.451286 0.02234 9.29 0.10 0.00 0.15793 -10.27 blue
251565 132.282818 7.373103 0.02938 10.39 0.00 1.00 0.26601 -12.90 red
236905 176.727921 10.407240 0.02590 9.11 0.26 0.00 0.14842 -9.71 blue
255328 174.941154 56.152494 0.03110 8.88 0.13 0.00 0.13641 -9.75 blue
247507 195.940324 48.534680 0.02966 8.47 0.12 0.00 0.11890 -9.37 blue
247933 197.327762 48.989750 0.03099 9.86 0.03 0.00 0.19650 -11.34 red
141831 239.667646 48.682416 0.01994 10.78 0.27 0.00 0.44698 -11.35 red
236623 176.409674 9.620965 0.02106 9.50 33886683576577.98 -99.00 0.17059 4.03 blue
686905 248.222794 46.362640 0.03100 9.12 -3907795451483326.00 -99.00 0.14831 nan blue
150823 192.205536 3.720751 0.03049 8.44 0.00 1.00 0.11801 -10.80 red
137467 210.581473 60.801591 0.02974 9.76 1.19 0.00 0.18847 -9.69 blue
248353 202.661448 49.136579 0.01638 9.51 0.00 1.00 0.17187 -11.86 red
247011 188.494996 50.165076 0.03031 9.71 1.84 0.00 0.18448 -9.44 blue
246254 142.633131 37.066984 0.02757 9.07 0.10 0.00 0.14623 -10.07 blue
228258 141.351909 7.647587 0.03081 9.94 1.30 0.00 0.20353 -9.83 blue
246918 190.194782 49.966077 0.02663 10.02 0.17 0.00 0.21187 -10.79 red
141820 239.041288 47.867466 0.02007 9.11 0.33 0.00 0.14862 -9.59 blue
150914 191.127060 3.751916 0.02934 9.82 0.56 0.00 0.19273 -10.07 blue
98645 246.306255 46.784035 0.02894 9.21 0.02 1.00 0.15309 -11.01 red
228358 144.013117 6.693537 0.02799 8.94 0.19 0.00 0.13941 -9.67 blue
248698 204.716083 47.871229 0.02752 10.10 1.37 0.00 0.22025 -9.96 blue
84629 158.949628 3.922184 0.02731 9.48 0.40 0.00 0.16887 -9.87 blue
228430 142.902054 6.952397 0.03184 10.13 1.81 0.00 0.22344 -9.87 blue
247219 192.946290 49.580910 0.03195 9.33 1.54 0.00 0.15960 -9.14 blue
248025 196.583441 49.305778 0.03280 10.01 1.71 0.00 0.21026 -9.78 blue
221870 237.868131 47.660991 0.02089 10.04 0.44 0.00 0.21461 -10.40 blue
247317 191.737998 50.779030 0.02703 9.19 0.27 0.00 0.15210 -9.75 blue
146155 143.555734 46.461608 0.02646 9.09 0.84 0.00 0.14726 -9.17 blue
678461 209.016031 38.302746 0.01888 10.49 5.48 0.00 0.29249 -9.75 blue
247421 193.310271 49.926490 0.03266 9.92 0.01 1.00 0.20159 -11.83 red
230362 117.022219 22.900787 0.02854 10.63 0.01 1.00 0.34207 -12.76 red
146214 144.239256 48.294116 0.02498 9.49 0.12 0.00 0.16958 -10.40 blue
142207 238.976424 47.140106 0.01859 8.64 0.15 0.00 0.12702 -9.48 blue
256798 185.989612 58.380657 0.01514 9.72 0.00 1.00 0.18629 -12.31 red
150926 191.081268 4.425388 0.02969 9.69 1.04 0.00 0.18271 -9.67 blue
247577 194.153222 48.451109 0.02956 9.39 0.47 0.00 0.16363 -9.73 blue
228702 127.226362 34.651663 0.02105 10.10 3.59 0.00 0.22110 -9.54 blue
230559 117.669821 23.494320 0.01854 10.37 1.46 0.00 0.26369 -10.21 blue
676507 204.574079 48.278064 0.02770 10.91 0.83 1.00 0.56135 -10.99 red
687122 251.786020 53.934361 0.02892 10.76 1.50 0.00 0.42015 -10.58 red
249231 211.865834 46.950934 0.02619 9.39 0.00 1.00 0.16381 -12.48 red
225649 125.848277 4.437788 0.03231 9.75 89340347042661.19 -99.00 0.18750 4.20 blue
97342 237.888787 51.098659 0.03245 10.05 1.20 0.00 0.21364 -9.96 blue
228602 144.046481 7.991853 0.01630 8.72 0.16 0.00 0.13031 -9.53 blue
225705 126.487813 4.484780 0.02890 9.31 0.06 0.00 0.15853 -10.50 red
247787 197.424283 49.825314 0.02983 9.24 0.18 0.00 0.15501 -9.99 blue
97359 238.793544 51.520978 0.03201 9.49 0.26 0.00 0.16954 -10.07 blue
247876 198.251048 49.016171 0.02971 9.36 0.36 0.00 0.16136 -9.80 blue
146517 168.330162 4.740341 0.02646 9.31 0.01 1.00 0.15878 -11.54 red
225765 125.907900 4.259494 0.02819 10.38 0.00 1.00 0.26270 -12.99 red
686767 245.999054 41.137858 0.03029 9.35 0.64 0.00 0.16081 -9.54 blue
249790 219.130150 44.420935 0.02125 8.82 0.00 1.00 0.13462 -11.52 red
99493 247.730865 45.880049 0.03269 10.62 0.01 1.00 0.33578 -12.74 red
230996 122.374330 25.828971 0.02485 9.16 0.18 0.00 0.15077 -9.91 blue
231001 122.384225 26.283416 0.02542 9.86 1.51 0.00 0.19649 -9.68 blue
135926 192.079247 63.042384 0.02505 9.67 0.79 0.00 0.18219 -9.78 blue
226007 128.421955 6.196292 0.03012 9.92 0.07 1.00 0.20192 -11.06 red
193207 155.372735 5.941773 0.02885 10.41 5.19 0.00 0.26918 -9.69 blue
238196 182.459188 9.344867 0.02747 8.91 0.42 0.00 0.13834 -9.29 blue
647301 124.009048 28.624751 0.01992 10.45 2.85 0.00 0.28176 -10.00 blue
145549 130.630654 40.475359 0.02884 10.26 0.65 0.00 0.24163 -10.45 blue
257667 196.806565 58.135037 0.02754 10.66 3.21 0.00 0.35809 -10.15 blue
686812 246.855144 42.679714 0.03138 11.32 1.10 0.00 1.27252 -11.28 red
247664 195.016912 50.696758 0.02330 8.95 0.23 0.00 0.14023 -9.58 blue
248309 200.705035 49.089993 0.02909 9.10 0.02 1.00 0.14731 -10.77 red
142711 244.676052 42.702762 0.03256 9.68 0.15 0.00 0.18233 -10.51 red
136133 196.639570 61.455455 0.02717 10.42 0.24 0.00 0.27246 -11.04 red
238450 183.496762 10.944491 0.01964 8.84 0.17 0.00 0.13570 -9.61 blue
222960 246.996471 38.719890 0.03035 9.65 49932604957147.66 -99.00 0.17979 4.05 blue
249380 214.783286 45.792257 0.02697 8.77 0.00 1.00 0.13203 -11.11 red
146894 174.170678 4.833385 0.03199 9.45 0.05 1.00 0.16683 -10.74 red
222984 246.677032 39.145217 0.02833 9.27 0.49 0.00 0.15668 -9.58 blue
84715 157.906052 4.018637 0.02983 10.32 1.33 0.00 0.25060 -10.19 blue
229713 136.713769 41.423926 0.02778 9.40 33794640527506.28 -99.00 0.16417 4.13 blue
229478 135.788070 40.506642 0.02909 9.19 0.24 0.00 0.15234 -9.81 blue
223005 247.221699 39.559963 0.02916 10.00 2.03 0.00 0.20944 -9.69 blue
226111 129.243304 5.188682 0.03055 9.70 0.12 0.00 0.18367 -10.62 red
249525 219.937611 44.717867 0.02691 9.29 0.01 1.00 0.15793 -11.38 red
226258 130.324707 3.885269 0.02764 9.19 0.04 1.00 0.15223 -10.64 red
229285 134.921554 39.529641 0.02739 9.44 0.04 0.00 0.16638 -10.83 red
138241 218.346645 57.808597 0.02451 9.05 0.25 0.00 0.14510 -9.65 blue
142813 245.722265 44.121246 0.02594 8.67 0.08 1.00 0.12743 -9.77 blue
226269 130.027433 3.744135 0.02949 9.03 0.00 1.00 0.14404 -11.54 red
693868 187.202953 9.014902 0.02159 8.83 0.35 0.00 0.13485 -9.28 blue
142831 245.553192 43.493450 0.03262 9.68 84445042844864.86 -99.00 0.18199 4.25 blue
229882 139.068442 42.332636 0.02927 10.66 0.34 0.00 0.35848 -11.13 red
142838 245.662015 43.464658 0.03200 11.13 1.20 0.00 0.86220 -11.05 red
147002 172.250122 3.853990 0.02190 8.70 0.16 0.00 0.12907 -9.48 blue
248665 205.686470 47.603220 0.02801 8.96 0.00 1.00 0.14044 -11.38 red
238925 186.631644 8.975736 0.02452 9.31 34154534970461.87 -99.00 0.15901 4.23 blue
229958 139.284061 43.186302 0.03037 10.33 0.03 1.00 0.25272 -11.83 red
250481 234.660388 36.958341 0.01859 10.48 0.06 1.00 0.28891 -11.67 red
231792 128.081265 31.190863 0.03120 9.73 2.97 0.00 0.18548 -9.25 blue
249876 223.984093 42.159783 0.02721 9.55 1.10 0.00 0.17387 -9.51 blue
231806 128.372767 31.175199 0.02741 8.79 0.35 0.00 0.13261 -9.25 blue
249889 222.254992 42.463900 0.01821 10.41 2.56 0.00 0.27248 -10.01 blue
229800 141.127551 42.108336 0.02896 9.11 0.68 0.00 0.14810 -9.28 blue
239106 186.156485 10.839049 0.02617 10.28 3.62 0.00 0.24508 -9.72 blue
85238 161.009215 4.663016 0.02659 10.47 2.76 0.00 0.28485 -10.03 blue
250540 233.732890 37.597654 0.02733 10.36 0.25 0.00 0.25967 -10.97 red
223261 247.082378 39.959151 0.03142 10.43 0.10 0.00 0.27366 -11.42 red
226604 133.641852 6.331614 0.02879 9.48 1.33 0.00 0.16904 -9.36 blue
229894 138.769999 41.996944 0.02792 10.61 0.94 0.00 0.33453 -10.64 red
152223 199.391171 4.856841 0.02062 8.69 0.00 1.00 0.12877 -11.85 red
223271 247.245297 39.803058 0.03238 10.33 0.00 1.00 0.25334 -13.15 red
100411 251.715561 44.887633 0.02556 8.89 0.13 0.00 0.13750 -9.77 blue
138660 224.751383 55.472779 0.01892 9.10 0.07 0.00 0.14809 -10.24 blue
685635 234.669252 41.005552 0.02260 9.68 0.44 0.00 0.18270 -10.04 blue
248395 204.512764 48.329652 0.02837 9.48 0.01 1.00 0.16864 -11.71 red
223298 246.480322 40.779056 0.02967 9.14 0.02 1.00 0.14922 -10.92 red
229921 137.996510 41.371366 0.02851 8.91 0.34 0.00 0.13831 -9.38 blue
250796 122.340083 5.615521 0.02743 9.15 0.37 0.00 0.15027 -9.58 blue
100533 252.184050 39.502476 0.02914 9.76 1.91 0.00 0.18821 -9.48 blue
129480 122.334836 39.134047 0.03263 10.11 1.97 0.00 0.22076 -9.82 blue
250170 227.671051 41.162210 0.03162 9.67 0.41 0.00 0.18130 -10.05 blue
230044 145.568497 44.197683 0.02355 8.81 0.15 0.00 0.13388 -9.63 blue
687139 252.057748 49.623251 0.02167 10.09 0.07 0.00 0.22022 -11.27 red
250187 228.375919 40.878433 0.02891 9.62 0.00 1.00 0.17801 -12.48 red
147307 174.876570 3.662563 0.02645 9.76 0.61 0.00 0.18895 -9.98 blue
250203 228.898122 41.092817 0.03128 9.81 0.14 0.00 0.19221 -10.66 red
223501 246.869311 38.869108 0.02767 10.71 0.00 1.00 0.38724 -13.30 red
662631 175.245898 5.064315 0.01941 10.43 2.99 0.00 0.27526 -9.95 blue
230082 144.639943 44.626711 0.02468 10.24 0.51 0.00 0.23892 -10.53 red
255975 178.719063 57.302199 0.01908 9.85 0.59 0.00 0.19643 -10.07 blue
256106 182.676555 56.540990 0.02668 8.85 0.00 1.00 0.13545 -11.41 red
138514 221.155421 58.202271 0.02867 10.17 0.83 0.00 0.22908 -10.25 blue
152629 203.663591 4.129959 0.02292 10.47 0.09 1.00 0.28543 -11.51 red
681675 217.753073 25.488272 0.01513 9.83 1.60 0.00 0.19563 -9.63 blue
142921 248.855032 40.928355 0.03192 9.96 1.00 0.00 0.20497 -9.96 blue
152647 203.457728 4.444833 0.02217 9.72 0.34 0.00 0.18611 -10.20 blue
229755 137.618138 41.321580 0.02930 9.66 0.32 0.00 0.18056 -10.15 blue
223517 247.204676 39.149017 0.02982 9.76 0.10 0.00 0.18856 -10.76 red
230230 116.099226 21.009090 0.02877 9.26 0.71 0.00 0.15590 -9.41 blue
223527 246.957160 38.392336 0.03278 8.89 0.48 0.00 0.13691 -9.21 blue
143019 247.153403 41.064142 0.03077 9.63 0.05 0.00 0.17858 -10.97 red
143030 247.526530 40.314717 0.03165 10.11 0.00 1.00 0.22111 -12.91 red
239587 188.897063 10.379751 0.03195 10.00 0.34 0.00 0.20950 -10.48 blue
142615 247.036821 42.893793 0.03163 9.74 0.77 0.00 0.18635 -9.85 blue
251250 128.745031 6.470194 0.02962 9.16 0.65 0.00 0.15026 -9.34 blue
240285 146.858655 8.537122 0.03119 9.01 0.28 0.00 0.14263 -9.56 blue
251286 127.856511 6.696839 0.02968 8.85 0.23 0.00 0.13544 -9.50 blue
194225 160.960663 6.762955 0.02749 10.35 0.23 1.00 0.25652 -10.99 red
143116 246.943157 40.656519 0.03253 9.85 0.01 0.00 0.19560 -11.74 red
194279 160.099826 6.715474 0.01920 8.41 0.09 0.00 0.11765 -9.48 blue
230607 119.396652 25.013971 0.01564 9.25 0.05 0.00 0.15638 -10.59 red
250728 123.016501 5.475091 0.02994 10.56 0.46 0.00 0.31359 -10.90 red
256774 185.193923 57.792674 0.03248 10.86 2.65 0.00 0.50631 -10.43 blue
143219 247.216953 42.812011 0.03158 10.79 1.96 0.00 0.44740 -10.50 blue
148001 179.397856 4.558275 0.01973 9.66 0.00 1.00 0.18158 -12.19 red
143350 250.094956 39.943070 0.03244 10.39 0.12 0.00 0.26542 -11.30 red
152826 205.114365 5.012345 0.02260 9.56 0.71 0.00 0.17457 -9.71 blue
143426 248.064481 39.626417 0.02679 9.27 0.13 0.00 0.15693 -10.15 blue
152879 206.552867 3.505846 0.02332 9.37 0.13 0.00 0.16268 -10.25 blue
230445 118.882715 23.042463 0.02911 9.19 0.43 0.00 0.15203 -9.55 blue
249395 214.422103 45.465822 0.02745 10.34 0.02 1.00 0.25458 -12.01 red
231004 122.115480 26.372570 0.02729 9.90 0.12 0.00 0.20009 -10.81 red
240249 146.650247 8.176346 0.02584 9.77 0.12 0.00 0.18960 -10.70 red
249568 217.911764 44.975007 0.03209 9.45 0.31 0.00 0.16653 -9.96 blue
143535 247.750620 40.247629 0.03194 10.44 0.00 1.00 0.27489 -13.03 red
152913 206.007516 4.047578 0.02432 8.86 0.14 0.00 0.13601 -9.72 blue
72238 205.742575 3.254118 0.01827 10.00 0.67 0.00 0.21041 -10.17 blue
231104 122.759277 27.076418 0.01881 8.90 0.13 0.00 0.13863 -9.80 blue
255646 176.799534 57.845871 0.03083 10.19 0.01 1.00 0.23133 -12.44 red
687661 256.683289 43.081575 0.02586 10.44 0.67 0.00 0.27838 -10.62 red
249860 224.641221 42.499526 0.02437 9.12 0.12 0.00 0.14891 -10.05 blue
153150 206.806149 5.669920 0.03074 8.99 0.14 0.00 0.14201 -9.86 blue
647069 120.866938 25.102683 0.02757 10.22 0.18 1.00 0.23498 -10.97 red
665035 180.595671 4.329846 0.02142 10.87 0.05 1.00 0.52006 -12.14 red
249923 223.787769 43.818586 0.01857 10.56 2.85 0.00 0.31563 -10.10 blue
138982 225.130783 55.369385 0.02627 9.07 0.26 0.00 0.14619 -9.66 blue
230751 120.770185 24.517168 0.01542 8.90 0.02 1.00 0.13854 -10.66 red
99757 249.341665 47.227509 0.03125 10.46 2.25 0.00 0.28228 -10.11 blue
683977 226.676525 40.580669 0.03119 10.95 2.42 0.00 0.61054 -10.57 red
683704 223.947990 12.542022 0.02888 9.18 1.30 0.00 0.15142 -9.06 blue
231018 123.920070 27.007509 0.02519 9.09 2.18 0.00 0.14744 -8.76 blue
98640 246.236897 46.598823 0.02393 9.30 0.00 1.00 0.15885 -11.76 red
250742 122.642070 5.385787 0.02772 10.40 0.23 0.00 0.26846 -11.04 red
142977 247.800368 40.421874 0.02701 10.05 1.04 0.00 0.21433 -10.03 blue
153265 207.643179 4.253642 0.02323 9.19 0.08 0.00 0.15274 -10.28 blue
250749 122.528287 5.264962 0.03180 10.77 275889568961599.03 -99.00 0.43022 3.67 blue
85603 165.810783 3.724754 0.02192 9.48 1.19 0.00 0.16946 -9.40 blue
231085 123.369194 27.326262 0.01924 8.95 0.12 0.00 0.14074 -9.89 blue
255429 176.914193 57.645355 0.03085 10.65 0.09 1.00 0.35507 -11.71 red
98677 245.750513 45.473969 0.03019 8.83 0.00 1.00 0.13447 -11.27 red
148923 181.072256 3.872979 0.01899 9.93 0.00 1.00 0.20383 -12.57 red
249752 220.512054 43.898275 0.02699 10.63 0.77 0.00 0.34600 -10.75 red
148970 180.456255 4.405378 0.02094 8.94 0.00 1.00 0.14010 -11.34 red
101830 255.498676 40.291958 0.02856 9.13 0.16 0.00 0.14913 -9.93 blue
146024 139.276790 44.522781 0.03272 10.18 0.12 0.00 0.22981 -11.12 red
251078 124.568822 6.103853 0.03036 9.26 0.38 0.00 0.15574 -9.67 blue
143127 245.949153 41.954134 0.03164 9.28 0.01 1.00 0.15674 -11.49 red
231773 128.323157 31.633537 0.02748 9.25 0.02 1.00 0.15554 -11.03 red
146274 145.051310 48.384280 0.02470 8.95 0.00 1.00 0.14013 -11.60 red
153695 208.405906 3.650059 0.02971 9.80 0.98 0.00 0.19117 -9.81 blue
143182 247.014395 42.908269 0.03042 9.71 0.10 0.00 0.18432 -10.71 red
257900 196.685185 57.088834 0.02865 9.36 0.16 0.00 0.16176 -10.17 blue
250554 233.410096 37.735638 0.03015 9.51 0.02 1.00 0.17075 -11.21 red
250279 232.659677 38.880834 0.03114 8.87 0.01 1.00 0.13589 -10.95 red
143193 246.702610 41.663657 0.02735 8.70 0.19 0.00 0.12857 -9.41 blue
231851 129.534042 31.667855 0.03111 9.21 0.62 0.00 0.15318 -9.42 blue
143126 246.819070 40.914549 0.03079 9.92 0.00 1.00 0.20142 -12.89 red
143238 247.685378 41.567549 0.03201 9.65 0.23 0.00 0.17971 -10.29 blue
143191 246.762245 41.661807 0.03249 9.23 0.16 0.00 0.15423 -10.04 blue
252832 142.304441 8.639409 0.02634 8.86 0.20 0.00 0.13604 -9.56 blue
195802 147.175189 47.345459 0.03232 10.59 1.63 0.00 0.32308 -10.37 blue
678732 209.605409 6.073440 0.01740 10.52 1.62 0.00 0.30107 -10.31 blue
143328 249.990128 39.534482 0.03089 9.63 0.59 0.00 0.17866 -9.86 blue
686913 248.442715 49.835593 0.02961 10.60 2.19 0.00 0.33114 -10.26 blue
143302 250.795504 39.722792 0.02891 9.64 0.49 0.00 0.17940 -9.95 blue
143326 250.299182 39.800053 0.02996 9.68 0.25 0.00 0.18227 -10.29 blue
228312 141.916401 7.641637 0.03053 9.86 0.14 0.00 0.19669 -10.72 red
146773 169.876948 4.959050 0.03156 9.84 0.00 1.00 0.19462 -12.57 red
256432 182.482333 58.414350 0.03163 9.83 0.00 1.00 0.19385 -12.70 red
148799 180.886637 5.689653 0.03038 9.42 0.01 1.00 0.16524 -11.27 red
678222 208.404871 8.352968 0.02316 8.54 -2164873436504156.50 -99.00 0.12220 nan blue
143451 247.764175 39.838504 0.03054 10.90 2.15 0.00 0.55127 -10.57 red
143469 248.109719 39.517767 0.02907 10.35 0.93 0.00 0.25730 -10.39 blue
250626 233.909958 38.085616 0.03207 9.62 0.01 1.00 0.17752 -11.60 red
146859 171.930980 5.725257 0.02264 8.75 0.35 0.00 0.13152 -9.21 blue
250734 122.639885 5.350532 0.02696 9.79 0.13 0.00 0.19061 -10.67 red
143472 247.407460 40.562574 0.03129 9.36 0.00 0.00 0.16134 -13.24 red
676184 203.515338 4.753718 0.02283 10.45 4.20 0.00 0.28141 -9.83 blue
136328 198.896173 62.124601 0.03079 10.27 4.69 0.00 0.24199 -9.59 blue
143480 247.409672 40.235388 0.02833 9.79 0.07 0.00 0.19116 -10.98 red
250830 121.892734 5.896267 0.03012 9.93 0.04 1.00 0.20247 -11.38 red
143449 247.714769 39.989662 0.02536 9.40 0.16 0.00 0.16418 -10.20 blue
143504 247.599684 40.665677 0.02927 10.74 0.45 0.00 0.40597 -11.08 red
143477 247.063119 40.557605 0.03262 9.96 0.21 0.00 0.20472 -10.64 red
152778 204.399743 5.305193 0.02274 8.73 0.10 0.00 0.13047 -9.74 blue
143478 247.316663 40.424653 0.02786 10.65 0.73 0.00 0.35622 -10.79 red
152830 205.177201 4.813182 0.02266 8.74 0.08 0.00 0.13078 -9.82 blue
144335 256.089366 36.258349 0.03066 9.88 0.02 1.00 0.19783 -11.68 red
232026 130.382567 32.991984 0.02575 9.43 0.20 0.00 0.16604 -10.14 blue
143511 247.423509 40.333391 0.02931 9.83 0.80 0.00 0.19407 -9.93 blue
231983 129.656699 31.889003 0.02731 9.09 0.37 0.00 0.14697 -9.52 blue
241902 156.362954 8.993147 0.02681 9.48 0.05 1.00 0.16917 -10.81 red
143604 249.557306 40.146821 0.03036 10.69 1.50 0.00 0.37669 -10.52 red
232239 132.349761 32.598552 0.01482 8.62 0.24 0.00 0.12640 -9.24 blue
232291 132.177732 34.230899 0.02499 9.48 1.22 0.00 0.16945 -9.40 blue
139282 231.845424 53.565721 0.02777 9.96 0.14 0.00 0.20576 -10.80 red
251182 126.317729 6.767853 0.02966 10.36 0.01 1.00 0.25832 -12.60 red
232224 132.768202 33.326345 0.02693 8.61 0.24 0.00 0.12495 -9.23 blue
99036 246.365506 47.746257 0.02556 9.69 0.79 0.00 0.18336 -9.79 blue
100123 251.021668 43.008782 0.02793 9.77 1.15 0.00 0.18919 -9.71 blue
261048 225.804219 49.851155 0.02809 10.59 0.01 1.00 0.32389 -12.66 red
228918 134.693495 38.817793 0.02948 10.03 0.00 1.00 0.21270 -12.94 red
143741 250.229385 37.904318 0.03080 10.57 0.61 0.00 0.31754 -10.79 red
130883 134.466858 46.564257 0.02788 8.95 0.25 0.00 0.14010 -9.56 blue
253963 149.447695 10.027135 0.02143 10.07 0.88 0.00 0.21782 -10.13 blue
153080 206.096623 5.792354 0.02282 11.00 0.64 0.00 0.67997 -11.20 red
251474 129.584172 7.561149 0.02921 9.36 0.60 0.00 0.16165 -9.58 blue
254004 149.533585 11.142285 0.03087 9.23 0.05 0.00 0.15404 -10.52 red
100219 250.881261 43.959439 0.03188 9.44 0.31 0.00 0.16594 -9.94 blue
197062 156.998961 52.494856 0.03221 9.22 0.49 0.00 0.15362 -9.53 blue
254027 149.872313 11.200672 0.03038 10.63 0.75 0.00 0.34501 -10.76 red
100249 250.160549 44.203667 0.02981 9.14 0.49 0.00 0.14953 -9.45 blue
648034 134.748488 39.748861 0.02402 9.77 0.46 0.00 0.18932 -10.10 blue
257528 194.765149 55.965875 0.02845 10.12 0.00 1.00 0.22200 -12.47 red
261459 227.067446 47.557530 0.01507 8.42 0.01 1.00 0.11830 -10.57 red
100264 249.525082 43.826118 0.03028 10.09 2.60 0.00 0.21935 -9.68 blue
261485 226.249810 49.179427 0.02689 9.75 0.03 1.00 0.18783 -11.22 red
252613 140.457481 9.538045 0.01670 8.98 0.28 0.00 0.14242 -9.54 blue
646997 120.152829 22.400063 0.01838 10.36 4.39 0.00 0.26055 -9.72 blue
229771 137.959677 41.450160 0.02780 10.07 0.73 0.00 0.21657 -10.20 blue
154811 121.117567 29.622920 0.02163 9.00 0.29 0.00 0.14318 -9.54 blue
232793 138.654894 36.103705 0.02464 10.53 0.75 0.00 0.30524 -10.66 red
143847 250.858004 39.331125 0.03060 9.23 1.05 0.00 0.15402 -9.21 blue
