x y z rvir redshift log_sSFR color
0.42586 0.24624 0.37400 0.00094 0.02062 -9.31 blue
-0.32716 0.34191 0.36010 0.00110 0.01985 -9.88 blue
0.54818 0.33462 0.53137 0.00217 0.02767 -9.49 blue
0.04851 0.30899 0.56022 0.00095 0.02140 -9.83 blue
-0.39521 -0.20505 0.61368 0.00115 0.02521 -10.58 blue
-0.51037 -0.22275 0.60997 0.00147 0.02742 -10.89 blue
-0.42316 -0.27196 0.51937 0.00085 0.02407 -9.24 blue
0.04744 0.39641 0.71858 0.00167 0.02729 -12.71 red
-0.40950 -0.20256 0.60605 0.00092 0.02524 -9.70 blue
-0.05547 0.46396 0.57587 0.00089 0.02467 -10.93 blue
-0.28519 0.03322 0.62794 0.00086 0.02300 -9.43 blue
0.04719 0.31195 0.52087 0.00118 0.02033 -10.38 blue
-0.45664 -0.23084 0.64864 0.00112 0.02743 -10.09 blue
-0.42972 -0.21609 0.60885 0.00102 0.02579 -9.87 blue
0.04362 0.29572 0.50332 0.00140 0.01955 -10.39 blue
-0.44560 -0.21991 0.62248 0.00104 0.02646 -9.47 blue
0.25047 0.42607 0.58418 0.00149 0.02544 -10.05 blue
0.13939 0.42395 0.53139 0.00096 0.02311 -11.82 red
-0.32768 0.24692 0.39871 0.00125 0.01911 -10.30 blue
-0.52003 -0.27522 0.54053 0.00093 0.02654 -9.29 blue
-0.48013 -0.20911 0.56457 0.00201 0.02560 -11.22 blue
-0.49159 0.40826 0.54064 0.00100 0.02778 -10.89 blue
-0.48577 -0.21580 0.57961 0.00125 0.02614 -10.81 blue
-0.55216 -0.21494 0.59121 0.00147 0.02778 -10.21 blue
-0.37788 0.26887 0.40818 0.00139 0.02062 -11.33 blue
-0.32450 0.41482 0.58230 0.00456 0.02609 -10.94 blue
-0.46883 -0.21618 0.56782 0.00119 0.02552 -10.13 blue
-0.31761 0.40341 0.53277 0.00095 0.02462 -9.71 blue
-0.21006 0.32522 0.44669 0.00100 0.01974 -11.64 red
0.64548 -0.17077 0.50129 0.00089 0.02771 -10.65 blue
0.66672 0.21672 0.45284 0.00105 0.02770 -11.17 blue
0.08067 0.28555 0.69118 0.00160 0.02502 -9.69 blue
0.56793 0.20171 0.39998 0.00086 0.02407 -9.84 blue
0.65483 0.21777 0.42137 0.00133 0.02686 -10.30 blue
0.46751 0.29722 0.62078 0.00119 0.02762 -10.35 blue
0.30349 0.39240 0.57838 0.00147 0.02534 -11.07 blue
0.33279 0.40073 0.60628 0.00128 0.02656 -9.83 blue
0.41652 0.29610 0.59738 0.00117 0.02613 -10.83 blue
-0.36934 0.02847 0.58268 0.00105 0.02300 nan blue
0.28239 0.37223 0.54508 0.00095 0.02390 -11.14 blue
-0.53529 0.30713 0.41106 0.00094 0.02467 -9.41 blue
-0.44593 0.31741 0.40621 0.00098 0.02271 -9.85 blue
-0.53909 0.33543 0.41987 0.00115 0.02531 -9.57 blue
0.62963 0.17416 0.46158 0.00136 0.02657 -9.56 blue
0.62998 0.18170 0.45905 0.00102 0.02659 -11.17 blue
0.50904 0.14797 0.36834 0.00094 0.02153 -11.71 red
0.24122 0.41021 0.60329 0.00106 0.02555 9.61 blue
0.16062 0.39970 0.50671 0.00096 0.02217 -9.44 blue
0.53092 0.27022 0.56987 0.00124 0.02737 -12.47 red
0.40517 0.25773 0.53783 0.00163 0.02400 -12.41 red
-0.56133 0.34794 0.44372 0.00134 0.02644 -12.64 red
0.01804 0.37404 0.47522 0.00108 0.02020 -9.95 blue
0.42535 0.27320 0.55006 0.00100 0.02485 -10.05 blue
-0.46021 -0.07894 0.46188 0.00116 0.02190 -9.90 blue
0.56529 0.15112 0.44979 0.00161 0.02456 -10.12 blue
0.43493 0.22307 0.35287 0.00076 0.02012 -11.41 blue
0.44473 0.31229 0.61297 0.00130 0.02720 -11.08 blue
0.39381 0.27932 0.55462 0.00232 0.02447 -12.14 red
0.36366 0.27412 0.56345 0.00238 0.02411 -11.09 blue
-0.19069 0.37796 0.64673 0.00116 0.02570 -11.78 red
-0.58158 0.26001 0.31176 0.00139 0.02361 -12.46 red
0.38557 0.28132 0.59017 0.00105 0.02524 -10.51 blue
0.37447 0.28201 0.57673 0.00133 0.02472 -10.11 blue
0.09278 0.39622 0.51544 0.00098 0.02189 -11.39 blue
-0.29012 0.38334 0.65139 0.00178 0.02689 -10.21 blue
-0.34020 0.43246 0.50576 0.00090 0.02486 -9.14 blue
0.43412 0.31599 0.49006 0.00086 0.02419 -9.93 blue
0.68431 -0.13724 0.44836 0.00113 0.02754 -10.78 blue
0.41391 0.28764 0.66840 0.00132 0.02779 -9.33 blue
0.41375 -0.11700 0.43223 0.00138 0.02035 -10.41 blue
0.52174 0.18776 0.53811 0.00089 0.02569 -9.42 blue
-0.34206 0.35009 0.60037 0.00097 0.02575 -10.95 blue
0.15344 0.41992 0.56734 0.00119 0.02404 -9.85 blue
-0.24161 0.39404 0.68908 0.00089 0.02755 -10.08 blue
0.36535 0.28658 0.63959 0.00180 0.02626 -10.41 blue
-0.10926 0.34989 0.61880 0.00116 0.02394 -9.44 blue
0.37699 0.26868 0.68474 0.00225 0.02744 -12.95 red
-0.29050 0.26517 0.43220 0.00097 0.01952 -9.91 blue
-0.10245 0.49293 0.64215 0.00312 0.02710 -12.75 red
0.30410 0.37546 0.58008 0.00197 0.02511 -9.90 blue
-0.13916 0.45147 0.60182 0.00093 0.02544 -10.96 blue
0.40745 0.20782 0.55880 0.00097 0.02404 -9.40 blue
0.40032 0.20203 0.54185 0.00109 0.02342 -9.85 blue
0.29068 0.37989 0.56355 0.00104 0.02459 -10.78 blue
0.22842 0.23928 0.61613 0.00336 0.02329 -12.80 red
0.39307 0.19879 0.54905 0.00102 0.02344 -11.67 red
0.26448 0.39555 0.57576 0.00147 0.02485 -13.32 red
0.40634 -0.12664 0.43645 0.00090 0.02035 -9.95 blue
0.30858 0.29440 0.66828 0.00103 0.02634 -9.71 blue
-0.32798 0.24247 0.40860 0.00468 0.01928 -13.15 red
0.16414 -0.14910 0.58616 0.00178 0.02091 -11.02 blue
0.25590 0.27105 0.60093 0.00101 0.02355 -9.55 blue
-0.37904 0.38741 0.60802 0.00124 0.02705 -12.24 red
0.15014 0.40971 0.55467 0.00091 0.02350 -9.58 blue
-0.40676 0.27986 0.45270 0.00123 0.02232 -9.76 blue
0.10468 -0.16714 0.58248 0.00080 0.02052 -9.70 blue
0.35772 0.23116 0.62445 0.00121 0.02514 -12.29 red
-0.30974 -0.01245 0.75595 0.00123 0.02713 -9.36 blue
0.42900 0.29818 0.61819 0.00120 0.02688 -10.39 blue
0.41195 0.26577 0.53145 0.00131 0.02407 -10.54 blue
0.41541 -0.11534 0.43447 0.00094 0.02043 -10.03 blue
-0.22354 0.49699 0.61073 0.00084 0.02718 -10.55 blue
-0.26820 0.20512 0.46690 0.00110 0.01925 -9.88 blue
0.11731 0.40065 0.52815 0.00111 0.02243 -10.27 blue
0.20590 0.39458 0.58598 0.00106 0.02448 -9.56 blue
0.40372 0.25631 0.51536 0.00138 0.02341 -10.85 blue
0.45369 0.30939 0.60974 0.00101 0.02725 -9.76 blue
-0.34010 0.38003 0.59595 0.00198 0.02607 4.26 blue
0.23560 0.24177 0.60424 0.00089 0.02305 -11.00 blue
0.43156 0.30566 0.62101 0.00101 0.02709 4.39 blue
0.19196 0.44379 0.62512 0.00121 0.02626 -9.65 blue
-0.36646 -0.27741 0.60929 0.00044 0.02538 nan blue
0.30358 0.38233 0.56741 0.00183 0.02490 -10.73 blue
0.33876 0.40125 0.61449 0.00121 0.02685 -13.09 red
-0.17707 0.41316 0.50163 0.00130 0.02245 -9.77 blue
-0.24076 0.30982 0.41616 0.00268 0.01911 -11.02 blue
0.39286 0.27676 0.54935 0.00098 0.02429 -11.74 red
0.51185 0.14118 0.39157 0.00119 0.02199 -9.67 blue
0.35889 0.28550 0.57970 0.00092 0.02459 -8.92 blue
0.05042 -0.15825 0.61383 0.00083 0.02121 -10.01 blue
0.18782 0.44170 0.62375 0.00103 0.02615 -9.81 blue
0.18062 0.43798 0.62775 0.00257 0.02614 -10.69 blue
-0.28463 0.25749 0.42475 0.00151 0.01912 -10.83 blue
0.61328 0.16818 0.46107 0.00098 0.02610 -12.26 red
0.50482 0.14118 0.39376 0.00107 0.02186 -10.00 blue
0.28580 0.38418 0.56495 0.00094 0.02464 -11.86 red
0.65592 0.22734 0.45205 0.00214 0.02750 4.10 blue
0.66186 0.17288 0.46329 0.00166 0.02743 -12.27 red
0.56987 -0.19970 0.53594 0.00166 0.02682 -10.08 blue
0.01639 -0.15492 0.60544 0.00144 0.02086 -9.93 blue
0.58120 0.17877 0.37568 0.00102 0.02379 -11.22 blue
0.61514 0.17754 0.47346 0.00105 0.02646 -10.70 blue
0.09164 -0.16829 0.58758 0.00094 0.02062 -9.58 blue
-0.38580 0.11959 0.51027 0.00087 0.02170 -10.10 blue
0.40246 0.28334 0.56476 0.00126 0.02492 -10.69 blue
0.59560 0.17227 0.46010 0.00120 0.02567 -11.89 red
0.39464 0.28602 0.60442 0.00103 0.02581 -10.11 blue
0.43070 0.32575 0.49778 0.00151 0.02444 -10.14 blue
0.01281 0.37945 0.47267 0.00175 0.02024 -11.14 blue
-0.05650 -0.19959 0.72937 0.00098 0.02522 -10.24 blue
-0.26688 0.32154 0.39340 0.00087 0.01917 -9.61 blue
0.52778 -0.20427 0.53110 0.00092 0.02580 -10.75 blue
-0.04546 -0.20766 0.74853 0.00098 0.02586 -10.76 blue
0.01592 0.40034 0.46782 0.00145 0.02055 -12.93 red
-0.05714 -0.19226 0.76417 0.00123 0.02625 3.81 blue
-0.49706 0.32477 0.49980 0.00120 0.02580 -9.90 blue
-0.32193 0.29980 0.37588 0.00121 0.01933 -10.24 blue
-0.35605 0.27281 0.36820 0.00136 0.01938 -10.18 blue
0.04815 -0.15946 0.62566 0.00086 0.02159 -9.42 blue
0.38068 0.34160 0.52076 0.00133 0.02429 -9.98 blue
0.55792 0.15134 0.42532 0.00112 0.02389 -9.99 blue
0.03754 -0.15767 0.63170 0.00096 0.02174 -9.27 blue
-0.38447 0.37773 0.59483 0.00100 0.02667 -11.23 blue
0.01725 -0.16732 0.60780 0.00099 0.02104 -10.18 blue
0.50859 -0.23782 0.62029 0.00120 0.02777 -9.40 blue
0.64042 0.25221 0.40159 0.00101 0.02648 -10.09 blue
-0.29534 0.26709 0.41985 0.00065 0.01933 -8.84 blue
0.00754 -0.18764 0.66630 0.00147 0.02306 -10.17 blue
0.31853 0.37059 0.57035 0.00092 0.02498 -10.79 blue
0.54125 0.24776 0.38607 0.00094 0.02362 -9.77 blue
0.38591 0.19722 0.53388 0.00110 0.02291 -9.53 blue
-0.57015 0.35371 0.45261 0.00112 0.02688 -10.75 blue
0.40806 0.21264 0.54425 0.00097 0.02373 4.37 blue
-0.53755 0.36961 0.47583 0.00103 0.02682 -10.25 blue
-0.51728 0.33125 0.40962 0.00095 0.02456 -9.66 blue
-0.46555 0.32469 0.41071 0.00090 0.02333 -9.73 blue
-0.08034 0.49981 0.66219 0.00079 0.02767 -8.85 blue
0.29069 -0.16857 0.59121 0.00098 0.02266 -9.12 blue
-0.56298 0.34902 0.44706 0.00126 0.02655 -10.24 blue
0.41129 0.25037 0.65180 0.00111 0.02691 -12.13 red
0.34435 -0.18639 0.48118 0.00088 0.02070 -11.93 red
-0.05421 -0.19541 0.75962 0.00154 0.02613 -10.57 blue
-0.03120 -0.18323 0.72063 0.00113 0.02476 -10.55 blue
-0.05354 -0.18919 0.67099 0.00116 0.02329 -10.43 blue
-0.05107 -0.18850 0.67668 0.00169 0.02345 -10.14 blue
-0.04930 -0.20795 0.74355 0.00087 0.02572 -9.31 blue
-0.05061 -0.17864 0.64233 0.00148 0.02228 -12.69 red
-0.05630 -0.18590 0.73513 0.00113 0.02528 4.36 blue
-0.53495 -0.22042 0.59888 0.00357 0.02764 -9.96 blue
-0.06903 -0.18689 0.65534 0.00099 0.02282 -9.79 blue
-0.33923 0.32107 0.38276 0.00190 0.02016 -10.51 blue
-0.07445 -0.19811 0.72519 0.00094 0.02512 -9.47 blue
-0.06522 -0.19959 0.72712 0.00144 0.02517 -11.30 blue
-0.09661 -0.20342 0.77658 0.00121 0.02686 -9.34 blue
-0.09581 -0.18380 0.71529 0.00150 0.02477 -11.04 blue
0.42077 0.25836 0.40270 0.00081 0.02125 -9.29 blue
-0.10706 -0.19118 0.70459 0.00110 0.02455 -9.88 blue
-0.09896 -0.19143 0.71581 0.00090 0.02487 -9.69 blue
0.44829 0.31872 0.50743 0.00101 0.02489 -9.95 blue
0.22630 -0.20691 0.76846 0.00151 0.02747 -12.57 red
-0.18880 0.44137 0.61927 0.00137 0.02604 -9.90 blue
0.65065 0.22413 0.43068 0.00110 0.02696 -10.92 blue
0.12777 -0.14445 0.55789 0.00137 0.01971 -10.34 blue
0.10472 -0.16820 0.60028 0.00235 0.02109 -10.06 blue
0.63796 0.22849 0.44224 0.00105 0.02688 -9.88 blue
-0.01948 0.36117 0.48812 0.00106 0.02028 -9.74 blue
0.09067 -0.17013 0.58901 0.00092 0.02068 -8.98 blue
0.06768 -0.15854 0.60935 0.00093 0.02112 -11.92 red
0.07193 -0.15740 0.57771 0.00093 0.02013 -9.92 blue
-0.37385 0.47152 0.57510 0.00095 0.02763 -9.74 blue
0.60366 0.22561 0.44997 0.00181 0.02612 -11.32 blue
0.05598 -0.16112 0.56844 0.00216 0.01982 -12.30 red
0.38113 0.13216 0.39535 0.00085 0.01887 -9.07 blue
0.05407 -0.15831 0.61778 0.00125 0.02135 -9.88 blue
-0.55530 0.37506 0.42609 0.00185 0.02638 -10.95 blue
0.06720 -0.17573 0.61236 0.00119 0.02136 -12.88 red
-0.27104 0.32220 0.40303 0.00219 0.01947 -10.08 blue
0.05836 -0.16953 0.62685 0.00102 0.02174 -12.07 red
0.06471 -0.15147 0.58631 0.00158 0.02033 -9.61 blue
0.64680 0.22883 0.44286 0.00137 0.02712 3.75 blue
0.12431 0.32131 0.71026 0.00094 0.02623 -8.80 blue
0.65562 0.23260 0.45350 0.00167 0.02757 -13.01 red
0.40782 0.18064 0.57996 0.00134 0.02435 -11.04 blue
0.05750 -0.16995 0.60169 0.00180 0.02095 -12.98 red
0.05959 -0.15068 0.57715 0.00160 0.02001 -11.98 red
0.04352 -0.15747 0.63155 0.00074 0.02175 -9.00 blue
0.35649 0.16828 0.51164 0.00090 0.02154 -9.48 blue
0.05847 -0.14779 0.58860 0.00228 0.02035 -12.75 red
-0.33741 0.32104 0.38273 0.00090 0.02012 -9.70 blue
0.62888 0.23370 0.44625 0.00105 0.02676 -10.90 blue
0.28817 0.39609 0.56620 0.00103 0.02490 -10.55 blue
-0.35156 0.32903 0.40007 0.00110 0.02089 -13.07 red
-0.40057 0.41110 0.48748 0.00094 0.02505 -10.01 blue
-0.06481 -0.20313 0.70873 0.00120 0.02462 -10.20 blue
0.02907 -0.17192 0.62767 0.00084 0.02172 -9.62 blue
-0.06651 -0.20557 0.73259 0.00094 0.02540 -9.29 blue
-0.06043 -0.20323 0.71473 0.00133 0.02480 -10.33 blue
0.25055 0.39689 0.58308 0.00247 0.02490 -11.72 red
-0.34266 0.30649 0.37900 0.00088 0.01989 -9.78 blue
-0.36782 0.32565 0.41970 0.00097 0.02155 -9.66 blue
-0.05153 -0.18311 0.74111 0.00102 0.02544 4.34 blue
-0.04920 -0.17550 0.68783 0.00121 0.02369 3.85 blue
-0.48443 0.40485 0.54271 0.00111 0.02764 -9.57 blue
-0.34246 0.48037 0.56157 0.00160 0.02705 -10.62 blue
-0.05063 -0.18219 0.65094 0.00228 0.02259 -11.26 blue
0.48247 0.10975 0.37761 0.00113 0.02077 -9.62 blue
0.17232 0.45959 0.54210 0.00096 0.02434 -10.27 blue
0.40655 -0.14295 0.52425 0.00136 0.02261 -10.17 blue
0.45913 0.28881 0.51824 0.00177 0.02495 -10.17 blue
0.04217 0.30106 0.64581 0.00107 0.02376 -9.88 blue
0.42048 0.25947 0.54817 0.00144 0.02455 -10.32 blue
0.02042 -0.18123 0.63295 0.00085 0.02196 -9.60 blue
0.02282 0.29526 0.63624 0.00089 0.02337 -9.41 blue
0.43508 0.29623 0.64306 0.00125 0.02759 -9.72 blue
0.43507 0.29584 0.61799 0.00122 0.02696 -9.88 blue
0.42720 0.30158 0.61134 0.00133 0.02672 -12.49 red
0.39668 0.28677 0.57489 0.00268 0.02511 -9.98 blue
-0.31844 0.29535 0.36264 0.00125 0.01890 -10.21 blue
-0.13222 0.32115 0.65716 0.00144 0.02473 -9.83 blue
-0.11532 -0.20860 0.79490 0.00099 0.02755 -9.39 blue
-0.58820 0.36916 0.46566 0.00301 0.02775 -12.00 red
-0.31939 0.30171 0.36357 0.00097 0.01905 -10.47 blue
0.43217 0.31534 0.58573 0.00087 0.02636 -10.47 blue
0.42366 0.31429 0.60227 0.00143 0.02660 -12.27 red
0.38833 0.28174 0.56363 0.00112 0.02463 -10.00 blue
0.38007 0.34838 0.62476 0.00317 0.02690 -10.20 blue
0.41776 0.29718 0.60955 0.00116 0.02646 -9.97 blue
0.29802 -0.16443 0.58863 0.00092 0.02265 -9.62 blue
0.36485 0.27978 0.57385 0.00123 0.02447 -10.00 blue
0.44224 -0.16653 0.61065 0.00082 0.02567 -9.52 blue
0.38136 0.28095 0.58794 0.00092 0.02511 -10.00 blue
0.29877 -0.15358 0.59416 0.00129 0.02274 -9.92 blue
0.29672 0.33888 0.58597 0.00084 0.02459 -9.63 blue
0.50004 0.18319 0.59817 0.00088 0.02661 -9.75 blue
0.31505 0.35747 0.62729 0.00133 0.02618 -9.85 blue
-0.39073 0.39623 0.50663 0.00170 0.02503 -10.83 blue
-0.46526 -0.04813 0.47058 0.00337 0.02212 -11.05 blue
-0.50737 0.36847 0.46698 0.00087 0.02599 -9.71 blue
-0.24728 0.44059 0.30522 0.00122 0.01971 -9.67 blue
-0.24535 0.41912 0.29434 0.00126 0.01897 -9.94 blue
-0.33375 0.29292 0.37938 0.00111 0.01951 -10.85 blue
-0.32489 0.28594 0.38954 0.00122 0.01945 -10.29 blue
0.34724 0.16035 0.50093 0.00095 0.02102 -11.23 blue
0.34842 -0.14524 0.56468 0.00083 0.02263 -9.41 blue
0.15622 -0.23723 0.61258 0.00269 0.02250 -11.28 blue
0.39358 0.19225 0.54697 0.00097 0.02334 -10.22 blue
-0.05935 -0.18900 0.66582 0.00180 0.02314 -10.20 blue
0.19206 -0.27076 0.75148 0.00151 0.02728 -10.33 blue
0.12312 -0.22920 0.63797 0.00141 0.02295 -11.18 blue
0.34738 0.17560 0.54977 0.00100 0.02245 -9.45 blue
0.32416 -0.16766 0.58956 0.00103 0.02309 -10.01 blue
0.58390 0.15257 0.45351 0.00115 0.02511 -8.97 blue
0.37098 0.16718 0.53242 0.00117 0.02233 -11.01 blue
0.37304 -0.16321 0.65110 0.00087 0.02553 -10.40 blue
-0.55348 0.38301 0.47408 0.00192 0.02734 -9.98 blue
-0.47414 0.34107 0.42365 0.00084 0.02402 -9.45 blue
0.46444 0.20402 0.62788 0.00125 0.02681 -10.19 blue
0.58018 0.15758 0.44657 0.00099 0.02491 -9.66 blue
0.44657 0.13871 0.37876 0.00120 0.02009 -10.31 blue
-0.38536 0.30307 0.63992 0.00099 0.02678 -9.52 blue
0.30639 -0.14834 0.59163 0.00082 0.02274 -9.40 blue
0.28445 0.16466 0.48846 0.00096 0.01966 -9.73 blue
-0.47305 0.32967 0.43596 0.00092 0.02406 -9.71 blue
0.29284 0.15763 0.45967 0.00086 0.01896 -10.67 blue
0.35260 -0.19964 0.71971 0.00081 0.02742 -10.83 blue
-0.56770 0.35795 0.45084 0.00107 0.02685 4.18 blue
-0.58089 0.37472 0.46326 0.00134 0.02762 -11.12 blue
-0.55585 0.37400 0.46695 0.00117 0.02712 -9.29 blue
0.57834 0.11264 0.38258 0.00088 0.02339 -9.32 blue
0.21175 -0.14108 0.52411 0.00633 0.01946 -12.80 red
0.40839 0.23103 0.56575 0.00102 0.02446 -9.81 blue
0.00498 0.38396 0.49128 0.00088 0.02080 -11.23 blue
0.49158 0.12148 0.39625 0.00090 0.02144 -9.57 blue
0.41533 0.25358 0.65595 0.00112 0.02712 -10.69 blue
0.45972 0.12483 0.38130 0.00092 0.02036 -9.78 blue
0.42507 0.25284 0.67237 0.00112 0.02771 -9.68 blue
0.52039 0.18138 0.52066 0.00119 0.02521 -10.10 blue
0.27336 -0.15035 0.59608 0.00102 0.02242 -11.61 red
0.32576 0.22532 0.57471 0.00159 0.02325 -12.68 red
0.20634 -0.13574 0.51296 0.00094 0.01902 -9.06 blue
0.02151 -0.21268 0.56688 0.00084 0.02022 -10.06 blue
0.03324 -0.22974 0.67699 0.00110 0.02382 -11.28 blue
0.45438 0.12106 0.38103 0.00094 0.02020 -12.03 red
-0.57240 -0.16449 0.52618 0.00121 0.02640 -9.78 blue
-0.34289 0.33361 0.38364 0.00160 0.02046 -10.38 blue
-0.30576 0.32537 0.66781 0.00185 0.02669 -12.61 red
0.53883 0.19144 0.56680 0.00143 0.02674 -9.86 blue
0.52559 0.17387 0.52156 0.00084 0.02529 -9.32 blue
0.34718 0.17554 0.55147 0.00088 0.02249 -9.53 blue
-0.13510 0.38183 0.49787 0.00108 0.02140 -9.63 blue
0.37092 0.16680 0.52577 0.00128 0.02216 -10.44 blue
0.29107 0.16486 0.48709 0.00083 0.01973 -10.11 blue
0.39269 0.34361 0.64101 0.00107 0.02744 -10.30 blue
0.35884 0.23626 0.69910 0.00106 0.02725 -9.83 blue
0.25141 0.16642 0.50950 0.00095 0.01977 -9.52 blue
0.10030 -0.16646 0.58751 0.00307 0.02065 -10.56 blue
0.37248 0.16916 0.52808 0.00121 0.02226 -10.28 blue
0.35379 0.33966 0.64046 0.00184 0.02679 -10.92 blue
-0.55026 0.34571 0.43759 0.00175 0.02604 3.81 blue
0.36173 0.18337 0.57376 0.00093 0.02340 -10.58 blue
-0.05529 0.29866 0.65884 0.00128 0.02415 -11.98 red
-0.55517 0.42896 0.42158 0.00129 0.02718 -9.60 blue
0.42565 0.21328 0.64336 0.00145 0.02659 -9.97 blue
0.64806 0.25599 0.40709 0.00169 0.02681 -11.59 red
-0.46609 -0.07448 0.43927 0.00375 0.02150 -9.97 blue
0.33955 0.21992 0.62960 0.00084 0.02489 -9.31 blue
-0.24851 0.30735 0.40618 0.00085 0.01894 -9.72 blue
-0.57562 0.36453 0.45791 0.00132 0.02726 -11.48 blue
0.05841 -0.16372 0.60743 0.00097 0.02108 -9.38 blue
0.45714 0.22479 0.63564 0.00104 0.02705 -9.60 blue
0.30166 0.17680 0.51015 0.00090 0.02064 -10.27 blue
-0.08962 0.35983 0.73044 0.00135 0.02720 -9.90 blue
0.14824 -0.25095 0.64871 0.00096 0.02368 -9.33 blue
0.05328 0.29280 0.47980 0.00114 0.01886 -9.97 blue
0.44326 0.27685 0.52829 0.00153 0.02472 -12.53 red
0.46575 0.19857 0.61020 0.00233 0.02635 -11.05 blue
0.39947 0.18118 0.56182 0.00079 0.02373 -9.36 blue
-0.69221 -0.09501 0.23276 0.00234 0.02450 nan blue
0.40857 0.19955 0.60021 0.00090 0.02504 -9.55 blue
0.30751 0.18658 0.56569 0.00105 0.02234 -10.27 blue
0.06670 -0.19413 0.75156 0.00099 0.02590 -9.71 blue
-0.33419 0.31855 0.37882 0.00298 0.01994 -11.35 blue
0.05764 -0.16559 0.60664 0.00114 0.02106 4.03 blue
0.41789 0.23717 0.67752 0.00097 0.02757 -10.07 blue
-0.07599 0.34167 0.72130 0.00141 0.02663 -10.79 blue
-0.33944 0.31249 0.38538 0.00099 0.02007 -9.59 blue
-0.21722 0.34175 0.72332 0.00147 0.02752 -9.96 blue
0.31760 -0.26788 0.70980 0.00113 0.02731 -9.87 blue
-0.35025 0.32071 0.40815 0.00143 0.02089 -10.40 blue
-0.08950 0.35812 0.72523 0.00101 0.02703 -9.75 blue
0.33893 0.34167 0.63435 0.00098 0.02646 -9.17 blue
-0.20330 0.15148 0.50487 0.00195 0.01888 -9.75 blue
0.30406 0.34133 0.59591 0.00113 0.02498 -10.40 blue
0.42255 0.19828 0.42459 0.00147 0.02105 -9.54 blue
-0.21568 0.34909 0.72660 0.00374 0.02770 -10.99 blue
-0.27017 0.32618 0.66465 0.00109 0.02619 -12.48 red
0.18381 -0.26575 0.72789 0.00106 0.02646 -11.54 red
-0.27647 0.25207 0.51580 0.00090 0.02125 -11.52 red
0.57842 0.15064 0.44804 0.00101 0.02485 -9.91 blue
0.58973 0.15967 0.45978 0.00131 0.02542 -9.68 blue
-0.06139 0.46722 0.58756 0.00121 0.02505 -9.78 blue
-0.01051 -0.22227 0.79697 0.00092 0.02747 -9.29 blue
0.44278 0.14130 0.37420 0.00188 0.01992 -10.00 blue
-0.11400 0.46075 0.68054 0.00239 0.02754 -10.15 blue
-0.10190 0.30912 0.61922 0.00093 0.02330 -9.58 blue
-0.10066 0.49256 0.64557 0.00182 0.02717 -11.04 blue
-0.01789 -0.14204 0.57057 0.00090 0.01964 -9.61 blue
-0.30888 0.32782 0.67563 0.00088 0.02697 -11.11 blue
0.44387 0.31517 0.63584 0.00109 0.02778 4.13 blue
-0.35612 0.32627 0.65041 0.00105 0.02691 -11.38 blue
0.64918 -0.16730 0.49378 0.00101 0.02764 -10.64 blue
0.46375 0.29250 0.61620 0.00111 0.02739 -10.83 blue
-0.23413 0.43257 0.54839 0.00097 0.02451 -9.65 blue
-0.50351 0.38915 0.45168 0.00085 0.02594 -9.77 blue
-0.06109 -0.17631 0.62002 0.00090 0.02159 -9.28 blue
0.10787 -0.23249 0.60495 0.00086 0.02190 -9.48 blue
-0.06230 -0.20142 0.70609 0.00106 0.02452 4.23 blue
-0.40844 0.30922 0.63936 0.00116 0.02721 -9.51 blue
0.56670 0.20982 0.56250 0.00088 0.02741 -9.25 blue
-0.05982 -0.19076 0.76178 0.00163 0.02617 -9.72 blue
0.28209 -0.25547 0.70397 0.00190 0.02659 -10.03 blue
-0.51398 0.28620 0.57566 0.00173 0.02733 -10.97 blue
-0.18691 -0.19986 0.55413 0.00086 0.02062 -11.85 red
-0.51190 0.41352 0.39773 0.00092 0.02556 -9.77 blue
-0.21898 0.32412 0.40934 0.00099 0.01892 -10.24 blue
-0.40843 0.27352 0.46717 0.00122 0.02260 -10.04 blue
0.70762 -0.10321 0.41385 0.00100 0.02743 -9.58 blue
0.29918 0.27458 0.57918 0.00089 0.02355 -9.63 blue
-0.39638 0.38917 0.33708 0.00147 0.02167 -11.27 blue
0.09468 -0.28634 0.73669 0.00126 0.02645 -9.98 blue
-0.58882 0.35935 0.46777 0.00258 0.02767 -13.30 red
0.06528 -0.19590 0.54316 0.00184 0.01941 -9.95 blue
0.31829 0.29499 0.60152 0.00159 0.02468 -10.53 blue
0.01616 0.30590 0.48187 0.00131 0.01908 -10.07 blue
-0.00738 0.42105 0.68400 0.00090 0.02668 -11.41 blue
-0.25647 -0.22340 0.59821 0.00190 0.02292 -11.51 red
-0.24565 -0.21295 0.58047 0.00124 0.02217 -10.20 blue
0.29150 -0.23568 0.73843 0.00171 0.02749 -10.99 blue
0.21034 -0.16272 0.50955 0.00078 0.01920 -9.48 blue
0.02388 -0.20549 0.55351 0.00121 0.01973 -12.19 red
-0.26833 -0.20770 0.58748 0.00116 0.02260 -9.71 blue
-0.56899 0.36139 0.44285 0.00105 0.02679 -10.15 blue
-0.29351 -0.22853 0.59324 0.00108 0.02332 -10.25 blue
-0.31324 0.32875 0.69084 0.00170 0.02745 -12.01 red
0.63523 0.17406 0.49179 0.00133 0.02729 -10.81 blue
0.44222 -0.16522 0.61781 0.00126 0.02584 -10.70 blue
-0.29980 -0.23328 0.62426 0.00091 0.02432 -9.72 blue
