NSAID x y z rvir redshift log_sSFR color
631435 -0.35644 0.19877 0.72017 0.94494 0.02748 -9.65 blue
331554 -0.33657 0.19239 0.72359 1.38727 0.02726 -12.33 red
331107 -0.33684 0.19622 0.73381 1.25792 0.02758 -11.39 red
181591 -0.10835 0.47102 0.67771 1.92951 0.02763 -10.78 red
322009 0.22584 -0.16574 0.76507 1.28966 0.02706 -10.47 blue
338359 -0.17450 0.34708 0.66774 1.29507 0.02568 -12.17 red
328371 0.05427 -0.18515 0.59838 0.79074 0.02097 -9.14 blue
49567 0.37302 0.41611 0.50068 1.33682 0.02496 -11.67 red
331471 -0.31990 0.18396 0.64536 1.45471 0.02473 -9.70 blue
332078 -0.33673 0.15833 0.56974 0.93720 0.02267 -9.24 blue
195822 0.27787 0.32589 0.60487 0.80350 0.02466 -9.07 blue
328956 0.02122 -0.18278 0.60540 1.11328 0.02111 -10.21 blue
330739 -0.10185 -0.21908 0.67552 1.15506 0.02388 -11.10 red
150857 -0.15150 -0.28290 0.76947 0.88728 0.02767 -9.90 blue
195849 0.28321 0.33224 0.60312 1.63881 0.02477 -10.74 red
339490 -0.26392 0.35906 0.65686 0.82071 0.02637 -8.73 blue
296170 0.05677 0.26462 0.67477 1.14317 0.02420 -9.82 blue
331353 -0.31225 0.20497 0.68790 0.92274 0.02602 -9.46 blue
165542 0.24745 0.36934 0.60387 1.84340 0.02494 -9.99 blue
341033 -0.39431 0.27804 0.51875 0.85338 0.02359 -9.41 blue
296683 0.00946 0.21738 0.54317 1.03582 0.01954 -9.64 blue
324061 0.04053 -0.14801 0.71911 1.94930 0.02447 4.10 blue
315987 0.63110 0.15334 0.51873 0.97053 0.02759 -10.30 blue
332941 -0.34135 0.14951 0.47419 0.84546 0.02013 -9.40 blue
261452 -0.26280 0.27240 0.41817 1.20122 0.01885 -11.93 red
341665 -0.48333 0.30978 0.52132 1.37320 0.02578 -9.92 blue
166182 0.17571 0.36250 0.59172 1.63914 0.02383 -10.05 blue
316295 0.55815 0.14053 0.50601 0.96939 0.02548 -10.05 blue
145709 0.41665 0.27983 0.51980 1.41734 0.02405 -12.05 red
324550 0.00932 -0.15099 0.68048 0.95129 0.02322 -9.78 blue
316715 0.52725 0.14478 0.52748 1.39516 0.02526 -9.66 blue
297258 -0.00555 0.20310 0.67843 1.11740 0.02358 -12.96 red
331589 -0.33025 0.21071 0.69391 1.30738 0.02647 -11.14 red
341213 -0.34052 0.21602 0.39341 0.73937 0.01882 -9.49 blue
324672 0.00857 -0.14568 0.67171 1.32031 0.02290 -10.61 red
324800 -0.01747 -0.14174 0.60230 0.76871 0.02065 -8.97 blue
188282 -0.57244 0.27168 0.27003 1.21465 0.02294 -11.83 red
316808 0.41760 0.11759 0.44574 1.17692 0.02075 -11.92 red
175577 0.42820 0.28224 0.63639 0.91587 0.02714 -9.61 blue
316963 0.42788 0.11589 0.43115 1.25863 0.02063 -10.10 blue
151810 -0.18979 -0.24200 0.65068 0.93470 0.02396 -9.73 blue
342616 -0.49851 0.21587 0.35647 0.83505 0.02166 -10.69 red
325238 -0.04129 -0.18534 0.80054 0.95488 0.02732 -9.66 blue
297590 -0.01091 0.27698 0.69958 1.05077 0.02503 -10.20 blue
152083 -0.17947 -0.19393 0.52759 0.99844 0.01970 -9.40 blue
197224 0.14471 0.33676 0.62036 1.01618 0.02398 -11.52 red
318151 0.36594 0.15828 0.52366 1.06800 0.02194 -12.92 red
197231 0.15275 0.34936 0.64073 1.25308 0.02480 -13.21 red
176119 0.33127 0.25943 0.59432 0.91448 0.02423 -9.24 blue
325424 -0.03608 -0.15314 0.71359 0.93782 0.02432 -9.99 blue
693752 -0.09226 -0.15800 0.61987 1.42236 0.02155 -9.71 blue
693754 -0.11893 -0.14482 0.77609 1.09221 0.02653 -11.13 red
197029 0.19217 0.35465 0.63343 1.54356 0.02498 3.91 blue
325433 -0.04166 -0.16859 0.79849 1.12393 0.02714 4.11 blue
318291 0.42543 0.18724 0.68046 2.34388 0.02736 -11.16 red
297801 0.00133 0.23177 0.52835 0.84484 0.01927 -9.38 blue
693775 -0.15836 -0.16234 0.79271 0.99057 0.02738 -9.52 blue
693779 -0.14660 -0.16592 0.63721 1.30482 0.02248 -10.29 blue
325728 -0.04564 -0.16038 0.77015 0.81354 0.02619 -9.42 blue
197303 0.14853 0.31505 0.55476 1.04069 0.02184 -9.49 blue
298065 -0.00644 0.19387 0.64862 0.88966 0.02256 -9.16 blue
311667 -0.58223 0.13600 0.31412 1.48987 0.02251 -12.83 red
318753 0.28903 0.15715 0.49969 0.96545 0.01997 -9.95 blue
298145 -0.02287 0.21747 0.66745 2.50093 0.02339 -10.84 red
318127 0.36823 0.16250 0.52460 1.85551 0.02204 -11.39 red
648355 0.38810 0.17155 0.55686 1.93488 0.02331 -10.82 red
318159 0.39370 0.16232 0.55253 1.38036 0.02323 -12.39 red
318165 0.36248 0.16140 0.52350 0.96043 0.02190 -10.56 red
318215 0.45642 0.19832 0.65967 5.03723 0.02743 -11.11 red
680150 -0.29702 0.32449 0.68740 1.42060 0.02710 -9.40 blue
318235 0.36543 0.16216 0.53472 1.00153 0.02225 4.14 blue
183029 0.17856 0.26284 0.60390 1.45892 0.02274 -12.95 red
299019 -0.04643 0.31113 0.71745 1.13612 0.02604 -10.00 blue
197668 0.09469 0.31166 0.54437 1.89931 0.02116 -10.37 blue
176959 0.24042 0.27950 0.61076 0.81651 0.02375 -9.80 blue
650867 0.24351 0.28572 0.61734 2.54697 0.02405 -9.94 blue
298461 -0.02332 0.28563 0.68437 1.06998 0.02468 -9.96 blue
177106 0.23302 0.27414 0.61911 0.83841 0.02384 -10.41 blue
181648 -0.10761 0.49047 0.66892 1.16698 0.02776 -12.25 red
298571 -0.04231 0.31294 0.72907 1.11243 0.02640 -9.85 blue
318690 0.35420 0.17027 0.58814 0.89511 0.02355 -9.80 blue
318768 0.31045 0.15628 0.52185 0.99453 0.02092 -8.99 blue
318769 0.33308 0.16852 0.55673 1.33886 0.02234 -10.16 blue
183577 0.12469 0.32205 0.71443 1.08405 0.02637 -9.63 blue
198239 0.10451 0.40090 0.71175 1.13546 0.02734 -9.94 blue
345203 -0.10598 -0.14663 0.62441 1.04266 0.02168 -9.92 blue
183735 0.13126 0.29764 0.63456 0.82474 0.02374 -9.28 blue
319072 0.30796 0.17930 0.57510 1.00534 0.02254 -9.35 blue
319285 0.34932 0.20235 0.70686 1.27446 0.02703 -10.11 blue
681777 -0.41401 -0.17377 0.53815 1.19608 0.02334 -10.13 blue
183985 0.10503 0.30615 0.67682 0.93514 0.02495 -10.98 red
327806 0.07619 -0.20176 0.60351 0.98976 0.02137 -9.28 blue
320791 0.25472 -0.13716 0.59673 1.59418 0.02210 -10.79 red
193052 0.33398 -0.16571 0.55637 0.90220 0.02232 -9.99 blue
338048 -0.16498 0.34829 0.65569 1.43225 0.02529 -9.64 blue
168921 -0.28581 -0.29682 0.54309 1.44658 0.02271 -10.41 blue
311377 -0.61405 0.11681 0.30811 1.18835 0.02321 -10.06 blue
683764 -0.32175 0.44064 0.58596 1.35836 0.02660 -9.66 blue
207027 -0.12043 0.35405 0.61511 1.13157 0.02396 -11.89 red
147418 0.07777 -0.20845 0.59549 0.87588 0.02120 -10.45 blue
346283 -0.21435 -0.14202 0.70138 1.36413 0.02485 -10.36 blue
301287 -0.15892 0.30839 0.74963 1.10300 0.02742 -10.64 red
316035 0.57073 0.12556 0.46672 1.84320 0.02488 -10.88 red
338131 -0.14006 0.35247 0.66856 1.07264 0.02556 -10.25 blue
129119 0.44884 0.25223 0.40773 1.22360 0.02189 -9.79 blue
129161 0.45256 0.25541 0.40388 0.80423 0.02194 -9.50 blue
346646 -0.23717 -0.14419 0.67406 1.21283 0.02426 -10.12 blue
301629 -0.13880 0.18618 0.57675 1.50362 0.02075 -9.83 blue
346827 -0.25867 -0.15212 0.68629 0.99917 0.02491 -9.75 blue
346838 -0.22691 -0.13797 0.60211 2.34425 0.02194 -10.71 red
169273 -0.31278 -0.29656 0.56884 0.96384 0.02376 -10.00 blue
346926 -0.24497 -0.15485 0.65765 1.09696 0.02392 -10.04 blue
316583 0.42381 0.11634 0.39611 0.87281 0.01976 -9.67 blue
169298 -0.31317 -0.29329 0.56528 1.02187 0.02363 -11.15 red
169365 -0.34602 -0.29994 0.59699 1.04988 0.02502 -10.08 blue
347049 -0.25218 -0.13885 0.67542 1.03472 0.02443 -9.63 blue
347002 -0.23801 -0.12849 0.64562 1.19129 0.02331 -12.62 red
347058 -0.23153 -0.13411 0.61667 0.95199 0.02240 4.66 blue
329570 -0.04046 -0.22157 0.68494 1.61633 0.02400 -9.89 blue
338592 -0.21734 0.37463 0.71339 1.05354 0.02770 -11.85 red
183121 0.20708 0.32271 0.69081 1.39441 0.02625 -10.63 red
176579 0.26495 0.24837 0.59143 0.94155 0.02312 -11.51 red
339547 -0.27458 0.35057 0.62551 1.91845 0.02553 -11.81 red
347627 -0.31163 -0.13973 0.70213 1.22240 0.02595 -10.17 blue
694252 -0.23062 -0.14126 0.69811 1.16949 0.02490 -9.60 blue
347811 -0.31302 -0.13528 0.59252 1.27102 0.02278 -9.58 blue
154393 0.62999 0.19290 0.45079 1.09461 0.02652 -11.28 red
176877 0.28828 0.29988 0.68007 1.28437 0.02649 -11.18 red
694118 -0.22279 -0.13690 0.57241 1.28118 0.02099 -12.13 red
346782 -0.23538 -0.14116 0.60581 1.38927 0.02217 -10.04 blue
680062 -0.38115 -0.16749 0.61698 1.23085 0.02476 -9.59 blue
346818 -0.23341 -0.13984 0.61476 0.97527 0.02240 -9.90 blue
348404 -0.28644 -0.10706 0.51571 1.06698 0.02002 -9.83 blue
668033 -0.07128 -0.21791 0.71092 1.97359 0.02485 -9.74 blue
346894 -0.24533 -0.15372 0.65065 0.87262 0.02371 -9.83 blue
348693 -0.32532 -0.09807 0.60404 0.97507 0.02308 -9.64 blue
348854 -0.38573 -0.13919 0.60982 1.05001 0.02445 -9.79 blue
347051 -0.23667 -0.13497 0.63035 1.38091 0.02288 -11.61 red
678596 -0.27833 -0.10871 0.53690 1.83539 0.02050 -10.42 blue
347199 -0.27630 -0.15352 0.64631 0.99650 0.02395 -9.23 blue
683331 -0.53325 -0.25582 0.57404 0.86365 0.02737 nan blue
152789 -0.26270 -0.21495 0.59536 0.94872 0.02283 -10.12 blue
170734 -0.43288 -0.26226 0.49590 0.90900 0.02359 -10.05 blue
318132 0.40127 0.17282 0.56933 2.08967 0.02389 -11.42 red
349670 -0.35208 -0.12194 0.55494 1.52439 0.02228 -11.34 red
348704 -0.36567 -0.09960 0.66562 1.00134 0.02547 4.24 blue
318149 0.35593 0.15745 0.51176 1.64017 0.02144 -11.14 red
318233 0.39594 0.17516 0.58000 1.18873 0.02409 -10.10 blue
318243 0.35682 0.14902 0.52201 0.96812 0.02166 -10.80 red
347812 -0.31186 -0.13930 0.58709 1.11134 0.02263 -11.75 red
349872 -0.45009 -0.11830 0.64142 1.24186 0.02633 -12.40 red
183466 0.14047 0.27049 0.58545 1.01226 0.02200 -9.88 blue
200648 -0.01639 0.28542 0.49578 0.83328 0.01912 -9.35 blue
680542 -0.39203 -0.13308 0.61675 12.05482 0.02471 -11.01 red
317474 0.51563 0.16654 0.59665 0.95543 0.02677 -9.49 blue
349058 -0.28244 -0.09695 0.48547 2.06340 0.01904 -10.23 blue
317523 0.50958 0.15877 0.60350 1.63241 0.02676 -10.33 blue
317553 0.49775 0.16691 0.58619 1.05125 0.02615 -9.97 blue
185285 -0.00086 0.24973 0.56187 1.00493 0.02052 -10.34 blue
317790 0.46651 0.16179 0.61288 0.83832 0.02615 -9.15 blue
209657 -0.39163 0.36437 0.59269 0.97501 0.02652 -10.17 blue
319077 0.32360 0.17970 0.58005 1.14362 0.02292 -9.44 blue
148940 0.01215 -0.22394 0.59821 1.10747 0.02131 -11.54 red
155884 0.48929 0.28858 0.61030 1.09573 0.02768 -9.64 blue
319279 0.28745 0.17332 0.58992 1.10638 0.02261 -9.84 blue
311194 -0.61142 0.11720 0.29962 1.02598 0.02301 -9.43 blue
680779 -0.38847 -0.11784 0.59974 2.03317 0.02410 -12.68 red
319420 0.29173 0.18251 0.58840 0.98494 0.02271 -9.72 blue
178088 0.18698 0.42623 0.61464 1.02697 0.02563 -9.62 blue
349708 -0.40381 -0.12969 0.62920 1.87150 0.02523 -10.42 blue
318228 0.38941 0.16549 0.56585 0.93489 0.02353 -10.71 red
209984 -0.36386 0.37485 0.58629 1.13073 0.02610 -11.25 red
648393 0.37174 0.15730 0.54009 1.33095 0.02247 -11.69 red
318237 0.39079 0.17168 0.56980 1.05733 0.02370 -9.99 blue
319637 0.32363 -0.14054 0.59454 1.34595 0.02303 -13.03 red
687237 -0.44520 0.41160 0.35113 2.04562 0.02333 nan blue
185806 -0.01690 0.31010 0.63386 1.23911 0.02350 -10.51 red
318462 0.31619 0.15134 0.49672 0.79564 0.02029 -9.55 blue
339929 -0.32606 0.36238 0.64642 3.79964 0.02689 -10.15 blue
266619 -0.23849 0.18315 0.49070 0.95913 0.01922 -10.33 blue
350051 -0.32361 -0.08076 0.48880 0.93662 0.01976 -9.58 blue
349706 -0.40909 -0.12683 0.63513 1.06734 0.02547 -9.91 blue
318694 0.41660 0.19063 0.67307 1.25136 0.02704 -11.64 red
195769 0.27840 0.32126 0.60613 0.91576 0.02463 -9.86 blue
341066 -0.44657 0.34772 0.61390 1.08205 0.02772 -9.99 blue
341094 -0.45272 0.34688 0.60958 1.46154 0.02771 -12.53 red
325213 -0.04078 -0.17144 0.74890 1.42541 0.02558 -9.99 blue
325280 -0.03165 -0.18656 0.78399 1.95920 0.02679 -12.62 red
210907 -0.34671 0.26430 0.41737 2.48185 0.02015 -10.00 blue
325195 -0.04623 -0.17192 0.77444 1.35044 0.02640 -10.19 blue
325683 -0.04381 -0.17629 0.77600 1.01834 0.02648 -9.87 blue
156952 0.19747 0.33000 0.63512 1.66119 0.02470 -10.33 blue
325204 -0.03994 -0.18116 0.77363 0.99050 0.02643 -9.95 blue
317461 0.40533 0.12598 0.46515 0.87006 0.02101 -9.91 blue
326405 -0.08605 -0.16479 0.70156 0.84991 0.02415 -9.72 blue
351754 -0.45895 -0.12690 0.55194 1.63786 0.02426 -11.12 red
153584 -0.34088 -0.22918 0.59855 1.06047 0.02416 -9.86 blue
318128 0.38304 0.17006 0.54745 1.31809 0.02297 -11.35 red
136882 -0.12665 0.47127 0.59211 2.79988 0.02551 -10.50 red
318221 0.45202 0.19642 0.65268 1.78740 0.02716 -11.78 red
318255 0.39132 0.16115 0.57601 1.61289 0.02379 -13.07 red
197461 0.10617 0.30835 0.55251 1.01069 0.02140 -9.53 blue
321843 0.22190 -0.16829 0.75577 1.22414 0.02675 -9.94 blue
342639 -0.47749 0.20203 0.34695 1.24365 0.02081 -9.91 blue
194595 0.28302 -0.23361 0.72777 0.97287 0.02707 -11.60 red
268353 -0.43714 0.21207 0.51269 0.98875 0.02352 -10.10 blue
173486 0.61319 0.18971 0.44479 1.01299 0.02596 -9.67 blue
694198 -0.19073 -0.16714 0.70302 1.12998 0.02486 -9.70 blue
343904 -0.59958 0.16668 0.25106 1.13472 0.02236 -9.77 blue
318892 0.27884 0.14409 0.51788 1.02405 0.02021 -9.99 blue
194927 0.24786 -0.23285 0.72294 1.70654 0.02654 -10.15 blue
319005 0.28942 0.14327 0.51952 0.85126 0.02042 -9.76 blue
354970 -0.45906 -0.08128 0.39102 1.15398 0.02031 -9.81 blue
353335 -0.44640 -0.08409 0.46520 0.89821 0.02168 -9.94 blue
346739 -0.24388 -0.13770 0.62118 1.28473 0.02270 -10.02 blue
347015 -0.22758 -0.13586 0.62129 1.52520 0.02251 -10.22 blue
153984 0.69390 0.18725 0.41240 1.07438 0.02751 -11.21 red
347035 -0.23701 -0.13660 0.63825 1.40371 0.02313 -13.02 red
649049 0.25186 0.15711 0.49977 1.94132 0.01941 -10.17 blue
319394 0.29453 0.18737 0.59399 1.96884 0.02295 -11.05 red
346228 -0.20492 -0.14233 0.68724 1.75188 0.02433 -10.81 red
185785 -0.01620 0.35784 0.72620 1.02521 0.02689 -9.39 blue
694251 -0.22454 -0.14550 0.72283 1.51597 0.02562 -9.73 blue
346347 -0.22947 -0.14201 0.62175 0.99207 0.02258 -9.96 blue
154084 0.69010 0.18279 0.42690 0.95362 0.02761 -10.22 blue
346410 -0.21525 -0.14897 0.63383 0.96612 0.02285 -10.38 blue
213010 0.62659 0.20940 0.42960 0.99451 0.02619 -9.67 blue
154281 0.50892 0.16285 0.35090 1.07761 0.02132 -10.11 blue
51981 0.30422 0.44882 0.54014 1.29917 0.02545 -9.88 blue
327794 0.10055 -0.25099 0.77578 1.45152 0.02728 -9.51 blue
354119 -0.45612 -0.08810 0.44817 1.87341 0.02152 -10.36 blue
212824 0.66675 0.21718 0.45120 1.03696 0.02768 -11.62 red
346797 -0.25360 -0.14727 0.66216 1.48381 0.02410 -9.95 blue
675678 -0.21046 -0.13116 0.56039 1.24946 0.02045 -9.48 blue
324351 0.03063 -0.13595 0.63055 1.01892 0.02153 -9.78 blue
154618 0.51863 0.17266 0.37737 0.94268 0.02214 -9.72 blue
658450 0.14180 -0.18559 0.56762 1.08358 0.02048 -9.26 blue
158293 0.08865 0.38031 0.71323 2.02644 0.02701 -11.39 red
270150 0.21624 0.22147 0.61003 0.92730 0.02279 -11.53 red
330494 -0.06312 -0.20085 0.68747 1.02409 0.02393 -9.67 blue
346566 -0.23642 -0.14734 0.71286 1.22059 0.02545 -9.81 blue
658494 0.18194 -0.22985 0.73825 1.22076 0.02639 -9.84 blue
158433 0.04437 0.31669 0.64287 1.60615 0.02390 -10.52 red
195766 0.29471 0.33169 0.63685 1.45429 0.02580 -10.24 blue
320620 0.31408 -0.16998 0.74146 1.05930 0.02733 -9.80 blue
346693 -0.21782 -0.12482 0.59756 1.70183 0.02161 -10.53 red
52198 0.27529 0.44228 0.55528 1.01994 0.02532 -9.31 blue
328612 0.03818 -0.18787 0.56127 2.21107 0.01980 -10.85 red
158549 0.07039 0.35030 0.69922 2.57211 0.02610 -11.06 red
324158 0.02964 -0.13764 0.60012 1.62683 0.02057 -13.53 red
348709 -0.36131 -0.10398 0.66788 1.11573 0.02548 -10.68 red
348863 -0.41742 -0.14569 0.65998 1.58680 0.02639 -11.14 red
331167 -0.30049 0.18529 0.68673 0.95007 0.02567 -11.06 red
348327 -0.31655 -0.13162 0.59694 1.14733 0.02293 -11.89 red
328929 0.01869 -0.19716 0.61294 1.31855 0.02148 -11.90 red
325029 -0.01111 -0.13786 0.67076 1.00796 0.02282 -9.40 blue
348412 -0.36192 -0.12900 0.64991 1.61653 0.02511 -12.98 red
324656 0.01224 -0.14346 0.67671 0.99225 0.02304 -10.40 blue
325131 -0.04705 -0.17287 0.73420 1.10231 0.02513 -9.66 blue
324679 0.00495 -0.14046 0.66472 1.25579 0.02264 4.14 blue
325377 -0.03099 -0.15584 0.76728 1.72395 0.02604 -10.64 red
199530 0.03854 0.30118 0.51710 1.62519 0.02002 -10.98 red
321482 0.20448 -0.14731 0.60652 0.99196 0.02190 -10.14 blue
693198 -0.23593 -0.14597 0.62297 7.89682 0.02272 -10.45 blue
348292 -0.28253 -0.11956 0.51318 0.87457 0.01996 -10.18 blue
349817 -0.46269 -0.13191 0.66408 1.59082 0.02723 -13.07 red
175831 0.41148 0.29258 0.66166 2.72348 0.02763 -10.74 red
349848 -0.43187 -0.10522 0.60765 1.30416 0.02504 -10.92 red
329746 -0.04220 -0.20467 0.70313 0.92701 0.02441 -10.06 blue
348425 -0.34991 -0.12459 0.62172 1.30524 0.02410 -12.51 red
199729 0.01857 0.30337 0.51185 0.88286 0.01988 -10.22 blue
187621 -0.56929 0.27401 0.26857 1.55414 0.02287 -12.01 red
271489 0.13864 0.27152 0.71632 1.07114 0.02588 -9.61 blue
317505 0.51298 0.15910 0.60981 1.21649 0.02699 -10.01 blue
176174 0.36311 0.30507 0.66610 0.98048 0.02715 -9.16 blue
132459 0.25205 0.39995 0.58841 1.25853 0.02510 -12.14 red
321770 0.16966 -0.14338 0.59387 0.93418 0.02115 -9.66 blue
350361 -0.43798 -0.12159 0.62386 1.39386 0.02566 -12.75 red
349668 -0.40426 -0.13978 0.63161 1.01575 0.02536 -10.46 blue
321869 0.20467 -0.15321 0.67564 1.00060 0.02404 -10.92 red
200049 0.02326 0.29433 0.50594 0.94028 0.01956 4.21 blue
339889 -0.29159 0.33934 0.61560 1.11770 0.02531 -9.98 blue
349733 -0.41868 -0.13396 0.63704 0.96220 0.02573 -8.97 blue
350431 -0.42590 -0.11283 0.59805 1.30017 0.02471 -12.96 red
347810 -0.30959 -0.13710 0.58148 1.06106 0.02242 -11.70 red
330176 -0.06182 -0.20771 0.72541 1.39401 0.02518 -10.00 blue
184028 0.11251 0.30885 0.69225 1.04715 0.02548 -10.30 blue
350552 -0.47970 -0.12882 0.63781 0.89631 0.02685 -9.06 blue
132802 0.18508 0.44385 0.53737 0.98792 0.02400 -9.71 blue
181530 -0.12292 0.46686 0.67807 0.95160 0.02763 -9.65 blue
349827 -0.45342 -0.12817 0.64993 4.81534 0.02667 -12.64 red
358368 0.55805 0.40590 0.43504 0.87837 0.02709 -11.28 red
326413 -0.08814 -0.17052 0.76263 1.89602 0.02613 -9.91 blue
349862 -0.45438 -0.10677 0.64013 1.34158 0.02632 -9.43 blue
152608 -0.25864 -0.22675 0.59078 1.09930 0.02277 -11.85 red
350026 -0.41547 -0.09563 0.63692 1.96520 0.02548 -9.64 blue
330479 -0.06284 -0.22324 0.71052 2.90737 0.02486 -10.75 red
330507 -0.06484 -0.22899 0.73080 0.99772 0.02555 -10.35 blue
206627 -0.10530 0.35319 0.61331 0.82314 0.02382 -8.87 blue
659020 0.13266 -0.17988 0.59186 3.24236 0.02110 -12.43 red
272573 0.03749 0.19914 0.52943 0.79047 0.01894 -9.26 blue
318147 0.38225 0.16997 0.55033 1.13498 0.02303 -11.28 red
357400 -0.63515 -0.05547 0.32349 0.77295 0.02380 -8.73 blue
312489 -0.48210 0.13393 0.30566 0.97000 0.01958 -9.72 blue
326790 0.13078 -0.17436 0.58641 0.99542 0.02087 -10.64 red
318172 0.37571 0.16355 0.54050 0.99565 0.02260 4.15 blue
679661 -0.40713 -0.12637 0.71733 1.33234 0.02770 -9.35 blue
197182 0.14884 0.31653 0.55271 1.59467 0.02181 -10.20 blue
318186 0.37592 0.15890 0.53559 0.97548 0.02244 -10.25 blue
326802 0.13286 -0.18012 0.59390 1.02379 0.02117 4.13 blue
318224 0.39996 0.16915 0.58287 1.66786 0.02419 -13.12 red
318232 0.39897 0.17451 0.58152 1.02310 0.02418 -9.98 blue
326829 0.13057 -0.18103 0.58790 1.04158 0.02098 -10.31 blue
153023 -0.29623 -0.23769 0.64430 0.80328 0.02488 -9.38 blue
197218 0.14713 0.33775 0.62209 1.31932 0.02406 -11.46 red
348850 -0.41468 -0.14805 0.65411 1.53628 0.02620 -11.88 red
327210 0.10025 -0.18402 0.59558 0.89471 0.02106 -11.11 red
331121 -0.27056 0.16963 0.58853 1.88605 0.02232 -10.63 red
176928 0.25562 0.29749 0.63034 1.68308 0.02470 -10.07 blue
349072 -0.36885 -0.13080 0.63604 1.67979 0.02484 -12.52 red
349098 -0.31704 -0.11434 0.53538 0.94171 0.02110 -9.71 blue
318739 0.32979 0.17068 0.55607 1.97787 0.02228 -10.19 blue
184909 0.03074 0.24425 0.50807 1.00244 0.01886 -9.92 blue
318850 0.29350 0.14701 0.51771 0.97005 0.02046 -10.23 blue
331555 -0.33768 0.19325 0.72657 0.99994 0.02736 -12.08 red
349304 -0.37721 -0.11917 0.61053 0.84934 0.02421 -9.61 blue
341346 -0.34022 0.23519 0.41469 0.77599 0.01956 -9.61 blue
349650 -0.37863 -0.12931 0.58879 1.51506 0.02370 -13.03 red
349709 -0.40624 -0.13302 0.63340 0.90150 0.02541 -9.59 blue
319260 0.27565 0.16605 0.57402 3.19133 0.02194 -10.81 red
360154 0.34809 -0.09910 0.48791 2.06844 0.02028 -13.17 red
360189 0.34507 -0.09615 0.47987 0.76424 0.01999 -10.95 red
153690 -0.32457 -0.22757 0.60214 0.98381 0.02400 -9.99 blue
313760 -0.65042 0.19467 0.44021 0.93702 0.02688 -9.84 blue
328165 0.05586 -0.17591 0.56144 0.99307 0.01973 -9.59 blue
350248 -0.48958 -0.15111 0.65677 1.42432 0.02765 -9.94 blue
350353 -0.46296 -0.14384 0.65044 1.68138 0.02694 -10.15 blue
350369 -0.44293 -0.12205 0.63410 1.36243 0.02602 -12.86 red
359916 0.35492 -0.08932 0.45481 1.21335 0.01950 -11.35 red
139352 -0.28208 0.32094 0.39900 1.43506 0.01952 -9.82 blue
350692 -0.46010 -0.11876 0.64632 0.99671 0.02665 -11.16 red
360271 0.34954 -0.08921 0.47325 0.85798 0.01987 -10.18 blue
360911 0.32783 -0.10427 0.55250 1.24126 0.02170 -12.33 red
328844 -0.00066 -0.20936 0.64188 0.94369 0.02250 -9.79 blue
193619 0.30844 -0.20429 0.62638 1.20632 0.02421 -10.07 blue
329754 -0.04089 -0.20558 0.69997 0.96705 0.02432 -10.04 blue
154277 0.65951 0.20516 0.43734 0.89100 0.02715 -10.35 blue
325158 -0.04398 -0.18109 0.76989 1.32049 0.02632 -10.08 blue
361062 0.36524 -0.10439 0.60310 1.00964 0.02373 4.32 blue
177879 0.19985 0.42146 0.61054 1.13530 0.02554 -12.48 red
336117 -0.47678 0.12028 0.40656 1.00439 0.02128 -9.52 blue
330404 -0.06491 -0.19620 0.60675 0.83776 0.02138 -9.30 blue
208239 -0.24610 0.37603 0.65715 1.32514 0.02645 -11.49 red
177909 0.18799 0.43054 0.60518 1.17519 0.02547 -12.00 red
316011 0.47231 0.10652 0.38000 0.96772 0.02054 -10.18 blue
316129 0.56731 0.12977 0.51666 0.99199 0.02587 -10.61 red
154525 0.52854 0.17451 0.37599 0.94656 0.02238 -9.71 blue
361086 0.36896 -0.10681 0.61136 1.78165 0.02403 -10.71 red
361128 0.41714 -0.12267 0.71315 1.32049 0.02772 -12.22 red
160762 -0.11071 0.39315 0.72305 1.24463 0.02757 -10.71 red
194427 0.29302 -0.23299 0.74040 0.96970 0.02754 -11.72 red
353793 -0.46245 -0.06783 0.45634 1.09522 0.02178 -9.51 blue
208619 -0.24903 0.37639 0.62096 1.16998 0.02552 -11.97 red
355552 -0.51280 -0.08074 0.41367 1.06347 0.02212 -9.09 blue
330185 -0.06042 -0.21439 0.72039 1.33394 0.02508 -10.37 blue
316347 0.44058 0.11609 0.40762 0.82889 0.02040 -9.59 blue
160844 -0.13476 0.36299 0.70391 1.26138 0.02669 -9.77 blue
362609 0.22750 -0.10797 0.60398 0.90915 0.02182 -9.37 blue
363142 0.24248 -0.12573 0.76463 1.66530 0.02697 3.97 blue
276599 -0.35161 0.24128 0.70179 0.89750 0.02727 -10.54 red
192717 0.34816 -0.17068 0.52385 1.27378 0.02173 -10.22 blue
276667 -0.38691 0.23428 0.69348 0.98473 0.02749 -11.05 red
317165 0.41614 0.12584 0.47047 0.88491 0.02136 -9.39 blue
155765 0.49177 0.26681 0.56637 1.02908 0.02645 -9.80 blue
330923 -0.07426 -0.19037 0.62166 3.38994 0.02182 -11.73 red
363164 0.23937 -0.12221 0.77246 1.37398 0.02716 -9.69 blue
345423 -0.14798 -0.14215 0.61792 0.89001 0.02171 -10.00 blue
326850 0.11826 -0.17585 0.57642 1.87325 0.02049 -11.15 red
363507 0.19108 -0.11703 0.68847 1.45444 0.02410 -10.46 blue
363566 0.19302 -0.12951 0.73916 1.58510 0.02576 -12.29 red
332070 -0.40255 0.18299 0.67947 0.95279 0.02693 -10.03 blue
